world,arm,uid,ic_uid,stage,n_rows,path_len,tortuosity,wander,speed_mean,speed_std,speed_cv,accel_mean,jerk_mean,jerk_per_len,pause_frac,joint_speed_mean,joint_jerk_mean,act_autocorr1,act_hf_frac,act_signflip_rate,speed_perm_entropy,act_mag_mean,can_path_len,can_moved_frac,contact_events,can_move_open_frac,grip_cmd_flip,grip_close_events,effort_std,tilt_max,tilt_inhand_mean,retreat_frac,approach_reversals,backtrack_frac,trans_kinds,trans_entropy,nnIC_path_div
old,dH,103000,235,picked,49,0.3213,2.438,0.0522,0.006557967184843299,0.004956391838807404,0.7557817383201553,0.003673424281470848,0.0043162617312459545,0.631306572042684,0.32653061224489793,0.04240424200004946,0.025444840309495172,0.66532500543921,0.10447414848697674,0.24305555555555555,0.96411552621827,0.16875121869197507,0.13186668277283467,0.3958333333333333,2,0.10416666666666667,1,1,8.054742566828127,5.74132848160935,4.656633557837953,0.23076923076923078,2,0.045454545454545456,19,3.505031091721438,0.04764936749345266
old,dH,103001,251,picked,138,0.3638,2.364,0.0516,0.0026360546256894452,0.00402860129989873,1.5282692781243377,0.00164015076874172,0.0018903282447044567,0.7067122832098981,0.007246376811594203,0.015616673945624443,0.009491282310955198,0.7412589701775435,0.05859654915339024,0.14598540145985403,0.925217354303798,0.053259779649656176,0.15696391085526193,0.22627737226277372,3,0.0364963503649635,1,1,8.100449291581684,6.37187639606991,3.99937469517136,0.09836065573770492,1,0.17293233082706766,33,3.441757728163216,0.0337473409410112
old,dH,103002,263,picked,105,0.6755,4.364,0.0785,0.006433174417991435,0.0061527689093534895,0.9564125748162922,0.0030831273038872324,0.003072250861034669,0.46846729175981333,0.2857142857142857,0.04488252944717211,0.017388132965710935,0.8162431009067409,0.03806780735859032,0.20192307692307696,0.863585438193293,0.15620604961637471,0.21248993992001758,0.25961538461538464,3,0.019230769230769232,1,1,9.274523909949796,4.229587074545148,3.4532055167282265,0.12857142857142856,1,0.08,36,4.508346010837171,0.0452169754472204
old,dH,103003,276,picked,152,0.4448,2.701,0.039,0.0029260452281784795,0.0037439099085387496,1.2795119748950041,0.0013987196773153842,0.001684180536053523,0.5680090826473426,0.23684210526315788,0.02120274132534532,0.009589262756520098,0.7993128641451376,0.06703753554389329,0.1622516556291391,0.9552177514314835,0.0713277586915514,0.1346255102484656,0.17218543046357615,6,0.013245033112582781,1,2,4.175907334951748,6.442918319074613,1.2036912625047163,0.24324324324324326,1,0.17687074829931973,37,3.348436428783295,0.030841355233513685
old,dH,103005,301,picked,151,0.4842,3.733,0.0683,0.003206902050081372,0.0034984048788540916,1.0908985757034029,0.0020392842905624935,0.0025110476694978168,0.7726424821441531,0.059602649006622516,0.02296051139059711,0.014211063630154362,0.70688024645461,0.07109292930144602,0.19666666666666666,0.8711585082094346,0.09261309212406739,0.21410117623488759,0.30666666666666664,7,0.02,1,1,7.85162260022851,6.057552780629821,2.555155786872418,0.1875,2,0.10273972602739725,40,4.363317956952574,0.04095698762799453
old,dH,103006,315,picked,219,0.875,5.394,0.0371,0.003995312199240141,0.004451543789414418,1.114191724556856,0.002481509037952139,0.0028637492674202457,0.710231432380583,0.365296803652968,0.043159736165054294,0.018201615080594178,0.7325847870489227,0.08514431335600638,0.16896024464831805,0.9607191950753008,0.15450380089348312,0.11476908935488961,0.13302752293577982,7,0.03211009174311927,1,1,4.431163194709519,6.53420812774947,4.408294780141358,0.1901840490797546,5,0.3644859813084112,56,4.463155822367323,0.06559555588645428
old,dH,103007,326,picked,77,0.2538,2.389,0.0495,0.003296035255093477,0.003489264046512858,1.0586246130470778,0.0019248629316824624,0.002117508169497309,0.6257542161041237,0.025974025974025976,0.021872761758831686,0.012161036855724047,0.6878795541758495,0.08092763255335007,0.13157894736842105,0.8092736813926852,0.0758625408211215,0.09580512379315995,0.19736842105263158,2,0.013157894736842105,1,1,6.459244810116696,5.309357903146536,4.03774108339584,0.225,1,0.05555555555555555,22,3.5004357078687787,0.038255686975997585
old,dH,104000,242,picked,60,0.4231,2.607,0.0569,0.007052213928039426,0.005945139780207179,0.8430175035628814,0.0034902160777584273,0.0033685766135886056,0.4617402080674347,0.25,0.05276557233800917,0.021965101097926952,0.7624573949370711,0.05361929865706822,0.14689265536723164,0.9611845320888687,0.1958090083466636,0.11833423526007432,0.3389830508474576,3,0.1016949152542373,1,1,4.990864224590958,6.506753301385974,4.594231123994358,0.23076923076923078,1,0.09090909090909091,29,4.305559182493997,0.041252196512260135
old,dH,104001,252,picked,192,0.3936,3.884,0.0684,0.0020500386493164735,0.0028218395976472954,1.3764811695565626,0.0009065958041527208,0.0010964797291337022,0.5292866384008618,0.3072916666666667,0.016736738296740127,0.008539655734690108,0.8218054632616888,0.03863821480835836,0.10732984293193716,0.9120734651735501,0.11550269320529605,0.2018700642371252,0.21465968586387435,9,0.005235602094240838,1,1,12.984602717637026,8.894751773878191,5.005240348470061,0.1038961038961039,1,0.058823529411764705,35,3.35533420851717,0.030638584766390222
old,dH,104002,265,picked,202,0.446,2.775,0.063,0.0022079954151088856,0.0030257285726413316,1.3703509309561317,0.0010027695054256964,0.00132018720837626,0.5919921929877865,0.009900990099009901,0.014247837796424996,0.007073121217688889,0.7228766686219789,0.13498011955185082,0.13018242122719736,0.9652743593332064,0.050251895789266025,0.18662755422794777,0.21890547263681592,6,0.009950248756218905,3,2,8.241123711165429,11.36599715670771,4.122194312093836,0.12345679012345678,1,0.13705583756345177,35,3.1323475966426657,0.04130909568523778
old,dH,104003,277,picked,74,0.2868,3.141,0.0454,0.003875164308349524,0.003849612360311748,0.9934062284835972,0.0024530049597569024,0.0028749473905955217,0.7218393562671912,0.13513513513513514,0.028478457851510007,0.01599844899311263,0.6729947626501422,0.10357467612771264,0.21689497716894976,0.9248162000515785,0.09899369310923258,0.11076308678762217,0.2465753424657534,3,0.0136986301369863,1,1,7.445663267892789,5.460959770884567,4.468040420940734,0.21951219512195122,1,0.14492753623188406,32,4.366510170426989,0.03748792611792602
old,dH,104004,287,picked,201,0.7534,25.583,0.0926,0.003748387016048378,0.004636854151929587,1.237026521561759,0.0016842597325904924,0.0015159974820741795,0.400415678420536,0.16417910447761194,0.02740104650420773,0.00963518479768597,0.877507486944401,0.015121344956871062,0.1275,0.8759589937115748,0.09346771209344741,0.23950207945004856,0.2,5,0.005,1,1,8.703844463016905,4.786580515863196,3.59950601680229,0.22429906542056074,2,0.14285714285714285,38,3.6999769383365475,0.05513185764846168
old,dH,104005,302,picked,152,0.5261,4.586,0.0674,0.003461111020045615,0.0040932699963555615,1.1826462579930808,0.0018700495085889849,0.0022493831404448578,0.6413507053093033,0.0,0.025625366201608022,0.012760468520172832,0.7967855712868568,0.05421059997639388,0.2130242825607064,0.917128225123712,0.10240467444977217,0.2622691576018104,0.3841059602649007,8,0.039735099337748346,1,1,6.591992151578646,13.027320991703226,4.495628858880399,0.13636363636363635,2,0.14285714285714285,42,4.247734896082633,0.037151667534144846
old,dH,104006,316,picked,199,0.8137,5.927,0.1081,0.004088747799993757,0.004082667475180331,0.9985129127275995,0.00243582708361704,0.002792377941030075,0.676078343869594,0.19597989949748743,0.03508079140362683,0.016500499806273383,0.739340085602373,0.0649785410750092,0.19191919191919193,0.9296963401874294,0.12687493309104067,0.5219002404790412,0.3939393939393939,9,0.06060606060606061,1,1,8.603536791491106,6.375689917671557,4.423467200130515,0.25842696629213485,3,0.15463917525773196,60,5.127747552902273,0.06950850322502862
old,dH,104007,327,picked,131,0.6927,3.803,0.061,0.0052879265732461295,0.005274770172901315,0.9975119926189258,0.002392461065798599,0.0025150501575612137,0.4683598402751039,0.3969465648854962,0.032626343917966455,0.013723695567914846,0.7826638914887925,0.05826780360132664,0.1692307692307692,0.95340477781787,0.11061003607041356,0.13124390016309917,0.2,4,0.046153846153846156,1,1,10.562965487139845,5.313872176859325,4.460791279670155,0.27472527472527475,2,0.05555555555555555,38,3.9275284400558723,0.07882533100782181
old,dH,105000,243,picked,46,0.2711,2.705,0.0535,0.00589361897035631,0.005587059453166217,0.9479845034550038,0.0023827939668509294,0.0025376421374969085,0.4118538851693816,0.15217391304347827,0.053659180469133205,0.018372879100194386,0.8428550668506923,0.040426283547280624,0.17407407407407408,0.8345251202437151,0.1969336286943028,0.11837912491080171,0.4666666666666667,2,0.13333333333333333,1,1,4.0109530928294514,5.279033883045776,3.871089974713871,0.20833333333333334,1,0.024390243902439025,21,3.7831737732098407,0.0301671984591953
old,dH,105001,254,picked,162,0.6578,5.73,0.0969,0.004060420006487186,0.00423981449638429,1.0441812644038035,0.002157162388437877,0.0025328729907252733,0.6160946280941426,0.10493827160493827,0.032174730545782036,0.013400222896922434,0.8323783450887322,0.053176413180006266,0.15527950310559008,0.8966701764131114,0.1865566275369974,0.3075166790423082,0.36024844720496896,6,0.06832298136645963,1,1,7.184991051291087,10.482758073763298,5.521400306294594,0.13592233009708737,2,0.14012738853503184,44,4.677919774541421,0.06377423367627078
old,dH,105002,266,picked,144,0.3362,3.095,0.0548,0.0023349622803580153,0.0028556481007904247,1.2229953883248914,0.0011180272929240068,0.0015191647951582005,0.6415800789230056,0.05555555555555555,0.014573706701661691,0.007804545658499362,0.6502367795443338,0.18367004332734913,0.1456876456876457,0.9696660918385938,0.0530936714667068,0.14862366656098597,0.22377622377622378,5,0.04195804195804196,1,1,8.8372849492088,5.331811286137833,4.177336167200855,0.1927710843373494,2,0.11510791366906475,34,3.8477145334746408,0.03971163531291686
old,dH,105003,278,picked,70,0.4063,2.057,0.0432,0.005804224845276433,0.005952460883774829,1.0255393342694215,0.002811649697507654,0.0031966441790572003,0.5350088204722365,0.15714285714285714,0.044609430465720065,0.016703307306132186,0.8197082178119514,0.04507931888389912,0.20531400966183574,0.8612775868008835,0.1585994178429247,0.12459884082701142,0.2753623188405797,4,0.043478260869565216,1,1,8.588071986097374,5.2856494395876155,3.9478782633710683,0.13157894736842105,1,0.09230769230769231,32,4.51070837485714,0.0433903299630631
old,dH,105005,304,picked,128,0.4404,2.753,0.0619,0.0034409497337012174,0.004856195078007671,1.411294977792123,0.0018289411189870302,0.001955190460553362,0.5593341253308569,0.2734375,0.024729004005618442,0.010540936883389872,0.8287207548816536,0.025621067794150413,0.09973753280839896,0.8581698309402922,0.08636262927514811,0.19761124203897423,0.2755905511811024,4,0.007874015748031496,1,1,6.964744138131929,6.450147485396675,3.7029462592070086,0.13725490196078433,1,0.0975609756097561,35,3.3827022878564907,0.03525889808623047
old,dH,105006,317,picked,100,0.3286,2.698,0.0308,0.003285919560103443,0.003142404611197097,0.9563242659227398,0.0022133221493629398,0.002852136537554302,0.8506275810096899,0.28,0.03560504887827015,0.019783655688097593,0.6548214016942903,0.10022272767188682,0.19023569023569023,0.9390142026762801,0.13459439078966778,0.0993086317051998,0.21212121212121213,3,0.010101010101010102,1,1,10.523570680504047,5.424926277626006,4.364615728953799,0.4375,2,0.22105263157894736,38,4.3627972527349215,0.037785814987523675
old,dH,105007,328,picked,222,0.8037,5.405,0.0564,0.0036204522866622774,0.004532652132731665,1.2519574279241092,0.0020745277578198655,0.0022462588629296775,0.6148464667792004,0.34234234234234234,0.0341181488699647,0.015727100030982877,0.7090571032675901,0.07718504309181017,0.14856711915535445,0.9060851167327179,0.12896578969271702,0.1302198472125471,0.13574660633484162,3,0.004524886877828055,1,1,3.458436578536621,6.269215616841635,3.829539111478841,0.24285714285714285,5,0.20276497695852536,51,3.842848844814902,0.08130259669768587
old,dH,106002,267,picked,189,0.7575,6.177,0.1299,0.00400799764044709,0.003612755107935517,0.9013865356299252,0.001957719627747814,0.0023439127562195653,0.5786204620547742,0.1111111111111111,0.027495866617358918,0.013496586412477354,0.7805092000486128,0.06283093885159553,0.22251773049645393,0.9444616991948809,0.11711565531277786,0.4184478083505635,0.39361702127659576,4,0.031914893617021274,1,1,10.48426218573744,7.486541721436141,5.342691628665377,0.11578947368421053,1,0.10869565217391304,58,5.123116621372223,0.07453543928070967
old,dH,106003,279,picked,216,0.3481,2.4,0.0289,0.0016117527272556378,0.0028283555450828867,1.7548321757139396,0.001067102255444623,0.0012881778679537234,0.7918400096492442,0.3287037037037037,0.010905216054312246,0.007618776310440233,0.6394630643043647,0.11618081685409558,0.1325581395348837,0.9468373221319514,0.03947403672852634,0.11272896342062279,0.09302325581395349,2,0.004651162790697674,3,2,3.54007774458401,6.326449493989819,2.5732454018621533,0.0,0,0.2559241706161137,32,2.4728493022316567,0.0330249214053254
old,dH,106005,305,picked,100,0.3034,3.036,0.056,0.003034013675254776,0.0032659825966212673,1.0764561225476388,0.0015374349555941826,0.0020530083475495484,0.6631308873153341,0.09,0.029706653593269773,0.014213116607959233,0.7695165119220113,0.05699045108926462,0.1346801346801347,0.819829883593738,0.10537359702090435,0.14257050090710618,0.3333333333333333,5,0.08080808080808081,1,1,7.728302321378446,5.118055240756175,4.045944266143208,0.23529411764705882,1,0.12631578947368421,36,4.184303719992712,0.03214046720050804
old,dH,106007,329,picked,83,0.2661,2.681,0.0503,0.0032058963168233546,0.004518431142859513,1.4094127496102924,0.0015392074010534273,0.0015990794488416735,0.4867741373108831,0.060240963855421686,0.02304448735234417,0.00991618382919592,0.8129468199954691,0.04274631585718865,0.11178861788617887,0.7809010724308681,0.07960990712749791,0.10092354620277054,0.24390243902439024,2,0.012195121951219513,1,1,7.200778159231604,5.36154250403579,3.9646039105352187,0.10416666666666667,1,0.1794871794871795,25,3.1703754944669864,0.028006456812181595
old,dH,107001,257,picked,117,0.4707,5.407,0.0781,0.00402283714189416,0.0049230217768331495,1.2237685999178023,0.002085363824692165,0.002259128246173986,0.5519762771879898,0.008547008547008548,0.02908605119477132,0.011534749950408122,0.8518461832259074,0.029558225876766462,0.14798850574712644,0.8793608384041205,0.17489738329353496,0.24939272256030298,0.28448275862068967,2,0.02586206896551724,1,1,6.761517307255892,10.68638503717551,5.087541563711187,0.05405405405405406,1,0.03571428571428571,32,3.878534894507655,0.05112671250849309
old,dH,107002,269,picked,117,0.5521,4.375,0.0742,0.004719153725684897,0.005821207178279647,1.2335277714299946,0.0022770373031918293,0.0023544227291343524,0.4903794877799044,0.26495726495726496,0.030029317666319458,0.011629766973479939,0.8524458452356404,0.03049203445302497,0.1709770114942529,0.8430906662025226,0.10260209695905702,0.21152389670911173,0.3275862068965517,6,0.10344827586206896,1,1,8.451170946224321,5.759574351386958,4.177478392280319,0.16393442622950818,2,0.05357142857142857,39,4.0470903357211725,0.04733683420638752
old,dH,107003,280,picked,59,0.2946,3.367,0.0404,0.00499406384642032,0.005465829280143148,1.0944652387776306,0.0026592913807706423,0.002711382626685504,0.5245169929259599,0.0847457627118644,0.04423787743422408,0.01844450242181093,0.8191922946068647,0.05352624423685321,0.16379310344827588,0.8962423236646759,0.1624369356086699,0.14342508891775965,0.4827586206896552,4,0.1896551724137931,1,1,5.147774312149344,5.3892133419283725,3.9118861533601255,0.3235294117647059,1,0.12962962962962962,29,4.298241866815555,0.03909225317565428
old,dH,107004,297,picked,88,0.3688,2.22,0.0563,0.004190634597906836,0.0043171152696712565,1.0301817466566032,0.0023053657803017128,0.002807189265393565,0.6546477497064951,0.17045454545454544,0.028760538251729018,0.014998090066668817,0.7341836103970082,0.06428651208268586,0.13984674329501917,0.9246415541096386,0.10398507964881984,0.14983797824231743,0.3448275862068966,4,0.12643678160919541,1,1,8.392733718693695,6.366841097179766,4.402750163721591,0.19230769230769232,1,0.13253012048192772,32,4.293104111557736,0.034698960078066006
old,dH,107005,306,picked,161,0.8207,4.278,0.0518,0.005097384614992262,0.004786055294231361,0.9389237139678984,0.0029865410446002355,0.0031470607516532758,0.6097179365534707,0.13664596273291926,0.04058766931626303,0.019825008145356513,0.747928094367007,0.07210989933330048,0.21354166666666666,0.9035639108173362,0.14246365869143984,0.22930366592682094,0.275,9,0.14375,1,1,5.580505571757877,7.698979674237292,4.98298283932116,0.20175438596491227,3,0.1794871794871795,62,5.36314098011222,0.058080345158204504
old,dH,107006,319,picked,114,0.5156,3.292,0.0462,0.004522540774497709,0.004652451934954304,1.0287252601876262,0.0025138657552409805,0.0027200521142928904,0.5908917210499303,0.32456140350877194,0.02994631475021209,0.01490908544345503,0.7299324053599303,0.07630666479976009,0.1784660766961652,0.9227145549289584,0.10954061926108356,0.15424581996282533,0.2831858407079646,3,0.035398230088495575,1,1,8.66134524099002,6.441657472504053,4.557789790154206,0.3076923076923077,3,0.25688073394495414,46,4.43570493046955,0.02859561219259621
