kind,condition,arm,seed,phase,value,run_complete,n_cells
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,0,picked,0.7166666666666666,,2
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,1,home,0.6499999999999999,,2
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,1,picked,0.7166666666666667,,2
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,2,home,0.6,,2
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,2,picked,0.7,,2
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,3,home,0.6333333333333333,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,3,picked,0.6666666666666666,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,4,home,0.525,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,4,picked,0.6416666666666666,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,5,home,0.5416666666666666,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,5,picked,0.7,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,6,home,0.6416666666666666,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,6,picked,0.7,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,7,home,0.5833333333333333,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,7,picked,0.6583333333333333,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,8,home,0.6,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,8,picked,0.7083333333333334,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,9,home,0.5666666666666667,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,9,picked,0.725,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,10,home,0.5,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,10,picked,0.7333333333333333,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,11,home,0.6333333333333333,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,11,picked,0.7416666666666667,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,12,home,0.5999999999999999,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,12,picked,0.6583333333333332,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,13,home,0.6416666666666666,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,13,picked,0.6916666666666667,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,14,home,0.475,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,14,picked,0.575,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,15,home,0.6499999999999999,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,human,15,picked,0.6583333333333332,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,0,home,0.5166666666666666,,2
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,0,picked,0.6166666666666667,,2
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,1,home,0.4666666666666667,,2
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,1,picked,0.7166666666666666,,2
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,2,home,0.6166666666666667,,2
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,2,picked,0.6833333333333333,,2
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,3,home,0.5833333333333333,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,3,picked,0.7,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,4,home,0.5666666666666667,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,4,picked,0.625,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,5,home,0.5166666666666667,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,5,picked,0.625,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,6,home,0.575,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,6,picked,0.7083333333333333,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,7,home,0.4666666666666667,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,7,picked,0.6166666666666666,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,8,home,0.5583333333333333,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,8,picked,0.6916666666666667,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,9,home,0.625,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,9,picked,0.7,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,10,home,0.5333333333333333,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,10,picked,0.7,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,11,home,0.5666666666666667,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,11,picked,0.7,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,12,home,0.4666666666666666,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,12,picked,0.6916666666666667,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,13,home,0.5499999999999999,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,13,picked,0.6833333333333332,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,14,home,0.5416666666666666,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,14,picked,0.6749999999999999,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,15,home,0.5916666666666667,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,machine,15,picked,0.7,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,0,home,0.55,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,0,picked,0.6666666666666666,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,1,home,0.5,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,1,picked,0.6083333333333333,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,2,home,0.3666666666666667,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,2,picked,0.6,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,3,home,0.4083333333333333,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,3,picked,0.6583333333333332,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,4,home,0.4916666666666667,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,4,picked,0.5750000000000001,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,5,home,0.35833333333333334,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,5,picked,0.575,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,6,home,0.4083333333333333,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,6,picked,0.5666666666666665,,4
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,7,home,0.1,,2
eval_rnd30_mode_ge0.5M,r2dreamer_cluster,planner72,7,picked,0.5333333333333333,,2
