condition,arm,phase,online_step,mean,ci_lo,ci_hi,n_seeds,in_band
dreamer_cluster,planner72,placed_v2,1450000,0.5081618850469883,0.2840495364417676,0.7294353257816265,7,True
dreamer_cluster,planner72,placed_v2,1500000,0.45079682304290797,0.22349117056722476,0.6640925336747924,7,True
dreamer_cluster,planner72,placed_v2,1550000,0.5178627910817124,0.2616796860522848,0.7599705985414028,7,True
dreamer_cluster,planner72,placed_v2,1600000,0.44010570231677404,0.22955090618394003,0.62398579962631,7,True
dreamer_cluster,planner72,placed_v2,1650000,0.5470483535147086,0.41782943145102763,0.7004464114978187,7,True
dreamer_cluster,planner72,placed_v2,1700000,0.2283844523221509,0.035168249296284614,0.4530990727183992,7,True
dreamer_cluster,planner72,placed_v2,1750000,0.3745365749455117,0.10826883554156282,0.6131292549000473,7,True
dreamer_cluster,planner72,placed_v2,1800000,0.5027927329940753,0.16868008948545862,0.7677655677655677,7,True
dreamer_cluster,planner72,placed_v2,1850000,0.5257006494326669,0.2656719865600803,0.7805240087666867,7,True
dreamer_cluster,planner72,placed_v2,1900000,0.52375249500998,0.27613344739093243,0.7763080980895346,7,True
dreamer_cluster,planner72,placed_v2,1950000,0.5868681610320924,0.3048923361162151,0.8314153183499917,7,True
dreamer_cluster,r2teacher,placed_v2,50000,0.0,0.0,0.0,3,True
dreamer_cluster,r2teacher,placed_v2,100000,0.06666666666666667,0.03333333333333333,0.13333333333333333,3,True
dreamer_cluster,r2teacher,placed_v2,150000,0.13333333333333333,0.10000000000000002,0.16666666666666666,3,True
dreamer_cluster,r2teacher,placed_v2,200000,0.19609784499145358,0.06666666666666667,0.393558223746903,3,True
dreamer_cluster,r2teacher,placed_v2,250000,0.24254628435382045,0.10653685674547982,0.475625103493956,3,True
dreamer_cluster,r2teacher,placed_v2,300000,0.5442450824029771,0.349401913875598,0.7833333333333335,3,True
dreamer_cluster,r2teacher,placed_v2,350000,0.7680359427985753,0.6426954260364081,0.9244444444444445,3,True
dreamer_cluster,r2teacher,placed_v2,400000,0.6733650316983649,0.3990740740740741,0.9666666666666667,3,True
dreamer_cluster,r2teacher,placed_v2,450000,0.7754901960784314,0.6264705882352941,0.9333333333333332,3,True
dreamer_cluster,r2teacher,placed_v2,500000,0.8026309348996574,0.6078928046989721,0.9,3,True
dreamer_cluster,r2teacher,placed_v2,550000,0.9158119658119658,0.8474358974358974,0.9666666666666667,3,True
dreamer_cluster,r2teacher,placed_v2,600000,0.8956349206349207,0.8202380952380953,0.9666666666666667,3,True
dreamer_cluster,r2teacher,placed_v2,650000,0.8666666666666667,0.7666666666666667,0.9666666666666667,3,True
dreamer_cluster,r2teacher,placed_v2,700000,0.8833333333333333,0.8333333333333334,0.9333333333333333,2,False
dreamer_cluster,r2teacher,placed_v2,750000,0.9,0.8666666666666667,0.9333333333333333,2,False
dreamer_cluster,r2teacher,placed_v2,800000,0.8559268644634499,0.8412698412698413,0.8705838876570584,2,False
dreamer_cluster,r2teacher,placed_v2,850000,0.9372294372294372,0.9077922077922078,0.9666666666666667,2,False
dreamer_cluster,r2teacher,placed_v2,900000,0.8631746031746033,0.7930158730158731,0.9333333333333333,2,False
dreamer_cluster,r2teacher,placed_v2,950000,0.9166666666666667,0.9,0.9333333333333333,2,False
dreamer_cluster,r2teacher,placed_v2,1000000,0.9,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1050000,0.9333333333333333,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1100000,0.8666666666666667,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1150000,0.9333333333333333,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1200000,0.9666666666666667,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1250000,0.9666666666666667,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1300000,0.9,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1350000,0.8333333333333334,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1400000,0.8666666666666667,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1450000,0.5333333333333333,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1500000,1.0,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1550000,1.0,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1600000,0.9333333333333333,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1650000,0.9225672877846791,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1700000,0.8333333333333334,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1750000,0.9666666666666667,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1800000,0.9,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1850000,1.0,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1900000,1.0,nan,nan,1,False
dreamer_cluster,r2teacher,placed_v2,1950000,1.0,nan,nan,1,False
dreamer_cluster,human,farside,50000,0.0,0.0,0.0,12,True
dreamer_cluster,human,farside,100000,0.002777777777777778,0.0,0.008333333333333333,12,True
dreamer_cluster,human,farside,150000,0.02931418392340236,0.008333333333333333,0.05738699621465152,12,True
dreamer_cluster,human,farside,200000,0.06944444444444445,0.024999999999999998,0.11944444444444445,12,True
dreamer_cluster,human,farside,250000,0.3275209248377407,0.19989880087629822,0.4637356111805688,12,True
dreamer_cluster,human,farside,300000,0.40633469890819657,0.26845881708160485,0.5456313338536329,12,True
dreamer_cluster,human,farside,350000,0.5528707576847158,0.39439893202673554,0.7080813166662854,12,True
dreamer_cluster,human,farside,400000,0.6264318492391452,0.4696143187408496,0.7698514649463339,12,True
dreamer_cluster,human,farside,450000,0.6808661617961526,0.5698518366241355,0.7813246162346158,12,True
dreamer_cluster,human,farside,500000,0.7040978225264211,0.6027746081395643,0.7956581315474449,12,True
dreamer_cluster,human,farside,550000,0.6852688927710703,0.5290923774185324,0.8154969939402055,12,True
dreamer_cluster,human,farside,600000,0.7501856585604562,0.6372730807213929,0.8493366166681082,12,True
dreamer_cluster,human,farside,650000,0.7020283266751842,0.5777279772391963,0.803588728127006,12,True
dreamer_cluster,human,farside,700000,0.7330957372466808,0.6317417016072677,0.8287382075471699,12,True
dreamer_cluster,human,farside,750000,0.7809478485503946,0.706022682168311,0.8487750589622642,12,True
dreamer_cluster,human,farside,800000,0.7991427162425725,0.6736470725940763,0.9062780324979536,12,True
dreamer_cluster,human,farside,850000,0.8248364895587,0.7418816232649181,0.9007711675078567,12,True
dreamer_cluster,human,farside,900000,0.7606696712082369,0.6490007685840085,0.8535953026341874,12,True
dreamer_cluster,human,farside,950000,0.8356805375005827,0.7745694263894715,0.8916803564317005,12,True
dreamer_cluster,human,farside,1000000,0.7778174232592135,0.6949851408796947,0.8561109603907359,8,True
dreamer_cluster,human,farside,1050000,0.7251306858618387,0.5541401540691472,0.8318231036425522,8,True
dreamer_cluster,human,farside,1100000,0.8055561345429647,0.7327847469243661,0.882184448032791,8,True
dreamer_cluster,human,farside,1150000,0.7860608490892207,0.685262003677197,0.8842924306913822,8,True
dreamer_cluster,human,farside,1200000,0.8333333333333333,0.75,0.9083333333333334,8,True
dreamer_cluster,human,farside,1250000,0.825,0.7541666666666667,0.8999999999999999,8,True
dreamer_cluster,human,farside,1300000,0.8050458744653093,0.7100760521287487,0.8937144061943846,8,True
dreamer_cluster,human,farside,1350000,0.8037756202804747,0.7,0.8791666666666667,8,True
dreamer_cluster,human,farside,1400000,0.7785464376590331,0.7374999999999999,0.8148059796437659,8,True
dreamer_cluster,human,farside,1450000,0.804679054054054,0.7182038288288288,0.879679054054054,8,True
dreamer_cluster,human,farside,1500000,0.8182163085558299,0.7188942173931917,0.8979186564788284,8,True
dreamer_cluster,human,farside,1550000,0.8291666666666666,0.7416666666666667,0.9167708333333329,8,True
dreamer_cluster,human,farside,1600000,0.8835574913440352,0.83545,0.9288872049102928,8,True
dreamer_cluster,human,farside,1650000,0.8607281319437354,0.8319164466550948,0.8860071314593453,8,True
dreamer_cluster,human,farside,1700000,0.8898652692391784,0.8363907849829352,0.9356986025725117,8,True
dreamer_cluster,human,farside,1750000,0.8833333333333334,0.8250000000000001,0.9375,8,True
dreamer_cluster,human,farside,1800000,0.8754809902817932,0.7759570463530601,0.9625,8,True
dreamer_cluster,human,farside,1850000,0.861678267594741,0.8166666666666667,0.9033449342614076,8,True
dreamer_cluster,human,farside,1900000,0.8879528985507247,0.8342391304347826,0.9375,8,True
dreamer_cluster,human,farside,1950000,0.9333333333333333,0.9125000000000001,0.9583333333333333,8,True
dreamer_cluster,machine,farside,50000,0.0,0.0,0.0,12,True
dreamer_cluster,machine,farside,100000,0.0,0.0,0.0,12,True
dreamer_cluster,machine,farside,150000,0.028556485355648534,0.002336122733612273,0.06666666666666667,12,True
dreamer_cluster,machine,farside,200000,0.05153174603174603,0.01944444444444444,0.08764285714285713,12,True
dreamer_cluster,machine,farside,250000,0.2087277556082812,0.12137757167568364,0.29245551121656244,12,True
dreamer_cluster,machine,farside,300000,0.354163482893318,0.2162342923280423,0.4990135755281922,12,True
dreamer_cluster,machine,farside,350000,0.653085082044497,0.5152517000222604,0.7840444127308163,12,True
dreamer_cluster,machine,farside,400000,0.5957162606782048,0.45117540626524927,0.7275995046286972,12,True
dreamer_cluster,machine,farside,450000,0.8012688824497919,0.7013507483981823,0.8873309466581819,12,True
dreamer_cluster,machine,farside,500000,0.8239307869742653,0.7575095015584146,0.8869075597336465,12,True
dreamer_cluster,machine,farside,550000,0.7906838721043269,0.6740640804376599,0.8850802396256942,12,True
dreamer_cluster,machine,farside,600000,0.863498721116747,0.7934280303030301,0.9138888888888891,12,True
dreamer_cluster,machine,farside,650000,0.8226168855192163,0.7577163443461871,0.8811442640534349,12,True
dreamer_cluster,machine,farside,700000,0.8371568235294461,0.7817683986777992,0.8860048830757208,12,True
dreamer_cluster,machine,farside,750000,0.8460109150736416,0.7904430931368918,0.8948241406874501,12,True
dreamer_cluster,machine,farside,800000,0.8296593464163905,0.7545659892105555,0.8943653415237213,12,True
dreamer_cluster,machine,farside,850000,0.8694444444444445,0.8305555555555557,0.9083333333333333,12,True
dreamer_cluster,machine,farside,900000,0.8578117324521987,0.7947431206159571,0.905404392764858,12,True
dreamer_cluster,machine,farside,950000,0.8576230807357842,0.7966456208780439,0.9002582846003899,12,True
dreamer_cluster,machine,farside,1000000,0.8608724113306356,0.7634114893279378,0.9333333333333333,8,True
dreamer_cluster,machine,farside,1050000,0.8430896088733217,0.8125,0.8833333333333333,8,True
dreamer_cluster,machine,farside,1100000,0.7536781891288189,0.6116422196958369,0.8769781386207375,8,True
dreamer_cluster,machine,farside,1150000,0.7867504404594965,0.6853184656186226,0.8934734033720527,8,True
dreamer_cluster,machine,farside,1200000,0.7458333333333333,0.6458333333333333,0.8500000000000001,8,True
dreamer_cluster,machine,farside,1250000,0.7869421252043667,0.6860275440434351,0.8761904761904762,8,True
dreamer_cluster,machine,farside,1300000,0.7548819734894587,0.6646069533140875,0.850082306830082,8,True
dreamer_cluster,machine,farside,1350000,0.8427321901677951,0.7180152708272005,0.9518407172995781,8,True
dreamer_cluster,machine,farside,1400000,0.8279133931911711,0.7570800598578377,0.8915450804339693,8,True
dreamer_cluster,machine,farside,1450000,0.8525735294117647,0.7993872549019607,0.9041666666666668,8,True
dreamer_cluster,machine,farside,1500000,0.849296265328874,0.7520554626532887,0.9333333333333333,8,True
dreamer_cluster,machine,farside,1550000,0.780528398510242,0.6638617318435754,0.8805283985102421,8,True
dreamer_cluster,machine,farside,1600000,0.8269317474479274,0.7314027619115617,0.9157757724562822,8,True
dreamer_cluster,machine,farside,1650000,0.8172588734567902,0.6851099537037038,0.9,8,True
dreamer_cluster,machine,farside,1700000,0.8429320469798658,0.7958333333333334,0.8916666666666666,8,True
dreamer_cluster,machine,farside,1750000,0.8598254129048586,0.7644859286370564,0.928328488372093,8,True
dreamer_cluster,machine,farside,1800000,0.851613983633862,0.7564559345354479,0.925,8,True
dreamer_cluster,machine,farside,1850000,0.8065942189082206,0.6731454018227009,0.9083333333333333,8,True
dreamer_cluster,machine,farside,1900000,0.7958333333333334,0.5832291666666666,0.925,8,True
dreamer_cluster,machine,farside,1950000,0.7966996699669967,0.7466996699669968,0.8416666666666667,8,True
dreamer_cluster,planner72,farside,50000,0.0,0.0,0.0,8,True
dreamer_cluster,planner72,farside,100000,0.0,0.0,0.0,8,True
dreamer_cluster,planner72,farside,150000,0.0,0.0,0.0,8,True
dreamer_cluster,planner72,farside,200000,0.004166666666666667,0.0,0.0125,8,True
dreamer_cluster,planner72,farside,250000,0.0,0.0,0.0,8,True
dreamer_cluster,planner72,farside,300000,0.0,0.0,0.0,8,True
dreamer_cluster,planner72,farside,350000,0.0,0.0,0.0,8,True
dreamer_cluster,planner72,farside,400000,0.02375824861779918,0.0,0.07127474585339753,8,True
dreamer_cluster,planner72,farside,450000,0.024999999999999998,0.004166666666666667,0.058333333333333334,8,True
dreamer_cluster,planner72,farside,500000,0.008333333333333333,0.0,0.016666666666666666,8,True
dreamer_cluster,planner72,farside,550000,0.004166666666666667,0.0,0.0125,8,True
dreamer_cluster,planner72,farside,600000,0.011024196912807677,0.0,0.0247392574050897,8,True
dreamer_cluster,planner72,farside,650000,0.0,0.0,0.0,8,True
dreamer_cluster,planner72,farside,700000,0.04166666666666667,0.0,0.1,8,True
dreamer_cluster,planner72,farside,750000,0.0262177757793765,0.004166666666666667,0.06198666067146283,8,True
dreamer_cluster,planner72,farside,800000,0.029166666666666664,0.004166666666666667,0.07083333333333333,8,True
dreamer_cluster,planner72,farside,850000,0.0414060649135276,0.0,0.09973939824686093,8,True
dreamer_cluster,planner72,farside,900000,0.07619047619047618,0.0,0.18095238095238095,7,True
dreamer_cluster,planner72,farside,950000,0.14761904761904762,0.04285714285714286,0.2952380952380952,7,True
dreamer_cluster,planner72,farside,1000000,0.1397923085701244,0.06190476190476191,0.22385195057139576,7,True
dreamer_cluster,planner72,farside,1050000,0.13117870953981292,0.027082229678026957,0.2884799157758341,7,True
dreamer_cluster,planner72,farside,1100000,0.05605006373768492,0.013439135978242308,0.11319292088054207,7,True
dreamer_cluster,planner72,farside,1150000,0.14285714285714285,0.03809523809523809,0.2952380952380952,7,True
dreamer_cluster,planner72,farside,1200000,0.05362981013300843,0.01553457203777033,0.09523809523809523,7,True
dreamer_cluster,planner72,farside,1250000,0.16810658527996244,0.06190476190476191,0.2871542043275815,7,True
dreamer_cluster,planner72,farside,1300000,0.25671852406336365,0.11148262608085734,0.47346475761074597,7,True
dreamer_cluster,planner72,farside,1350000,0.29988691240295867,0.20952380952380953,0.3996607372088758,7,True
dreamer_cluster,planner72,farside,1400000,0.2857142857142857,0.1475,0.43345238095238037,7,True
dreamer_cluster,planner72,farside,1450000,0.28306908001698805,0.12380952380952381,0.4492568116646924,7,True
dreamer_cluster,planner72,farside,1500000,0.3351413652362874,0.15025456723569933,0.5235236430030136,7,True
dreamer_cluster,planner72,farside,1550000,0.39424872242551795,0.15226190476190476,0.6609153890921846,7,True
dreamer_cluster,planner72,farside,1600000,0.29147182253535325,0.15928662067405056,0.4239902065217296,7,True
dreamer_cluster,planner72,farside,1650000,0.3778627089889389,0.22359861845972956,0.5428571428571428,7,True
dreamer_cluster,planner72,farside,1700000,0.18133115288789908,0.035168249296284614,0.36597451587575386,7,True
dreamer_cluster,planner72,farside,1750000,0.28055345368966317,0.12256792479882439,0.4372973835698026,7,True
dreamer_cluster,planner72,farside,1800000,0.4932689234702657,0.15406790077931018,0.7646974948988372,7,True
dreamer_cluster,planner72,farside,1850000,0.44774061364382106,0.20709642916170987,0.6914133945842263,7,True
dreamer_cluster,planner72,farside,1900000,0.5189905902480753,0.25226689478186487,0.7666666666666666,7,True
dreamer_cluster,planner72,farside,1950000,0.5733120770534732,0.28085648020321385,0.8332960706509119,7,True
dreamer_cluster,r2teacher,farside,50000,0.0,0.0,0.0,3,True
dreamer_cluster,r2teacher,farside,100000,0.044444444444444446,0.0,0.10000000000000002,3,True
dreamer_cluster,r2teacher,farside,150000,0.12222222222222223,0.10000000000000002,0.16666666666666666,3,True
dreamer_cluster,r2teacher,farside,200000,0.19609784499145358,0.06666666666666667,0.393558223746903,3,True
dreamer_cluster,r2teacher,farside,250000,0.23143517324270935,0.0732035234121465,0.475625103493956,3,True
dreamer_cluster,r2teacher,farside,300000,0.5442450824029771,0.349401913875598,0.7833333333333335,3,True
dreamer_cluster,r2teacher,farside,350000,0.7680359427985753,0.6426954260364081,0.9244444444444445,3,True
dreamer_cluster,r2teacher,farside,400000,0.6622539205872539,0.3657407407407407,0.9666666666666667,3,True
dreamer_cluster,r2teacher,farside,450000,0.7643790849673202,0.6264705882352941,0.9333333333333332,3,True
dreamer_cluster,r2teacher,farside,500000,0.8026309348996574,0.6078928046989721,0.9,3,True
dreamer_cluster,r2teacher,farside,550000,0.9158119658119658,0.8474358974358974,0.9666666666666667,3,True
dreamer_cluster,r2teacher,farside,600000,0.8956349206349207,0.8202380952380953,0.9666666666666667,3,True
dreamer_cluster,r2teacher,farside,650000,0.8555555555555556,0.7333333333333333,0.9666666666666667,3,True
dreamer_cluster,r2teacher,farside,700000,0.8833333333333333,0.8333333333333334,0.9333333333333333,2,False
dreamer_cluster,r2teacher,farside,750000,0.9,0.8666666666666667,0.9333333333333333,2,False
dreamer_cluster,r2teacher,farside,800000,0.8559268644634499,0.8412698412698413,0.8705838876570584,2,False
dreamer_cluster,r2teacher,farside,850000,0.9372294372294372,0.9077922077922078,0.9666666666666667,2,False
dreamer_cluster,r2teacher,farside,900000,0.8631746031746033,0.7930158730158731,0.9333333333333333,2,False
dreamer_cluster,r2teacher,farside,950000,0.9,0.8666666666666667,0.9333333333333333,2,False
dreamer_cluster,r2teacher,farside,1000000,0.9,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1050000,0.9,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1100000,0.8666666666666667,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1150000,0.9333333333333333,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1200000,0.9666666666666667,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1250000,0.9666666666666667,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1300000,0.9,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1350000,0.8,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1400000,0.8666666666666667,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1450000,0.5333333333333333,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1500000,1.0,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1550000,0.9666666666666667,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1600000,0.9333333333333333,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1650000,0.9225672877846791,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1700000,0.8333333333333334,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1750000,0.9666666666666667,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1800000,0.9,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1850000,1.0,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1900000,1.0,nan,nan,1,False
dreamer_cluster,r2teacher,farside,1950000,1.0,nan,nan,1,False
dreamer_cluster,human,slide_event,50000,0.0,0.0,0.0,12,True
dreamer_cluster,human,slide_event,100000,0.0,0.0,0.0,12,True
dreamer_cluster,human,slide_event,150000,0.015425295034513472,0.0,0.0364061456245825,12,True
dreamer_cluster,human,slide_event,200000,0.006595060190950602,0.0,0.019785180572851807,12,True
dreamer_cluster,human,slide_event,250000,0.14296574265505702,0.06239470893476954,0.2333333333333333,12,True
dreamer_cluster,human,slide_event,300000,0.21718743634539442,0.11296251187590255,0.32438986225837657,12,True
dreamer_cluster,human,slide_event,350000,0.26160076154840023,0.16110404896421843,0.36539371362118517,12,True
dreamer_cluster,human,slide_event,400000,0.43548623848942447,0.2510781610282505,0.6272337547504341,12,True
dreamer_cluster,human,slide_event,450000,0.3901678250451843,0.2678548223130231,0.5250333546277923,12,True
dreamer_cluster,human,slide_event,500000,0.42206501385359907,0.2857834934023639,0.5716747052518757,12,True
dreamer_cluster,human,slide_event,550000,0.4223551491489792,0.2973534906892272,0.5643883298388891,12,True
dreamer_cluster,human,slide_event,600000,0.4702996974318134,0.34005365178262376,0.5990287724530985,12,True
dreamer_cluster,human,slide_event,650000,0.4738945419916001,0.35272824842203643,0.5956882030112137,12,True
dreamer_cluster,human,slide_event,700000,0.5559505851251578,0.4385341240894173,0.6623012347022743,12,True
dreamer_cluster,human,slide_event,750000,0.4487417380457921,0.3300494125539272,0.5823579323303882,12,True
dreamer_cluster,human,slide_event,800000,0.4967185441370223,0.3638825757575758,0.6250126948836188,12,True
dreamer_cluster,human,slide_event,850000,0.6139114854364159,0.5093503333141524,0.7093327015998362,12,True
dreamer_cluster,human,slide_event,900000,0.5233066527172688,0.3766885472315488,0.6830429994148132,12,True
dreamer_cluster,human,slide_event,950000,0.6795680982266236,0.5789005328182976,0.7799877818610356,12,True
dreamer_cluster,human,slide_event,1000000,0.5123723483191287,0.3300550420339306,0.662054908310229,8,True
dreamer_cluster,human,slide_event,1050000,0.47718316307727143,0.31019499663662986,0.648111704113096,8,True
dreamer_cluster,human,slide_event,1100000,0.5490470332334902,0.40284552845528454,0.7032136999001569,8,True
dreamer_cluster,human,slide_event,1150000,0.6069568106696253,0.4947603697154613,0.7399622931257656,8,True
dreamer_cluster,human,slide_event,1200000,0.5537148041523577,0.4106240473742886,0.691593520682747,8,True
dreamer_cluster,human,slide_event,1250000,0.5001979546951341,0.33271980780942534,0.6795225126369969,8,True
dreamer_cluster,human,slide_event,1300000,0.54403734467832,0.4270524931534403,0.6605114321452604,8,True
dreamer_cluster,human,slide_event,1350000,0.5011991761055792,0.3156804449835423,0.6836856681617864,8,True
dreamer_cluster,human,slide_event,1400000,0.5625096386675172,0.49421417712428073,0.6243335162875421,8,True
dreamer_cluster,human,slide_event,1450000,0.5462369808543039,0.4165579268002499,0.6545703141876372,8,True
dreamer_cluster,human,slide_event,1500000,0.5351151257607787,0.39826691779717305,0.6740470531249612,8,True
dreamer_cluster,human,slide_event,1550000,0.4848903659327698,0.30804640673473693,0.658797242990398,8,True
dreamer_cluster,human,slide_event,1600000,0.5586434438396264,0.3637150698909534,0.750982241093785,8,True
dreamer_cluster,human,slide_event,1650000,0.5077463719715197,0.38530784736276175,0.6312035223680393,8,True
dreamer_cluster,human,slide_event,1700000,0.5558926048646041,0.39794268951983686,0.7281534281207268,8,True
dreamer_cluster,human,slide_event,1750000,0.4973021200509073,0.29598856996713424,0.7034788792986305,8,True
dreamer_cluster,human,slide_event,1800000,0.6218105496008368,0.43598860151525676,0.7638811803469591,8,True
dreamer_cluster,human,slide_event,1850000,0.5820310887860637,0.3975630306099947,0.7291896661085404,8,True
dreamer_cluster,human,slide_event,1900000,0.5634399802957479,0.4125,0.7426521526204812,8,True
dreamer_cluster,human,slide_event,1950000,0.6074622774139798,0.43312662571095284,0.7791683720910748,8,True
dreamer_cluster,machine,slide_event,50000,0.0,0.0,0.0,12,True
dreamer_cluster,machine,slide_event,100000,0.0,0.0,0.0,12,True
dreamer_cluster,machine,slide_event,150000,0.005555555555555556,0.0,0.013888888888888888,12,True
dreamer_cluster,machine,slide_event,200000,0.011111111111111112,0.0,0.03333333333333333,12,True
dreamer_cluster,machine,slide_event,250000,0.10402123327515998,0.05833333333333334,0.14722222222222223,12,True
dreamer_cluster,machine,slide_event,300000,0.24563334731832318,0.13996934993028742,0.3593591058494221,12,True
dreamer_cluster,machine,slide_event,350000,0.5265643602207187,0.39706005026478053,0.6509791437642342,12,True
dreamer_cluster,machine,slide_event,400000,0.5130515372181372,0.37076948788112557,0.6693844157137935,12,True
dreamer_cluster,machine,slide_event,450000,0.6554311050902756,0.5581832618034742,0.7562599233959485,12,True
dreamer_cluster,machine,slide_event,500000,0.6763603489405751,0.584881203365579,0.7540831890708977,12,True
dreamer_cluster,machine,slide_event,550000,0.6305555555555556,0.5055555555555556,0.7444444444444446,12,True
dreamer_cluster,machine,slide_event,600000,0.7068852970531015,0.6111703194961406,0.7867310443490702,12,True
dreamer_cluster,machine,slide_event,650000,0.6278322090691896,0.5525375113855053,0.7025269261668341,12,True
dreamer_cluster,machine,slide_event,700000,0.7368107397407392,0.6765290088695504,0.7978107574538346,12,True
dreamer_cluster,machine,slide_event,750000,0.7218322176663245,0.6433660682591198,0.801628867961002,12,True
dreamer_cluster,machine,slide_event,800000,0.6938787768840079,0.6100003501829426,0.7863576169349658,12,True
dreamer_cluster,machine,slide_event,850000,0.6965418428802899,0.6136598496399731,0.7722056452028399,12,True
dreamer_cluster,machine,slide_event,900000,0.7123768958023474,0.6082076171432157,0.8092711739835458,12,True
dreamer_cluster,machine,slide_event,950000,0.6007183174464756,0.5074737814273875,0.6931664458197356,12,True
dreamer_cluster,machine,slide_event,1000000,0.5732463225126184,0.43006320168274215,0.7104861111111112,8,True
dreamer_cluster,machine,slide_event,1050000,0.5866452238466737,0.5043244590567593,0.6686739142533357,8,True
dreamer_cluster,machine,slide_event,1100000,0.39990880038811594,0.2498737621021929,0.5388720060948533,8,True
dreamer_cluster,machine,slide_event,1150000,0.47792598252616614,0.3410010806937053,0.6324566484514851,8,True
dreamer_cluster,machine,slide_event,1200000,0.4571480693219824,0.30299533799533795,0.6238300838654098,8,True
dreamer_cluster,machine,slide_event,1250000,0.4532967582935834,0.30189655930377174,0.6295292602996251,8,True
dreamer_cluster,machine,slide_event,1300000,0.43780090430659313,0.31187772639659184,0.5749548418846323,8,True
dreamer_cluster,machine,slide_event,1350000,0.49435266711573006,0.3416296500112266,0.6673968136547344,8,True
dreamer_cluster,machine,slide_event,1400000,0.4983518232513093,0.34314309376357893,0.6581854541671326,8,True
dreamer_cluster,machine,slide_event,1450000,0.4857195785491758,0.3561366925499726,0.6120370723641233,8,True
dreamer_cluster,machine,slide_event,1500000,0.472468378530665,0.3410309650924627,0.6125862447508681,8,True
dreamer_cluster,machine,slide_event,1550000,0.5019247989397854,0.3426917730559495,0.6702637730055966,8,True
dreamer_cluster,machine,slide_event,1600000,0.48089512198113493,0.3355713269979766,0.6124119532015723,8,True
dreamer_cluster,machine,slide_event,1650000,0.650540803900876,0.5044175507384255,0.7875202244258872,8,True
dreamer_cluster,machine,slide_event,1700000,0.6291237880742093,0.5335671336762243,0.7195486220738777,8,True
dreamer_cluster,machine,slide_event,1750000,0.5825809302341879,0.423748835818061,0.7078835328111986,8,True
dreamer_cluster,machine,slide_event,1800000,0.5475728596380076,0.4562088427271085,0.6411722205548969,8,True
dreamer_cluster,machine,slide_event,1850000,0.5101700634317069,0.35280080290554927,0.6464891234804861,8,True
dreamer_cluster,machine,slide_event,1900000,0.4583648197856742,0.2799086955309162,0.6336594015104585,8,True
dreamer_cluster,machine,slide_event,1950000,0.5599730794730668,0.42733275638808066,0.6923647591169958,8,True
dreamer_cluster,planner72,slide_event,50000,0.0,0.0,0.0,8,True
dreamer_cluster,planner72,slide_event,100000,0.0,0.0,0.0,8,True
dreamer_cluster,planner72,slide_event,150000,0.0,0.0,0.0,8,True
dreamer_cluster,planner72,slide_event,200000,0.0,0.0,0.0,8,True
dreamer_cluster,planner72,slide_event,250000,0.0,0.0,0.0,8,True
dreamer_cluster,planner72,slide_event,300000,0.0,0.0,0.0,8,True
dreamer_cluster,planner72,slide_event,350000,0.0,0.0,0.0,8,True
dreamer_cluster,planner72,slide_event,400000,0.004166666666666667,0.0,0.0125,8,True
dreamer_cluster,planner72,slide_event,450000,0.004166666666666667,0.0,0.0125,8,True
dreamer_cluster,planner72,slide_event,500000,0.0,0.0,0.0,8,True
