learner,dataset,seed,in_design,run,training_record,home,picked,cells,excluded_reason
{RLPD},machine,1,True,e2e_rlpd_px_dDPfirst_s1,True,0.5333333333333333,0.6666666666666666,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dDPfirst_s1/fresh_eval_rnd30_mode/metrics.json,
{RLPD},machine,2,True,e2e_rlpd_px_dDPfirst_s2,True,0.0,0.43333333333333335,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dDPfirst_s2/fresh_eval_rnd30_mode/metrics.json,
{RLPD},machine,3,True,e2e_rlpd_px_dDPfirst_s3,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dDPfirst_s3/fresh_eval_rnd30_mode/metrics.json,
{RLPD},machine,4,True,e2e_rlpd_px_dDPfirst_s4,True,0.0,0.5333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dDPfirst_s4/fresh_eval_rnd30_mode/metrics.json,
{RLPD},machine,5,True,e2e_rlpd_px_dDPfirst_s5,True,0.0,0.06666666666666667,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dDPfirst_s5/fresh_eval_rnd30_mode/metrics.json,
{RLPD},machine,6,True,e2e_rlpd_px_dDPfirst_s6,True,0.36666666666666664,0.6,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dDPfirst_s6/fresh_eval_rnd30_mode/metrics.json,
{RLPD},machine,7,True,e2e_rlpd_px_dDPfirst_s7,True,0.1,0.6666666666666666,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dDPfirst_s7/fresh_eval_rnd30_mode/metrics.json,
{RLPD},planner72,0,True,e2e_rlpd_px_dPlanner72_s0,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/rlpd/e2e_rlpd_px_dPlanner72_s0/fresh_eval_rnd30_mode/metrics.json,
{RLPD},planner72,1,True,e2e_rlpd_px_dPlanner72_s1,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/rlpd/e2e_rlpd_px_dPlanner72_s1/fresh_eval_rnd30_mode/metrics.json,
{RLPD},planner72,2,True,e2e_rlpd_px_dPlanner72_s2,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/rlpd/e2e_rlpd_px_dPlanner72_s2/fresh_eval_rnd30_mode/metrics.json,
{RLPD},planner72,3,True,e2e_rlpd_px_dPlanner72_s3,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/rlpd/e2e_rlpd_px_dPlanner72_s3/fresh_eval_rnd30_mode/metrics.json,
{RLPD},planner72,4,True,e2e_rlpd_px_dPlanner72_s4,True,0.0,0.03333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/rlpd/e2e_rlpd_px_dPlanner72_s4/fresh_eval_rnd30_mode/metrics.json,
{RLPD},planner72,5,True,e2e_rlpd_px_dPlanner72_s5,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/rlpd/e2e_rlpd_px_dPlanner72_s5/fresh_eval_rnd30_mode/metrics.json,
{RLPD},planner72,6,True,e2e_rlpd_px_dPlanner72_s6,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/rlpd/e2e_rlpd_px_dPlanner72_s6/fresh_eval_rnd30_mode/metrics.json,
{RLPD},planner72,7,True,e2e_rlpd_px_dPlanner72_s7,True,0.0,0.03333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/rlpd/e2e_rlpd_px_dPlanner72_s7/fresh_eval_rnd30_mode/metrics.json,
{RLPD},r2teacher,0,True,e2e_rlpd_px_dR2fromH_px_s0,True,,,,no rnd30_mode cell
{RLPD},r2teacher,1,True,e2e_rlpd_px_dR2fromH_px_s1,True,,,,no rnd30_mode cell
{RLPD},r2teacher,2,True,e2e_rlpd_px_dR2fromH_px_s2,True,,,,no rnd30_mode cell
{RLPD},r2teacher,3,True,e2e_rlpd_px_dR2fromH_px_s3,True,,,,no rnd30_mode cell
{RLPD},r2teacher,4,True,,False,,,,no run in mirror (queued / not started / dead)
{RLPD},r2teacher,5,True,e2e_rlpd_px_dR2fromH_px_s5,True,0.03333333333333333,0.1,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/R2T/runs/rlpd/e2e_rlpd_px_dR2fromH_px_s5/fresh_eval_rnd30_mode/metrics.json,
{RLPD},r2teacher,6,True,,False,,,,no run in mirror (queued / not started / dead)
{RLPD},r2teacher,7,True,,False,,,,no run in mirror (queued / not started / dead)
{Diffusion Policy},human,0,True,ah_dp_px_dH_s0,True,0.0,0.36666666666666664,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_ah/dp_px/ah_dp_px_dH_s0/fresh_eval_rnd30_sample/metrics.json,
{Diffusion Policy},human,1,True,ah_dp_px_dH_s1,True,0.0,0.36666666666666664,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_ah/dp_px/ah_dp_px_dH_s1/fresh_eval_rnd30_sample/metrics.json,
{Diffusion Policy},human,2,True,ah_dp_px_dH_s2,True,0.06666666666666667,0.26666666666666666,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_ah/dp_px/ah_dp_px_dH_s2/fresh_eval_rnd30_sample/metrics.json,
{Diffusion Policy},human,3,True,ah_dp_px_dH_s3,True,0.03333333333333333,0.36666666666666664,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_ah/dp_px/ah_dp_px_dH_s3/fresh_eval_rnd30_sample/metrics.json,
{Diffusion Policy},human,4,True,,False,,,,no run in mirror (queued / not started / dead)
{Diffusion Policy},human,5,True,,False,,,,no run in mirror (queued / not started / dead)
{Diffusion Policy},human,6,True,,False,,,,no run in mirror (queued / not started / dead)
{Diffusion Policy},human,7,True,,False,,,,no run in mirror (queued / not started / dead)
{Diffusion Policy},machine,0,True,ah_dp_px_dM_s0,True,0.0,0.2,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_ah/dp_px/ah_dp_px_dM_s0/fresh_eval_rnd30_sample/metrics.json,
{Diffusion Policy},machine,1,True,ah_dp_px_dM_s1,True,0.06666666666666667,0.3333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_ah/dp_px/ah_dp_px_dM_s1/fresh_eval_rnd30_sample/metrics.json,
{Diffusion Policy},machine,2,True,ah_dp_px_dM_s2,True,0.0,0.3333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_ah/dp_px/ah_dp_px_dM_s2/fresh_eval_rnd30_sample/metrics.json,
{Diffusion Policy},machine,3,True,ah_dp_px_dM_s3,True,0.0,0.36666666666666664,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_ah/dp_px/ah_dp_px_dM_s3/fresh_eval_rnd30_sample/metrics.json,
{Diffusion Policy},machine,4,True,,False,,,,no run in mirror (queued / not started / dead)
{Diffusion Policy},machine,5,True,,False,,,,no run in mirror (queued / not started / dead)
{Diffusion Policy},machine,6,True,,False,,,,no run in mirror (queued / not started / dead)
{Diffusion Policy},machine,7,True,,False,,,,no run in mirror (queued / not started / dead)
{Diffusion Policy},planner72,0,True,planner72_dp_px_dPlanner72_s0,True,,,,no rnd30_sample cell
{Diffusion Policy},planner72,1,True,planner72_dp_px_dPlanner72_s1,True,,,,no rnd30_sample cell
{Diffusion Policy},planner72,2,True,,False,,,,no run in mirror (queued / not started / dead)
{Diffusion Policy},planner72,3,True,,False,,,,no run in mirror (queued / not started / dead)
{Diffusion Policy},planner72,4,True,,False,,,,no run in mirror (queued / not started / dead)
{Diffusion Policy},planner72,5,True,planner72_dp_px_dPlanner72_s5,True,0.5666666666666667,0.6333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/dp/planner72_dp_px_dPlanner72_s5/fresh_eval_rnd30_sample/metrics.json,
{Diffusion Policy},planner72,6,True,planner72_dp_px_dPlanner72_s6,True,0.5666666666666667,0.6333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/dp/planner72_dp_px_dPlanner72_s6/fresh_eval_rnd30_sample/metrics.json,
{Diffusion Policy},planner72,7,True,planner72_dp_px_dPlanner72_s7,True,0.5666666666666667,0.6333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/dp/planner72_dp_px_dPlanner72_s7/fresh_eval_rnd30_sample/metrics.json,
{Diffusion Policy},r2teacher,0,True,r2teacher_dp_px_dR2fromH_px_s0,True,0.6,0.6666666666666666,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/R2T/runs/dp/r2teacher_dp_px_dR2fromH_px_s0/fresh_eval_rnd30_sample/metrics.json,
{Diffusion Policy},r2teacher,1,True,r2teacher_dp_px_dR2fromH_px_s1,True,0.6,0.6333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/R2T/runs/dp/r2teacher_dp_px_dR2fromH_px_s1/fresh_eval_rnd30_sample/metrics.json,
{Diffusion Policy},r2teacher,2,True,r2teacher_dp_px_dR2fromH_px_s2,True,,,,no rnd30_sample cell
{Diffusion Policy},r2teacher,3,True,r2teacher_dp_px_dR2fromH_px_s3,True,,,,no rnd30_sample cell
{Diffusion Policy},r2teacher,4,True,r2teacher_dp_px_dR2fromH_px_s4,True,,,,no rnd30_sample cell
{Diffusion Policy},r2teacher,5,True,r2teacher_dp_px_dR2fromH_px_s5,True,,,,no rnd30_sample cell
{Diffusion Policy},r2teacher,6,True,r2teacher_dp_px_dR2fromH_px_s6,True,,,,no rnd30_sample cell
{Diffusion Policy},r2teacher,7,True,r2teacher_dp_px_dR2fromH_px_s7,True,,,,no rnd30_sample cell
