condition,arm,seed,run,threshold,phase,reference,rise_step_reference,budget,achieved,complete,note,rise_step_phase,lag_steps,status
dreamer_cluster,planner72,2,full_r2d_state_native_rns10h_img_dreamer_s2,0.5,home,picked,401533,2000000,1600654,False,incomplete (still running or interrupted),1550669,1149136,crossed
dreamer_cluster,planner72,2,full_r2d_state_native_rns10h_img_dreamer_s2,0.5,tipped,picked,401533,2000000,1600654,False,incomplete (still running or interrupted),450705,49172,crossed
dreamer_cluster,planner72,3,full_r2d_state_native_rns10h_img_dreamer_s3,0.5,placed_v2,picked,866287,2000000,1514043,False,incomplete (still running or interrupted),1350037,483750,crossed
dreamer_cluster,planner72,3,full_r2d_state_native_rns10h_img_dreamer_s3,0.5,farside,picked,866287,2000000,1514043,False,incomplete (still running or interrupted),1370180,503893,crossed
dreamer_cluster,planner72,3,full_r2d_state_native_rns10h_img_dreamer_s3,0.5,slide_event,picked,866287,2000000,1514043,False,incomplete (still running or interrupted),not_yet,,pending
dreamer_cluster,planner72,3,full_r2d_state_native_rns10h_img_dreamer_s3,0.5,home,picked,866287,2000000,1514043,False,incomplete (still running or interrupted),not_yet,,pending
dreamer_cluster,planner72,3,full_r2d_state_native_rns10h_img_dreamer_s3,0.5,tipped,picked,866287,2000000,1514043,False,incomplete (still running or interrupted),872068,5781,crossed
dreamer_cluster,planner72,4,full_r2d_state_native_rns10h_img_dreamer_s4,0.5,placed_v2,picked,909948,2000000,1609232,False,incomplete (still running or interrupted),1355404,445456,crossed
dreamer_cluster,planner72,4,full_r2d_state_native_rns10h_img_dreamer_s4,0.5,farside,picked,909948,2000000,1609232,False,incomplete (still running or interrupted),1409274,499326,crossed
dreamer_cluster,planner72,4,full_r2d_state_native_rns10h_img_dreamer_s4,0.5,slide_event,picked,909948,2000000,1609232,False,incomplete (still running or interrupted),not_yet,,pending
dreamer_cluster,planner72,4,full_r2d_state_native_rns10h_img_dreamer_s4,0.5,home,picked,909948,2000000,1609232,False,incomplete (still running or interrupted),not_yet,,pending
dreamer_cluster,planner72,4,full_r2d_state_native_rns10h_img_dreamer_s4,0.5,tipped,picked,909948,2000000,1609232,False,incomplete (still running or interrupted),918628,8680,crossed
dreamer_cluster,planner72,5,full_r2d_state_native_rns10h_img_dreamer_s5,0.5,placed_v2,picked,907269,2000000,1503771,False,incomplete (still running or interrupted),1399458,492189,crossed
dreamer_cluster,planner72,5,full_r2d_state_native_rns10h_img_dreamer_s5,0.5,farside,picked,907269,2000000,1503771,False,incomplete (still running or interrupted),not_yet,,pending
dreamer_cluster,planner72,5,full_r2d_state_native_rns10h_img_dreamer_s5,0.5,slide_event,picked,907269,2000000,1503771,False,incomplete (still running or interrupted),not_yet,,pending
dreamer_cluster,planner72,5,full_r2d_state_native_rns10h_img_dreamer_s5,0.5,home,picked,907269,2000000,1503771,False,incomplete (still running or interrupted),not_yet,,pending
dreamer_cluster,planner72,5,full_r2d_state_native_rns10h_img_dreamer_s5,0.5,tipped,picked,907269,2000000,1503771,False,incomplete (still running or interrupted),334427,-572842,crossed
dreamer_cluster,planner72,6,full_r2d_state_native_rns10h_img_dreamer_s6,0.5,placed_v2,picked,392487,2000000,772404,False,incomplete (still running or interrupted),not_yet,,pending
dreamer_cluster,planner72,6,full_r2d_state_native_rns10h_img_dreamer_s6,0.5,farside,picked,392487,2000000,772404,False,incomplete (still running or interrupted),not_yet,,pending
dreamer_cluster,planner72,6,full_r2d_state_native_rns10h_img_dreamer_s6,0.5,slide_event,picked,392487,2000000,772404,False,incomplete (still running or interrupted),not_yet,,pending
dreamer_cluster,planner72,6,full_r2d_state_native_rns10h_img_dreamer_s6,0.5,home,picked,392487,2000000,772404,False,incomplete (still running or interrupted),not_yet,,pending
dreamer_cluster,planner72,6,full_r2d_state_native_rns10h_img_dreamer_s6,0.5,tipped,picked,392487,2000000,772404,False,incomplete (still running or interrupted),not_yet,,pending
dreamer_cluster,r2teacher,6,full_r2d_state_native_rns10h_img_dreamer_s6,0.5,placed_v2,picked,257868,2000000,1999411,True,,270316,12448,crossed
dreamer_cluster,r2teacher,6,full_r2d_state_native_rns10h_img_dreamer_s6,0.5,farside,picked,257868,2000000,1999411,True,,270316,12448,crossed
dreamer_cluster,r2teacher,6,full_r2d_state_native_rns10h_img_dreamer_s6,0.5,slide_event,picked,257868,2000000,1999411,True,,303683,45815,crossed
dreamer_cluster,r2teacher,6,full_r2d_state_native_rns10h_img_dreamer_s6,0.5,home,picked,257868,2000000,1999411,True,,308378,50510,crossed
dreamer_cluster,r2teacher,6,full_r2d_state_native_rns10h_img_dreamer_s6,0.5,tipped,picked,257868,2000000,1999411,True,,49576,-208292,crossed
r2dreamer_cluster,human,0,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s0,0.5,placed_v2,picked,90041,1000000,992706,True,,276755,186714,crossed
r2dreamer_cluster,human,0,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s0,0.5,farside,picked,90041,1000000,992706,True,,276755,186714,crossed
r2dreamer_cluster,human,0,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s0,0.5,slide_event,picked,90041,1000000,992706,True,,281928,191887,crossed
r2dreamer_cluster,human,0,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s0,0.5,home,picked,90041,1000000,992706,True,,285723,195682,crossed
r2dreamer_cluster,human,0,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s0,0.5,tipped,picked,90041,1000000,992706,True,,88519,-1522,crossed
r2dreamer_cluster,human,1,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s1,0.5,placed_v2,picked,155745,1000000,992600,True,,201628,45883,crossed
r2dreamer_cluster,human,1,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s1,0.5,farside,picked,155745,1000000,992600,True,,205069,49324,crossed
r2dreamer_cluster,human,1,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s1,0.5,slide_event,picked,155745,1000000,992600,True,,245645,89900,crossed
r2dreamer_cluster,human,1,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s1,0.5,home,picked,155745,1000000,992600,True,,249481,93736,crossed
r2dreamer_cluster,human,1,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s1,0.5,tipped,picked,155745,1000000,992600,True,,95105,-60640,crossed
r2dreamer_cluster,human,2,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s2,0.5,placed_v2,picked,134439,1000000,999630,True,,248585,114146,crossed
r2dreamer_cluster,human,2,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s2,0.5,farside,picked,134439,1000000,999630,True,,253116,118677,crossed
r2dreamer_cluster,human,2,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s2,0.5,slide_event,picked,134439,1000000,999630,True,,256397,121958,crossed
r2dreamer_cluster,human,2,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s2,0.5,home,picked,134439,1000000,999630,True,,290041,155602,crossed
r2dreamer_cluster,human,2,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s2,0.5,tipped,picked,134439,1000000,999630,True,,129842,-4597,crossed
r2dreamer_cluster,human,3,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s3,0.5,placed_v2,picked,122540,2000000,1992796,True,,199530,76990,crossed
r2dreamer_cluster,human,3,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s3,0.5,farside,picked,122540,2000000,1992796,True,,220663,98123,crossed
r2dreamer_cluster,human,3,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s3,0.5,slide_event,picked,122540,2000000,1992796,True,,238220,115680,crossed
r2dreamer_cluster,human,3,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s3,0.5,home,picked,122540,2000000,1992796,True,,246021,123481,crossed
r2dreamer_cluster,human,3,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s3,0.5,tipped,picked,122540,2000000,1992796,True,,113639,-8901,crossed
r2dreamer_cluster,human,4,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s4,0.5,placed_v2,picked,102998,2000000,1999344,True,,222811,119813,crossed
r2dreamer_cluster,human,4,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s4,0.5,farside,picked,102998,2000000,1999344,True,,226421,123423,crossed
r2dreamer_cluster,human,4,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s4,0.5,slide_event,picked,102998,2000000,1999344,True,,265874,162876,crossed
r2dreamer_cluster,human,4,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s4,0.5,home,picked,102998,2000000,1999344,True,,268952,165954,crossed
r2dreamer_cluster,human,4,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s4,0.5,tipped,picked,102998,2000000,1999344,True,,99659,-3339,crossed
r2dreamer_cluster,human,5,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s5,0.5,placed_v2,picked,189198,2000000,1992445,True,,189620,422,crossed
r2dreamer_cluster,human,5,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s5,0.5,farside,picked,189198,2000000,1992445,True,,189620,422,crossed
r2dreamer_cluster,human,5,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s5,0.5,slide_event,picked,189198,2000000,1992445,True,,248536,59338,crossed
r2dreamer_cluster,human,5,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s5,0.5,home,picked,189198,2000000,1992445,True,,259484,70286,crossed
r2dreamer_cluster,human,5,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s5,0.5,tipped,picked,189198,2000000,1992445,True,,189620,422,crossed
r2dreamer_cluster,human,6,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s6,0.5,placed_v2,picked,118840,2000000,1998152,True,,206923,88083,crossed
r2dreamer_cluster,human,6,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s6,0.5,farside,picked,118840,2000000,1998152,True,,206923,88083,crossed
r2dreamer_cluster,human,6,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s6,0.5,slide_event,picked,118840,2000000,1998152,True,,223520,104680,crossed
r2dreamer_cluster,human,6,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s6,0.5,home,picked,118840,2000000,1998152,True,,241198,122358,crossed
r2dreamer_cluster,human,6,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s6,0.5,tipped,picked,118840,2000000,1998152,True,,113610,-5230,crossed
r2dreamer_cluster,human,7,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s7,0.5,placed_v2,picked,131408,2000000,1992823,True,,202509,71101,crossed
r2dreamer_cluster,human,7,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s7,0.5,farside,picked,131408,2000000,1992823,True,,202509,71101,crossed
r2dreamer_cluster,human,7,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s7,0.5,slide_event,picked,131408,2000000,1992823,True,,258041,126633,crossed
r2dreamer_cluster,human,7,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s7,0.5,home,picked,131408,2000000,1992823,True,,258041,126633,crossed
r2dreamer_cluster,human,7,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s7,0.5,tipped,picked,131408,2000000,1992823,True,,134763,3355,crossed
r2dreamer_cluster,human,8,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s8,0.5,placed_v2,picked,124956,2000000,1992549,True,,229376,104420,crossed
r2dreamer_cluster,human,8,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s8,0.5,farside,picked,124956,2000000,1992549,True,,229928,104972,crossed
r2dreamer_cluster,human,8,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s8,0.5,slide_event,picked,124956,2000000,1992549,True,,286921,161965,crossed
r2dreamer_cluster,human,8,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s8,0.5,home,picked,124956,2000000,1992549,True,,286921,161965,crossed
r2dreamer_cluster,human,8,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s8,0.5,tipped,picked,124956,2000000,1992549,True,,120808,-4148,crossed
r2dreamer_cluster,human,9,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s9,0.5,placed_v2,picked,141878,2000000,1999912,True,,218045,76167,crossed
r2dreamer_cluster,human,9,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s9,0.5,farside,picked,141878,2000000,1999912,True,,218045,76167,crossed
r2dreamer_cluster,human,9,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s9,0.5,slide_event,picked,141878,2000000,1999912,True,,219969,78091,crossed
r2dreamer_cluster,human,9,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s9,0.5,home,picked,141878,2000000,1999912,True,,221832,79954,crossed
r2dreamer_cluster,human,9,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s9,0.5,tipped,picked,141878,2000000,1999912,True,,124271,-17607,crossed
r2dreamer_cluster,human,10,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s10,0.5,placed_v2,picked,130887,2000000,1999551,True,,215691,84804,crossed
r2dreamer_cluster,human,10,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s10,0.5,farside,picked,130887,2000000,1999551,True,,215691,84804,crossed
r2dreamer_cluster,human,10,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s10,0.5,slide_event,picked,130887,2000000,1999551,True,,310617,179730,crossed
r2dreamer_cluster,human,10,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s10,0.5,home,picked,130887,2000000,1999551,True,,358358,227471,crossed
r2dreamer_cluster,human,10,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s10,0.5,tipped,picked,130887,2000000,1999551,True,,129682,-1205,crossed
r2dreamer_cluster,human,11,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s11,0.5,placed_v2,picked,114358,2000000,1999866,True,,245235,130877,crossed
r2dreamer_cluster,human,11,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s11,0.5,farside,picked,114358,2000000,1999866,True,,245235,130877,crossed
r2dreamer_cluster,human,11,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s11,0.5,slide_event,picked,114358,2000000,1999866,True,,245657,131299,crossed
r2dreamer_cluster,human,11,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s11,0.5,home,picked,114358,2000000,1999866,True,,246757,132399,crossed
r2dreamer_cluster,human,11,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s11,0.5,tipped,picked,114358,2000000,1999866,True,,112472,-1886,crossed
r2dreamer_cluster,human,12,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s12,0.5,placed_v2,picked,180515,2000000,1999783,True,,186119,5604,crossed
r2dreamer_cluster,human,12,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s12,0.5,farside,picked,180515,2000000,1999783,True,,190081,9566,crossed
r2dreamer_cluster,human,12,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s12,0.5,slide_event,picked,180515,2000000,1999783,True,,264583,84068,crossed
r2dreamer_cluster,human,12,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s12,0.5,home,picked,180515,2000000,1999783,True,,277920,97405,crossed
r2dreamer_cluster,human,12,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s12,0.5,tipped,picked,180515,2000000,1999783,True,,180963,448,crossed
r2dreamer_cluster,human,13,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s13,0.5,placed_v2,picked,121227,2000000,1999896,True,,220000,98773,crossed
r2dreamer_cluster,human,13,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s13,0.5,farside,picked,121227,2000000,1999896,True,,220000,98773,crossed
r2dreamer_cluster,human,13,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s13,0.5,slide_event,picked,121227,2000000,1999896,True,,226941,105714,crossed
r2dreamer_cluster,human,13,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s13,0.5,home,picked,121227,2000000,1999896,True,,237200,115973,crossed
r2dreamer_cluster,human,13,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s13,0.5,tipped,picked,121227,2000000,1999896,True,,114644,-6583,crossed
r2dreamer_cluster,human,14,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s14,0.5,placed_v2,picked,168914,2000000,1999713,True,,207901,38987,crossed
r2dreamer_cluster,human,14,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s14,0.5,farside,picked,168914,2000000,1999713,True,,207901,38987,crossed
r2dreamer_cluster,human,14,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s14,0.5,slide_event,picked,168914,2000000,1999713,True,,243834,74920,crossed
r2dreamer_cluster,human,14,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s14,0.5,home,picked,168914,2000000,1999713,True,,284161,115247,crossed
r2dreamer_cluster,human,14,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s14,0.5,tipped,picked,168914,2000000,1999713,True,,116620,-52294,crossed
r2dreamer_cluster,human,15,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s15,0.5,placed_v2,picked,137429,2000000,1992719,True,,263484,126055,crossed
r2dreamer_cluster,human,15,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s15,0.5,farside,picked,137429,2000000,1992719,True,,263599,126170,crossed
r2dreamer_cluster,human,15,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s15,0.5,slide_event,picked,137429,2000000,1992719,True,,314780,177351,crossed
r2dreamer_cluster,human,15,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s15,0.5,home,picked,137429,2000000,1992719,True,,371632,234203,crossed
r2dreamer_cluster,human,15,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s15,0.5,tipped,picked,137429,2000000,1992719,True,,134148,-3281,crossed
r2dreamer_cluster,machine,0,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s0,0.5,placed_v2,picked,179292,1000000,992669,True,,187667,8375,crossed
r2dreamer_cluster,machine,0,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s0,0.5,farside,picked,179292,1000000,992669,True,,243542,64250,crossed
r2dreamer_cluster,machine,0,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s0,0.5,slide_event,picked,179292,1000000,992669,True,,250313,71021,crossed
r2dreamer_cluster,machine,0,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s0,0.5,home,picked,179292,1000000,992669,True,,250313,71021,crossed
r2dreamer_cluster,machine,0,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s0,0.5,tipped,picked,179292,1000000,992669,True,,174759,-4533,crossed
r2dreamer_cluster,machine,1,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s1,0.5,placed_v2,picked,137292,1000000,994829,True,,267728,130436,crossed
r2dreamer_cluster,machine,1,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s1,0.5,farside,picked,137292,1000000,994829,True,,278212,140920,crossed
r2dreamer_cluster,machine,1,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s1,0.5,slide_event,picked,137292,1000000,994829,True,,303260,165968,crossed
r2dreamer_cluster,machine,1,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s1,0.5,home,picked,137292,1000000,994829,True,,303475,166183,crossed
r2dreamer_cluster,machine,1,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s1,0.5,tipped,picked,137292,1000000,994829,True,,136887,-405,crossed
r2dreamer_cluster,machine,2,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s2,0.5,placed_v2,picked,157713,1000000,999197,True,,178939,21226,crossed
r2dreamer_cluster,machine,2,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s2,0.5,farside,picked,157713,1000000,999197,True,,179270,21557,crossed
r2dreamer_cluster,machine,2,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s2,0.5,slide_event,picked,157713,1000000,999197,True,,239386,81673,crossed
r2dreamer_cluster,machine,2,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s2,0.5,home,picked,157713,1000000,999197,True,,239387,81674,crossed
r2dreamer_cluster,machine,2,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s2,0.5,tipped,picked,157713,1000000,999197,True,,157713,0,crossed
r2dreamer_cluster,machine,3,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3,0.5,placed_v2,picked,134813,2000000,1992610,True,,220755,85942,crossed
r2dreamer_cluster,machine,3,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3,0.5,farside,picked,134813,2000000,1992610,True,,220755,85942,crossed
r2dreamer_cluster,machine,3,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3,0.5,slide_event,picked,134813,2000000,1992610,True,,280861,146048,crossed
r2dreamer_cluster,machine,3,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3,0.5,home,picked,134813,2000000,1992610,True,,292227,157414,crossed
r2dreamer_cluster,machine,3,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3,0.5,tipped,picked,134813,2000000,1992610,True,,130640,-4173,crossed
r2dreamer_cluster,machine,4,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4,0.5,placed_v2,picked,193852,2000000,1999440,True,,198153,4301,crossed
r2dreamer_cluster,machine,4,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4,0.5,farside,picked,193852,2000000,1999440,True,,198153,4301,crossed
r2dreamer_cluster,machine,4,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4,0.5,slide_event,picked,193852,2000000,1999440,True,,252088,58236,crossed
r2dreamer_cluster,machine,4,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4,0.5,home,picked,193852,2000000,1999440,True,,269959,76107,crossed
r2dreamer_cluster,machine,4,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4,0.5,tipped,picked,193852,2000000,1999440,True,,223417,29565,crossed
r2dreamer_cluster,machine,5,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5,0.5,placed_v2,picked,148105,2000000,1999138,True,,240084,91979,crossed
r2dreamer_cluster,machine,5,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5,0.5,farside,picked,148105,2000000,1999138,True,,240151,92046,crossed
r2dreamer_cluster,machine,5,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5,0.5,slide_event,picked,148105,2000000,1999138,True,,257389,109284,crossed
r2dreamer_cluster,machine,5,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5,0.5,home,picked,148105,2000000,1999138,True,,257389,109284,crossed
r2dreamer_cluster,machine,5,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5,0.5,tipped,picked,148105,2000000,1999138,True,,144654,-3451,crossed
r2dreamer_cluster,machine,6,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6,0.5,placed_v2,picked,130945,2000000,1998181,True,,140020,9075,crossed
r2dreamer_cluster,machine,6,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6,0.5,farside,picked,130945,2000000,1998181,True,,140020,9075,crossed
r2dreamer_cluster,machine,6,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6,0.5,slide_event,picked,130945,2000000,1998181,True,,142420,11475,crossed
r2dreamer_cluster,machine,6,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6,0.5,home,picked,130945,2000000,1998181,True,,232652,101707,crossed
r2dreamer_cluster,machine,6,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6,0.5,tipped,picked,130945,2000000,1998181,True,,128984,-1961,crossed
r2dreamer_cluster,machine,7,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7,0.5,placed_v2,picked,153512,2000000,1992502,True,,157245,3733,crossed
r2dreamer_cluster,machine,7,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7,0.5,farside,picked,153512,2000000,1992502,True,,159130,5618,crossed
r2dreamer_cluster,machine,7,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7,0.5,slide_event,picked,153512,2000000,1992502,True,,233454,79942,crossed
r2dreamer_cluster,machine,7,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7,0.5,home,picked,153512,2000000,1992502,True,,233740,80228,crossed
r2dreamer_cluster,machine,7,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7,0.5,tipped,picked,153512,2000000,1992502,True,,163537,10025,crossed
r2dreamer_cluster,machine,8,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8,0.5,placed_v2,picked,159377,2000000,1992708,True,,210695,51318,crossed
r2dreamer_cluster,machine,8,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8,0.5,farside,picked,159377,2000000,1992708,True,,278581,119204,crossed
r2dreamer_cluster,machine,8,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8,0.5,slide_event,picked,159377,2000000,1992708,True,,280387,121010,crossed
r2dreamer_cluster,machine,8,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8,0.5,home,picked,159377,2000000,1992708,True,,284621,125244,crossed
r2dreamer_cluster,machine,8,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8,0.5,tipped,picked,159377,2000000,1992708,True,,139724,-19653,crossed
r2dreamer_cluster,machine,9,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9,0.5,placed_v2,picked,246319,2000000,1999396,True,,258692,12373,crossed
r2dreamer_cluster,machine,9,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9,0.5,farside,picked,246319,2000000,1999396,True,,258692,12373,crossed
r2dreamer_cluster,machine,9,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9,0.5,slide_event,picked,246319,2000000,1999396,True,,258932,12613,crossed
r2dreamer_cluster,machine,9,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9,0.5,home,picked,246319,2000000,1999396,True,,258932,12613,crossed
r2dreamer_cluster,machine,9,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9,0.5,tipped,picked,246319,2000000,1999396,True,,146160,-100159,crossed
r2dreamer_cluster,machine,10,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10,0.5,placed_v2,picked,176621,2000000,1999943,True,,256355,79734,crossed
r2dreamer_cluster,machine,10,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10,0.5,farside,picked,176621,2000000,1999943,True,,259735,83114,crossed
r2dreamer_cluster,machine,10,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10,0.5,slide_event,picked,176621,2000000,1999943,True,,294877,118256,crossed
r2dreamer_cluster,machine,10,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10,0.5,home,picked,176621,2000000,1999943,True,,294877,118256,crossed
r2dreamer_cluster,machine,10,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10,0.5,tipped,picked,176621,2000000,1999943,True,,131942,-44679,crossed
r2dreamer_cluster,machine,11,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s11,0.5,placed_v2,picked,174346,2000000,1999893,True,,176015,1669,crossed
r2dreamer_cluster,machine,11,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s11,0.5,farside,picked,174346,2000000,1999893,True,,177806,3460,crossed
r2dreamer_cluster,machine,11,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s11,0.5,slide_event,picked,174346,2000000,1999893,True,,207085,32739,crossed
r2dreamer_cluster,machine,11,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s11,0.5,home,picked,174346,2000000,1999893,True,,252988,78642,crossed
r2dreamer_cluster,machine,11,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s11,0.5,tipped,picked,174346,2000000,1999893,True,,202591,28245,crossed
