learner,dataset,seed,in_design,home,picked,cells,excluded_reason
{r2dreamer},machine,3,True,0.5,0.6666666666666666,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3/online_2000000/rnd30_sample/metrics.json,
{r2dreamer},machine,4,True,0.5333333333333333,0.7666666666666666,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4/online_2000000/rnd30_sample/metrics.json,
{r2dreamer},machine,5,True,0.6666666666666666,0.7333333333333334,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5/online_2000000/rnd30_sample/metrics.json,
{r2dreamer},machine,6,True,0.5666666666666667,0.6166666666666667,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6/online_2000000/rnd30_sample/metrics.json,
{r2dreamer},machine,7,True,0.35,0.6166666666666667,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7/online_2000000/rnd30_sample/metrics.json,
{r2dreamer},machine,8,True,0.55,0.6333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8/online_2000000/rnd30_sample/metrics.json,
{r2dreamer},machine,9,True,0.6499999999999999,0.7166666666666666,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9/online_2000000/rnd30_sample/metrics.json,
{r2dreamer},machine,10,True,0.44999999999999996,0.6333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10/online_2000000/rnd30_sample/metrics.json,
{r2dreamer},planner72,0,True,0.5166666666666666,0.6499999999999999,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s0/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s0/online_2000000/rnd30_sample/metrics.json,
{r2dreamer},planner72,1,True,0.5666666666666667,0.6833333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s1/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s1/online_2000000/rnd30_sample/metrics.json,
{r2dreamer},planner72,2,True,0.48333333333333334,0.6,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s2/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s2/online_2000000/rnd30_sample/metrics.json,
{r2dreamer},planner72,3,True,0.55,0.6833333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s3/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s3/online_2000000/rnd30_sample/metrics.json,
{r2dreamer},planner72,4,True,0.6,0.7333333333333334,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s4/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s4/online_2000000/rnd30_sample/metrics.json,
{r2dreamer},planner72,5,True,0.4166666666666667,0.7333333333333334,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s5/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s5/online_2000000/rnd30_sample/metrics.json,
{r2dreamer},planner72,6,True,0.6499999999999999,0.7666666666666666,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s6/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s6/online_2000000/rnd30_sample/metrics.json,
{r2dreamer},planner72,7,True,0.6,0.7333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s7/online_1500000/rnd30_sample/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s7/online_2000000/rnd30_sample/metrics.json,
