condition,arm,seed,run,phase,threshold,rise_step,first_event_step,budget,achieved,note
r2dreamer_cluster,machine,14,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s14,slide_event,0.5,never,never,2000000,21793,incomplete (still running or interrupted)
r2dreamer_cluster,machine,0,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s0,home,0.5,250313,170894,1000000,992669,
r2dreamer_cluster,machine,1,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s1,home,0.5,303475,146403,1000000,994829,
r2dreamer_cluster,machine,2,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s2,home,0.5,239387,153266,1000000,999197,
r2dreamer_cluster,machine,3,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3,home,0.5,292227,145877,2000000,1992610,
r2dreamer_cluster,machine,4,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4,home,0.5,269959,131423,2000000,1999440,
r2dreamer_cluster,machine,5,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5,home,0.5,257389,138369,2000000,834342,incomplete (still running or interrupted)
r2dreamer_cluster,machine,6,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6,home,0.5,232652,129698,2000000,1047556,incomplete (still running or interrupted)
r2dreamer_cluster,machine,7,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7,home,0.5,233740,147661,2000000,537281,incomplete (still running or interrupted)
r2dreamer_cluster,machine,8,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8,home,0.5,284621,137340,2000000,550271,incomplete (still running or interrupted)
r2dreamer_cluster,machine,9,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9,home,0.5,258932,160531,2000000,301707,incomplete (still running or interrupted)
r2dreamer_cluster,machine,10,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10,home,0.5,294877,131119,2000000,438396,incomplete (still running or interrupted)
r2dreamer_cluster,machine,11,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s11,home,0.5,252988,169245,2000000,435406,incomplete (still running or interrupted)
r2dreamer_cluster,machine,12,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s12,home,0.5,248496,143035,2000000,430258,incomplete (still running or interrupted)
r2dreamer_cluster,machine,13,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s13,home,0.5,never,never,2000000,91989,incomplete (still running or interrupted)
r2dreamer_cluster,machine,14,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s14,home,0.5,never,never,2000000,21793,incomplete (still running or interrupted)
r2dreamer_cluster,machine,0,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s0,home,0.1,182705,170894,1000000,992669,
r2dreamer_cluster,machine,1,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s1,home,0.1,156269,146403,1000000,994829,
r2dreamer_cluster,machine,2,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s2,home,0.1,205103,153266,1000000,999197,
r2dreamer_cluster,machine,3,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3,home,0.1,152927,145877,2000000,1992610,
r2dreamer_cluster,machine,4,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4,home,0.1,186199,131423,2000000,1999440,
r2dreamer_cluster,machine,5,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5,home,0.1,235210,138369,2000000,834342,incomplete (still running or interrupted)
r2dreamer_cluster,machine,6,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6,home,0.1,135486,129698,2000000,1047556,incomplete (still running or interrupted)
r2dreamer_cluster,machine,7,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7,home,0.1,154176,147661,2000000,537281,incomplete (still running or interrupted)
r2dreamer_cluster,machine,8,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8,home,0.1,159375,137340,2000000,550271,incomplete (still running or interrupted)
r2dreamer_cluster,machine,9,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9,home,0.1,179409,160531,2000000,301707,incomplete (still running or interrupted)
r2dreamer_cluster,machine,10,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10,home,0.1,172836,131119,2000000,438396,incomplete (still running or interrupted)
r2dreamer_cluster,machine,11,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s11,home,0.1,170626,169245,2000000,435406,incomplete (still running or interrupted)
r2dreamer_cluster,machine,12,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s12,home,0.1,146757,143035,2000000,430258,incomplete (still running or interrupted)
r2dreamer_cluster,machine,13,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s13,home,0.1,never,never,2000000,91989,incomplete (still running or interrupted)
r2dreamer_cluster,machine,14,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s14,home,0.1,never,never,2000000,21793,incomplete (still running or interrupted)
r2dreamer_cluster,machine,0,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s0,tipped,0.5,174759,314,1000000,992669,
r2dreamer_cluster,machine,1,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s1,tipped,0.5,136887,0,1000000,994829,
r2dreamer_cluster,machine,2,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s2,tipped,0.5,157713,0,1000000,999197,
r2dreamer_cluster,machine,3,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3,tipped,0.5,130640,7516,2000000,1992610,
r2dreamer_cluster,machine,4,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4,tipped,0.5,223417,0,2000000,1999440,
r2dreamer_cluster,machine,5,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5,tipped,0.5,144654,0,2000000,834342,incomplete (still running or interrupted)
r2dreamer_cluster,machine,6,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6,tipped,0.5,128984,0,2000000,1047556,incomplete (still running or interrupted)
r2dreamer_cluster,machine,7,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7,tipped,0.5,163537,504,2000000,537281,incomplete (still running or interrupted)
r2dreamer_cluster,machine,8,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8,tipped,0.5,139724,21626,2000000,550271,incomplete (still running or interrupted)
r2dreamer_cluster,machine,9,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9,tipped,0.5,146160,0,2000000,301707,incomplete (still running or interrupted)
r2dreamer_cluster,machine,10,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10,tipped,0.5,131942,0,2000000,438396,incomplete (still running or interrupted)
r2dreamer_cluster,machine,11,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s11,tipped,0.5,202591,0,2000000,435406,incomplete (still running or interrupted)
r2dreamer_cluster,machine,12,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s12,tipped,0.5,164343,0,2000000,430258,incomplete (still running or interrupted)
r2dreamer_cluster,machine,13,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s13,tipped,0.5,never,0,2000000,91989,incomplete (still running or interrupted)
r2dreamer_cluster,machine,14,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s14,tipped,0.5,never,0,2000000,21793,incomplete (still running or interrupted)
rlpd_cluster,human,0,e2e_rlpd_px_dH_s0,picked,0.5,52568,39124,1000000,999680,
rlpd_cluster,human,1,e2e_rlpd_px_dH_s1,picked,0.5,46312,38676,1000000,999528,
rlpd_cluster,human,0,e2e_rlpd_px_dH_s0,placed_v2,0.5,86012,59876,1000000,999680,
rlpd_cluster,human,1,e2e_rlpd_px_dH_s1,placed_v2,0.5,88808,47512,1000000,999528,
rlpd_cluster,human,0,e2e_rlpd_px_dH_s0,farside,0.5,absent,absent,1000000,999680,
rlpd_cluster,human,1,e2e_rlpd_px_dH_s1,farside,0.5,absent,absent,1000000,999528,
rlpd_cluster,human,0,e2e_rlpd_px_dH_s0,slide_event,0.5,absent,absent,1000000,999680,
rlpd_cluster,human,1,e2e_rlpd_px_dH_s1,slide_event,0.5,absent,absent,1000000,999528,
rlpd_cluster,human,0,e2e_rlpd_px_dH_s0,home,0.5,absent,absent,1000000,999680,
rlpd_cluster,human,1,e2e_rlpd_px_dH_s1,home,0.5,absent,absent,1000000,999528,
rlpd_cluster,human,0,e2e_rlpd_px_dH_s0,home,0.1,absent,absent,1000000,999680,
rlpd_cluster,human,1,e2e_rlpd_px_dH_s1,home,0.1,absent,absent,1000000,999528,
rlpd_cluster,human,0,e2e_rlpd_px_dH_s0,tipped,0.5,45656,32,1000000,999680,
rlpd_cluster,human,1,e2e_rlpd_px_dH_s1,tipped,0.5,44584,4804,1000000,999528,
rlpd_cluster,machine,0,e2e_rlpd_px_dDPfirst_s0,picked,0.5,59348,42352,1000000,999360,
rlpd_cluster,machine,1,e2e_rlpd_px_dDPfirst_s1,picked,0.5,61720,42752,1000000,999924,
rlpd_cluster,machine,0,e2e_rlpd_px_dDPfirst_s0,placed_v2,0.5,94444,57832,1000000,999360,
rlpd_cluster,machine,1,e2e_rlpd_px_dDPfirst_s1,placed_v2,0.5,85404,61544,1000000,999924,
rlpd_cluster,machine,0,e2e_rlpd_px_dDPfirst_s0,farside,0.5,absent,absent,1000000,999360,
rlpd_cluster,machine,1,e2e_rlpd_px_dDPfirst_s1,farside,0.5,absent,absent,1000000,999924,
rlpd_cluster,machine,0,e2e_rlpd_px_dDPfirst_s0,slide_event,0.5,absent,absent,1000000,999360,
rlpd_cluster,machine,1,e2e_rlpd_px_dDPfirst_s1,slide_event,0.5,absent,absent,1000000,999924,
rlpd_cluster,machine,0,e2e_rlpd_px_dDPfirst_s0,home,0.5,absent,absent,1000000,999360,
rlpd_cluster,machine,1,e2e_rlpd_px_dDPfirst_s1,home,0.5,absent,absent,1000000,999924,
rlpd_cluster,machine,0,e2e_rlpd_px_dDPfirst_s0,home,0.1,absent,absent,1000000,999360,
rlpd_cluster,machine,1,e2e_rlpd_px_dDPfirst_s1,home,0.1,absent,absent,1000000,999924,
rlpd_cluster,machine,0,e2e_rlpd_px_dDPfirst_s0,tipped,0.5,54532,32,1000000,999360,
rlpd_cluster,machine,1,e2e_rlpd_px_dDPfirst_s1,tipped,0.5,49108,4804,1000000,999924,
dreamer_ramp_control,human,0,full_r2d_state_dHfull_all_rnrh_img_dreamer_s0,picked,0.5,107002,29063,1000000,992652,
dreamer_ramp_control,human,0,full_r2d_state_dHfull_all_rnrh_img_dreamer_s0,placed_v2,0.5,323821,210090,1000000,992652,
dreamer_ramp_control,human,0,full_r2d_state_dHfull_all_rnrh_img_dreamer_s0,farside,0.5,330600,215020,1000000,992652,
dreamer_ramp_control,human,0,full_r2d_state_dHfull_all_rnrh_img_dreamer_s0,slide_event,0.5,441208,300193,1000000,992652,
dreamer_ramp_control,human,0,full_r2d_state_dHfull_all_rnrh_img_dreamer_s0,home,0.5,441208,300193,1000000,992652,
dreamer_ramp_control,human,0,full_r2d_state_dHfull_all_rnrh_img_dreamer_s0,home,0.1,322417,300193,1000000,992652,
dreamer_ramp_control,human,0,full_r2d_state_dHfull_all_rnrh_img_dreamer_s0,tipped,0.5,102133,0,1000000,992652,
dreamer_ramp_control,machine,0,full_r2d_state_dDPfull_first_rnrh_img_dreamer_s0,picked,0.5,97541,74643,1000000,992234,
dreamer_ramp_control,machine,0,full_r2d_state_dDPfull_first_rnrh_img_dreamer_s0,placed_v2,0.5,306934,75260,1000000,992234,
dreamer_ramp_control,machine,0,full_r2d_state_dDPfull_first_rnrh_img_dreamer_s0,farside,0.5,331724,82456,1000000,992234,
dreamer_ramp_control,machine,0,full_r2d_state_dDPfull_first_rnrh_img_dreamer_s0,slide_event,0.5,331724,92760,1000000,992234,
dreamer_ramp_control,machine,0,full_r2d_state_dDPfull_first_rnrh_img_dreamer_s0,home,0.5,333538,157959,1000000,992234,
dreamer_ramp_control,machine,0,full_r2d_state_dDPfull_first_rnrh_img_dreamer_s0,home,0.1,278063,157959,1000000,992234,
dreamer_ramp_control,machine,0,full_r2d_state_dDPfull_first_rnrh_img_dreamer_s0,tipped,0.5,90462,3288,1000000,992234,
