condition,arm,seed,run,phase,threshold,rise_step,first_event_step,budget,achieved,note
dreamer_cluster,machine,11,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s11,home,0.1,238836,141001,2000000,1999870,
dreamer_cluster,machine,12,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s12,home,0.1,214918,209772,2000000,1997828,
dreamer_cluster,machine,13,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s13,home,0.1,170100,167384,2000000,1999651,
dreamer_cluster,machine,14,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s14,home,0.1,333401,307726,2000000,1999709,
dreamer_cluster,machine,15,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s15,home,0.1,246644,224918,2000000,1999603,
dreamer_cluster,machine,4,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s4,tipped,0.5,441279,0,1000000,999557,
dreamer_cluster,machine,5,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s5,tipped,0.5,226131,7780,1000000,992537,
dreamer_cluster,machine,6,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s6,tipped,0.5,125290,0,1000000,999552,
dreamer_cluster,machine,7,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s7,tipped,0.5,296500,21627,1000000,992801,
dreamer_cluster,machine,8,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s8,tipped,0.5,183388,341,2000000,1992570,
dreamer_cluster,machine,9,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s9,tipped,0.5,120822,0,2000000,1999020,
dreamer_cluster,machine,10,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s10,tipped,0.5,115996,0,2000000,1999910,
dreamer_cluster,machine,11,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s11,tipped,0.5,164524,0,2000000,1999870,
dreamer_cluster,machine,12,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s12,tipped,0.5,158752,0,2000000,1997828,
dreamer_cluster,machine,13,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s13,tipped,0.5,237919,0,2000000,1999651,
dreamer_cluster,machine,14,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s14,tipped,0.5,106609,0,2000000,1999709,
dreamer_cluster,machine,15,full_r2d_state_dDPfull_first_rns10h_img_dreamer_s15,tipped,0.5,175348,0,2000000,1999603,
r2dreamer_cluster,human,0,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s0,picked,0.5,90041,84213,1000000,992706,
r2dreamer_cluster,human,1,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s1,picked,0.5,155745,88440,1000000,992600,
r2dreamer_cluster,human,2,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s2,picked,0.5,134439,116524,1000000,999630,
r2dreamer_cluster,human,3,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s3,picked,0.5,122540,103632,2000000,1992796,
r2dreamer_cluster,human,4,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s4,picked,0.5,102998,95651,2000000,1999344,
r2dreamer_cluster,human,5,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s5,picked,0.5,189198,132057,2000000,1076732,incomplete (still running or interrupted)
r2dreamer_cluster,human,6,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s6,picked,0.5,118840,103433,2000000,1020628,incomplete (still running or interrupted)
r2dreamer_cluster,human,7,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s7,picked,0.5,131408,104361,2000000,558202,incomplete (still running or interrupted)
r2dreamer_cluster,human,8,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s8,picked,0.5,124956,115325,2000000,509221,incomplete (still running or interrupted)
r2dreamer_cluster,human,9,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s9,picked,0.5,141878,117422,2000000,303746,incomplete (still running or interrupted)
r2dreamer_cluster,human,10,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s10,picked,0.5,130887,120720,2000000,315878,incomplete (still running or interrupted)
r2dreamer_cluster,human,11,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s11,picked,0.5,114358,109246,2000000,443378,incomplete (still running or interrupted)
r2dreamer_cluster,human,12,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s12,picked,0.5,180515,174291,2000000,444970,incomplete (still running or interrupted)
r2dreamer_cluster,human,13,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s13,picked,0.5,121227,111208,2000000,121560,incomplete (still running or interrupted)
r2dreamer_cluster,human,14,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s14,picked,0.5,never,never,2000000,29394,incomplete (still running or interrupted)
r2dreamer_cluster,human,0,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s0,placed_v2,0.5,276755,130108,1000000,992706,
r2dreamer_cluster,human,1,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s1,placed_v2,0.5,201628,88440,1000000,992600,
r2dreamer_cluster,human,2,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s2,placed_v2,0.5,248585,116524,1000000,999630,
r2dreamer_cluster,human,3,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s3,placed_v2,0.5,199530,103632,2000000,1992796,
r2dreamer_cluster,human,4,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s4,placed_v2,0.5,222811,99659,2000000,1999344,
r2dreamer_cluster,human,5,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s5,placed_v2,0.5,189620,136201,2000000,1076732,incomplete (still running or interrupted)
r2dreamer_cluster,human,6,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s6,placed_v2,0.5,206923,117878,2000000,1020628,incomplete (still running or interrupted)
r2dreamer_cluster,human,7,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s7,placed_v2,0.5,202509,112260,2000000,558202,incomplete (still running or interrupted)
r2dreamer_cluster,human,8,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s8,placed_v2,0.5,229376,117376,2000000,509221,incomplete (still running or interrupted)
r2dreamer_cluster,human,9,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s9,placed_v2,0.5,218045,119460,2000000,303746,incomplete (still running or interrupted)
r2dreamer_cluster,human,10,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s10,placed_v2,0.5,215691,120720,2000000,315878,incomplete (still running or interrupted)
r2dreamer_cluster,human,11,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s11,placed_v2,0.5,245235,111666,2000000,443378,incomplete (still running or interrupted)
r2dreamer_cluster,human,12,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s12,placed_v2,0.5,186119,176000,2000000,444970,incomplete (still running or interrupted)
r2dreamer_cluster,human,13,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s13,placed_v2,0.5,never,116597,2000000,121560,incomplete (still running or interrupted)
r2dreamer_cluster,human,14,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s14,placed_v2,0.5,never,never,2000000,29394,incomplete (still running or interrupted)
r2dreamer_cluster,human,0,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s0,farside,0.5,276755,130108,1000000,992706,
r2dreamer_cluster,human,1,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s1,farside,0.5,205069,88440,1000000,992600,
r2dreamer_cluster,human,2,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s2,farside,0.5,253116,116524,1000000,999630,
r2dreamer_cluster,human,3,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s3,farside,0.5,220663,111449,2000000,1992796,
r2dreamer_cluster,human,4,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s4,farside,0.5,226421,99659,2000000,1999344,
r2dreamer_cluster,human,5,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s5,farside,0.5,189620,136201,2000000,1076732,incomplete (still running or interrupted)
r2dreamer_cluster,human,6,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s6,farside,0.5,206923,117878,2000000,1020628,incomplete (still running or interrupted)
r2dreamer_cluster,human,7,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s7,farside,0.5,202509,112260,2000000,558202,incomplete (still running or interrupted)
r2dreamer_cluster,human,8,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s8,farside,0.5,229928,117661,2000000,509221,incomplete (still running or interrupted)
r2dreamer_cluster,human,9,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s9,farside,0.5,218045,119460,2000000,303746,incomplete (still running or interrupted)
r2dreamer_cluster,human,10,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s10,farside,0.5,215691,120720,2000000,315878,incomplete (still running or interrupted)
r2dreamer_cluster,human,11,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s11,farside,0.5,245235,111666,2000000,443378,incomplete (still running or interrupted)
r2dreamer_cluster,human,12,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s12,farside,0.5,190081,176000,2000000,444970,incomplete (still running or interrupted)
r2dreamer_cluster,human,13,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s13,farside,0.5,never,116597,2000000,121560,incomplete (still running or interrupted)
r2dreamer_cluster,human,14,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s14,farside,0.5,never,never,2000000,29394,incomplete (still running or interrupted)
r2dreamer_cluster,human,0,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s0,slide_event,0.5,281928,131308,1000000,992706,
r2dreamer_cluster,human,1,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s1,slide_event,0.5,245645,153048,1000000,992600,
r2dreamer_cluster,human,2,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s2,slide_event,0.5,256397,129842,1000000,999630,
r2dreamer_cluster,human,3,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s3,slide_event,0.5,238220,140588,2000000,1992796,
r2dreamer_cluster,human,4,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s4,slide_event,0.5,265874,145196,2000000,1999344,
r2dreamer_cluster,human,5,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s5,slide_event,0.5,248536,160586,2000000,1076732,incomplete (still running or interrupted)
r2dreamer_cluster,human,6,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s6,slide_event,0.5,223520,163816,2000000,1020628,incomplete (still running or interrupted)
r2dreamer_cluster,human,7,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s7,slide_event,0.5,258041,128209,2000000,558202,incomplete (still running or interrupted)
r2dreamer_cluster,human,8,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s8,slide_event,0.5,286921,121649,2000000,509221,incomplete (still running or interrupted)
r2dreamer_cluster,human,9,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s9,slide_event,0.5,219969,190012,2000000,303746,incomplete (still running or interrupted)
r2dreamer_cluster,human,10,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s10,slide_event,0.5,310617,171894,2000000,315878,incomplete (still running or interrupted)
r2dreamer_cluster,human,11,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s11,slide_event,0.5,245657,111666,2000000,443378,incomplete (still running or interrupted)
r2dreamer_cluster,human,12,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s12,slide_event,0.5,264583,178147,2000000,444970,incomplete (still running or interrupted)
r2dreamer_cluster,human,13,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s13,slide_event,0.5,never,117184,2000000,121560,incomplete (still running or interrupted)
r2dreamer_cluster,human,14,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s14,slide_event,0.5,never,never,2000000,29394,incomplete (still running or interrupted)
r2dreamer_cluster,human,0,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s0,home,0.5,285723,147105,1000000,992706,
r2dreamer_cluster,human,1,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s1,home,0.5,249481,161897,1000000,992600,
r2dreamer_cluster,human,2,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s2,home,0.5,290041,237646,1000000,999630,
r2dreamer_cluster,human,3,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s3,home,0.5,246021,187309,2000000,1992796,
r2dreamer_cluster,human,4,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s4,home,0.5,268952,165916,2000000,1999344,
r2dreamer_cluster,human,5,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s5,home,0.5,259484,160586,2000000,1076732,incomplete (still running or interrupted)
r2dreamer_cluster,human,6,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s6,home,0.5,241198,163816,2000000,1020628,incomplete (still running or interrupted)
r2dreamer_cluster,human,7,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s7,home,0.5,258041,129895,2000000,558202,incomplete (still running or interrupted)
r2dreamer_cluster,human,8,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s8,home,0.5,286921,121979,2000000,509221,incomplete (still running or interrupted)
r2dreamer_cluster,human,9,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s9,home,0.5,221832,195791,2000000,303746,incomplete (still running or interrupted)
r2dreamer_cluster,human,10,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s10,home,0.5,never,204559,2000000,315878,incomplete (still running or interrupted)
r2dreamer_cluster,human,11,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s11,home,0.5,246757,178933,2000000,443378,incomplete (still running or interrupted)
r2dreamer_cluster,human,12,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s12,home,0.5,277920,178599,2000000,444970,incomplete (still running or interrupted)
r2dreamer_cluster,human,13,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s13,home,0.5,never,never,2000000,121560,incomplete (still running or interrupted)
r2dreamer_cluster,human,14,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s14,home,0.5,never,never,2000000,29394,incomplete (still running or interrupted)
r2dreamer_cluster,human,0,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s0,home,0.1,223745,147105,1000000,992706,
r2dreamer_cluster,human,1,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s1,home,0.1,172228,161897,1000000,992600,
r2dreamer_cluster,human,2,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s2,home,0.1,243521,237646,1000000,999630,
r2dreamer_cluster,human,3,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s3,home,0.1,196125,187309,2000000,1992796,
r2dreamer_cluster,human,4,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s4,home,0.1,178816,165916,2000000,1999344,
r2dreamer_cluster,human,5,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s5,home,0.1,185075,160586,2000000,1076732,incomplete (still running or interrupted)
r2dreamer_cluster,human,6,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s6,home,0.1,174445,163816,2000000,1020628,incomplete (still running or interrupted)
r2dreamer_cluster,human,7,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s7,home,0.1,194073,129895,2000000,558202,incomplete (still running or interrupted)
r2dreamer_cluster,human,8,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s8,home,0.1,178261,121979,2000000,509221,incomplete (still running or interrupted)
r2dreamer_cluster,human,9,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s9,home,0.1,211035,195791,2000000,303746,incomplete (still running or interrupted)
r2dreamer_cluster,human,10,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s10,home,0.1,217057,204559,2000000,315878,incomplete (still running or interrupted)
r2dreamer_cluster,human,11,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s11,home,0.1,238981,178933,2000000,443378,incomplete (still running or interrupted)
r2dreamer_cluster,human,12,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s12,home,0.1,180278,178599,2000000,444970,incomplete (still running or interrupted)
r2dreamer_cluster,human,13,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s13,home,0.1,never,never,2000000,121560,incomplete (still running or interrupted)
r2dreamer_cluster,human,14,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s14,home,0.1,never,never,2000000,29394,incomplete (still running or interrupted)
r2dreamer_cluster,human,0,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s0,tipped,0.5,88519,14425,1000000,992706,
r2dreamer_cluster,human,1,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s1,tipped,0.5,95105,7564,1000000,992600,
r2dreamer_cluster,human,2,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s2,tipped,0.5,129842,0,1000000,999630,
r2dreamer_cluster,human,3,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s3,tipped,0.5,113639,15144,2000000,1992796,
r2dreamer_cluster,human,4,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s4,tipped,0.5,99659,0,2000000,1999344,
r2dreamer_cluster,human,5,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s5,tipped,0.5,189620,6580,2000000,1076732,incomplete (still running or interrupted)
r2dreamer_cluster,human,6,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s6,tipped,0.5,113610,0,2000000,1020628,incomplete (still running or interrupted)
r2dreamer_cluster,human,7,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s7,tipped,0.5,134763,7585,2000000,558202,incomplete (still running or interrupted)
r2dreamer_cluster,human,8,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s8,tipped,0.5,120808,2762,2000000,509221,incomplete (still running or interrupted)
r2dreamer_cluster,human,9,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s9,tipped,0.5,124271,0,2000000,303746,incomplete (still running or interrupted)
r2dreamer_cluster,human,10,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s10,tipped,0.5,129682,0,2000000,315878,incomplete (still running or interrupted)
r2dreamer_cluster,human,11,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s11,tipped,0.5,112472,0,2000000,443378,incomplete (still running or interrupted)
r2dreamer_cluster,human,12,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s12,tipped,0.5,180963,0,2000000,444970,incomplete (still running or interrupted)
r2dreamer_cluster,human,13,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s13,tipped,0.5,114644,0,2000000,121560,incomplete (still running or interrupted)
r2dreamer_cluster,human,14,full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s14,tipped,0.5,never,0,2000000,29394,incomplete (still running or interrupted)
r2dreamer_cluster,machine,0,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s0,picked,0.5,179292,75672,1000000,992669,
r2dreamer_cluster,machine,1,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s1,picked,0.5,137292,74660,1000000,994829,
r2dreamer_cluster,machine,2,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s2,picked,0.5,157713,113055,1000000,999197,
r2dreamer_cluster,machine,3,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3,picked,0.5,134813,121973,2000000,1992610,
r2dreamer_cluster,machine,4,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4,picked,0.5,193852,72681,2000000,1999440,
r2dreamer_cluster,machine,5,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5,picked,0.5,148105,116301,2000000,834342,incomplete (still running or interrupted)
r2dreamer_cluster,machine,6,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6,picked,0.5,130945,107323,2000000,1047556,incomplete (still running or interrupted)
r2dreamer_cluster,machine,7,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7,picked,0.5,153512,136224,2000000,537281,incomplete (still running or interrupted)
r2dreamer_cluster,machine,8,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8,picked,0.5,159377,128324,2000000,550271,incomplete (still running or interrupted)
r2dreamer_cluster,machine,9,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9,picked,0.5,246319,121164,2000000,301707,incomplete (still running or interrupted)
r2dreamer_cluster,machine,10,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10,picked,0.5,176621,109352,2000000,438396,incomplete (still running or interrupted)
r2dreamer_cluster,machine,11,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s11,picked,0.5,174346,132409,2000000,435406,incomplete (still running or interrupted)
r2dreamer_cluster,machine,12,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s12,picked,0.5,151030,137597,2000000,430258,incomplete (still running or interrupted)
r2dreamer_cluster,machine,13,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s13,picked,0.5,never,never,2000000,91989,incomplete (still running or interrupted)
r2dreamer_cluster,machine,14,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s14,picked,0.5,never,never,2000000,21793,incomplete (still running or interrupted)
r2dreamer_cluster,machine,0,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s0,placed_v2,0.5,187667,75672,1000000,992669,
r2dreamer_cluster,machine,1,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s1,placed_v2,0.5,267728,74660,1000000,994829,
r2dreamer_cluster,machine,2,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s2,placed_v2,0.5,178939,122298,1000000,999197,
r2dreamer_cluster,machine,3,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3,placed_v2,0.5,220755,131139,2000000,1992610,
r2dreamer_cluster,machine,4,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4,placed_v2,0.5,198153,77848,2000000,1999440,
r2dreamer_cluster,machine,5,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5,placed_v2,0.5,240084,119405,2000000,834342,incomplete (still running or interrupted)
r2dreamer_cluster,machine,6,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6,placed_v2,0.5,140020,109619,2000000,1047556,incomplete (still running or interrupted)
r2dreamer_cluster,machine,7,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7,placed_v2,0.5,157245,136224,2000000,537281,incomplete (still running or interrupted)
r2dreamer_cluster,machine,8,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8,placed_v2,0.5,210695,131023,2000000,550271,incomplete (still running or interrupted)
r2dreamer_cluster,machine,9,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9,placed_v2,0.5,258692,127950,2000000,301707,incomplete (still running or interrupted)
r2dreamer_cluster,machine,10,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10,placed_v2,0.5,256355,130956,2000000,438396,incomplete (still running or interrupted)
r2dreamer_cluster,machine,11,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s11,placed_v2,0.5,176015,138528,2000000,435406,incomplete (still running or interrupted)
r2dreamer_cluster,machine,12,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s12,placed_v2,0.5,155902,139443,2000000,430258,incomplete (still running or interrupted)
r2dreamer_cluster,machine,13,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s13,placed_v2,0.5,never,never,2000000,91989,incomplete (still running or interrupted)
r2dreamer_cluster,machine,14,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s14,placed_v2,0.5,never,never,2000000,21793,incomplete (still running or interrupted)
r2dreamer_cluster,machine,0,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s0,farside,0.5,243542,75672,1000000,992669,
r2dreamer_cluster,machine,1,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s1,farside,0.5,278212,74660,1000000,994829,
r2dreamer_cluster,machine,2,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s2,farside,0.5,179270,122298,1000000,999197,
r2dreamer_cluster,machine,3,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3,farside,0.5,220755,131139,2000000,1992610,
r2dreamer_cluster,machine,4,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4,farside,0.5,198153,77848,2000000,1999440,
r2dreamer_cluster,machine,5,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5,farside,0.5,240151,128415,2000000,834342,incomplete (still running or interrupted)
r2dreamer_cluster,machine,6,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6,farside,0.5,140020,109619,2000000,1047556,incomplete (still running or interrupted)
r2dreamer_cluster,machine,7,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7,farside,0.5,159130,142072,2000000,537281,incomplete (still running or interrupted)
r2dreamer_cluster,machine,8,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8,farside,0.5,278581,134909,2000000,550271,incomplete (still running or interrupted)
r2dreamer_cluster,machine,9,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9,farside,0.5,258692,127950,2000000,301707,incomplete (still running or interrupted)
r2dreamer_cluster,machine,10,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10,farside,0.5,259735,130956,2000000,438396,incomplete (still running or interrupted)
r2dreamer_cluster,machine,11,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s11,farside,0.5,177806,138528,2000000,435406,incomplete (still running or interrupted)
r2dreamer_cluster,machine,12,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s12,farside,0.5,155902,139443,2000000,430258,incomplete (still running or interrupted)
r2dreamer_cluster,machine,13,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s13,farside,0.5,never,never,2000000,91989,incomplete (still running or interrupted)
r2dreamer_cluster,machine,14,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s14,farside,0.5,never,never,2000000,21793,incomplete (still running or interrupted)
r2dreamer_cluster,machine,0,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s0,slide_event,0.5,250313,75672,1000000,992669,
r2dreamer_cluster,machine,1,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s1,slide_event,0.5,303260,146403,1000000,994829,
r2dreamer_cluster,machine,2,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s2,slide_event,0.5,239386,153266,1000000,999197,
r2dreamer_cluster,machine,3,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3,slide_event,0.5,280861,131139,2000000,1992610,
r2dreamer_cluster,machine,4,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4,slide_event,0.5,252088,131423,2000000,1999440,
r2dreamer_cluster,machine,5,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5,slide_event,0.5,257389,128415,2000000,834342,incomplete (still running or interrupted)
r2dreamer_cluster,machine,6,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6,slide_event,0.5,142420,113457,2000000,1047556,incomplete (still running or interrupted)
r2dreamer_cluster,machine,7,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7,slide_event,0.5,233454,147661,2000000,537281,incomplete (still running or interrupted)
r2dreamer_cluster,machine,8,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8,slide_event,0.5,280387,137340,2000000,550271,incomplete (still running or interrupted)
r2dreamer_cluster,machine,9,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9,slide_event,0.5,258932,160531,2000000,301707,incomplete (still running or interrupted)
r2dreamer_cluster,machine,10,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10,slide_event,0.5,294877,131119,2000000,438396,incomplete (still running or interrupted)
r2dreamer_cluster,machine,11,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s11,slide_event,0.5,207085,147479,2000000,435406,incomplete (still running or interrupted)
r2dreamer_cluster,machine,12,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s12,slide_event,0.5,248282,139864,2000000,430258,incomplete (still running or interrupted)
r2dreamer_cluster,machine,13,full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s13,slide_event,0.5,never,never,2000000,91989,incomplete (still running or interrupted)
