step,picked,placed_v2,farside,slide_event,home,nested_v2,tipped
437,0,0,0,0,0,0,1
1270,0,0,0,0,0,0,1
2107,0,0,0,0,0,0,1
7188,0,0,0,0,0,0,0
7189,0,0,0,0,0,0,0
7192,0,0,0,0,0,0,0
7637,0,0,0,0,0,0,0
8470,0,0,0,0,0,0,0
9307,0,0,0,0,0,0,0
14388,0,0,0,0,0,0,0
14389,0,0,0,0,0,0,0
14392,0,0,0,0,0,0,0
14837,0,0,0,0,0,0,0
15670,0,0,0,0,0,0,0
16507,0,0,0,0,0,0,0
16836,0,0,0,0,0,0,1
21585,0,0,0,0,0,0,0
21588,0,0,0,0,0,0,0
22037,0,0,0,0,0,0,0
22870,0,0,0,0,0,0,0
23707,0,0,0,0,0,0,0
24036,0,0,0,0,0,0,0
28785,0,0,0,0,0,0,0
28788,0,0,0,0,0,0,0
28828,0,0,0,0,0,0,1
29233,0,0,0,0,0,0,0
30066,0,0,0,0,0,0,0
30903,0,0,0,0,0,0,0
31232,0,0,0,0,0,0,0
35981,0,0,0,0,0,0,0
36025,0,0,0,0,0,0,1
36028,0,0,0,0,0,0,0
36429,0,0,0,0,0,0,0
36473,0,0,0,0,0,0,1
37258,0,0,0,0,0,0,0
38095,0,0,0,0,0,0,0
38424,0,0,0,0,0,0,0
43221,0,0,0,0,0,0,0
43224,0,0,0,0,0,0,0
43264,0,0,0,0,0,0,1
43669,0,0,0,0,0,0,0
44454,0,0,0,0,0,0,0
45291,0,0,0,0,0,0,0
45620,0,0,0,0,0,0,0
50417,0,0,0,0,0,0,0
50464,0,0,0,0,0,0,0
50869,0,0,0,0,0,0,0
51654,0,0,0,0,0,0,0
52491,0,0,0,0,0,0,0
52820,0,0,0,0,0,0,0
57617,0,0,0,0,0,0,0
57664,0,0,0,0,0,0,0
58069,0,0,0,0,0,0,0
58854,0,0,0,0,0,0,0
59691,0,0,0,0,0,0,0
60020,0,0,0,0,0,0,0
64817,0,0,0,0,0,0,0
64864,0,0,0,0,0,0,0
65269,0,0,0,0,0,0,0
66054,0,0,0,0,0,0,0
66891,0,0,0,0,0,0,0
67220,0,0,0,0,0,0,0
72017,0,0,0,0,0,0,0
72064,0,0,0,0,0,0,0
72469,0,0,0,0,0,0,0
73254,0,0,0,0,0,0,0
74091,0,0,0,0,0,0,0
74420,0,0,0,0,0,0,0
79217,0,0,0,0,0,0,0
79264,0,0,0,0,0,0,0
79669,0,0,0,0,0,0,0
80454,0,0,0,0,0,0,0
81291,0,0,0,0,0,0,0
81620,0,0,0,0,0,0,0
86417,0,0,0,0,0,0,0
86464,0,0,0,0,0,0,0
86869,0,0,0,0,0,0,0
87654,0,0,0,0,0,0,0
88491,0,0,0,0,0,0,0
88820,0,0,0,0,0,0,0
93617,0,0,0,0,0,0,0
93664,0,0,0,0,0,0,0
94069,0,0,0,0,0,0,0
94854,0,0,0,0,0,0,0
95691,0,0,0,0,0,0,0
96020,0,0,0,0,0,0,0
100817,0,0,0,0,0,0,0
100864,0,0,0,0,0,0,0
101269,0,0,0,0,0,0,0
102054,0,0,0,0,0,0,0
102098,0,0,0,0,0,0,1
102887,0,0,0,0,0,0,0
103216,0,0,0,0,0,0,0
108013,0,0,0,0,0,0,0
108060,0,0,0,0,0,0,0
108465,0,0,0,0,0,0,0
109298,0,0,0,0,0,0,0
109774,0,0,0,0,0,0,1
110083,0,0,0,0,0,0,0
110412,0,0,0,0,0,0,0
114635,0,0,0,0,0,0,1
115205,0,0,0,0,0,0,0
115252,0,0,0,0,0,0,0
115657,0,0,0,0,0,0,0
115889,1,0,0,0,0,0,1
116151,1,0,0,0,0,0,1
116337,0,0,0,0,0,0,1
116813,0,0,0,0,0,0,1
116815,0,0,0,0,0,0,1
116950,0,0,0,0,0,0,0
117308,0,0,0,0,0,0,1
117588,0,0,0,0,0,0,0
117754,0,0,0,0,0,0,1
118229,0,0,0,0,0,0,1
119929,0,0,0,0,0,0,1
122833,0,0,0,0,0,0,0
123765,0,0,0,0,0,0,1
123999,0,0,0,0,0,0,0
124500,0,0,0,0,0,0,0
124544,0,0,0,0,0,0,1
124776,0,0,0,0,0,0,0
124942,0,0,0,0,0,0,0
125661,1,0,0,0,0,0,1
125727,1,0,0,0,0,0,1
125794,1,0,0,0,0,0,1
126271,0,0,0,0,0,0,1
126747,0,0,0,0,0,0,1
127101,0,0,0,0,0,0,0
131732,0,0,0,0,0,0,0
131964,0,0,0,0,0,0,0
132853,0,0,0,0,0,0,0
132990,0,0,0,0,0,0,0
133947,0,0,0,0,0,0,0
134301,0,0,0,0,0,0,0
138932,0,0,0,0,0,0,0
139164,0,0,0,0,0,0,0
139185,1,0,0,0,0,0,1
140049,0,0,0,0,0,0,0
140186,0,0,0,0,0,0,0
141143,0,0,0,0,0,0,0
146132,0,0,0,0,0,0,0
146364,0,0,0,0,0,0,0
146385,0,0,0,0,0,0,0
147249,0,0,0,0,0,0,0
147386,0,0,0,0,0,0,0
148343,0,0,0,0,0,0,0
148387,0,0,0,0,0,0,1
152823,1,0,0,0,0,0,1
153324,0,0,0,0,0,0,0
153556,0,0,0,0,0,0,0
153577,0,0,0,0,0,0,0
154441,0,0,0,0,0,0,0
154578,0,0,0,0,0,0,0
154812,1,0,0,0,0,0,1
160019,0,0,0,0,0,0,0
160520,0,0,0,0,0,0,0
160709,0,0,0,0,0,0,1
160773,0,0,0,0,0,0,0
161778,0,0,0,0,0,0,0
162012,0,0,0,0,0,0,0
167219,0,0,0,0,0,0,0
167720,0,0,0,0,0,0,0
167909,0,0,0,0,0,0,0
167973,0,0,0,0,0,0,0
168978,0,0,0,0,0,0,0
169212,0,0,0,0,0,0,0
174419,0,0,0,0,0,0,0
174920,0,0,0,0,0,0,0
174964,0,0,0,0,0,0,1
175105,0,0,0,0,0,0,0
175169,0,0,0,0,0,0,0
176174,0,0,0,0,0,0,0
176408,0,0,0,0,0,0,0
181615,0,0,0,0,0,0,0
182164,0,0,0,0,0,0,0
182305,0,0,0,0,0,0,0
182369,0,0,0,0,0,0,0
183374,0,0,0,0,0,0,0
183608,0,0,0,0,0,0,0
188815,0,0,0,0,0,0,0
189364,0,0,0,0,0,0,0
189505,0,0,0,0,0,0,0
189569,0,0,0,0,0,0,0
190574,0,0,0,0,0,0,0
190618,0,0,0,0,0,0,1
190804,0,0,0,0,0,0,0
190848,0,0,0,0,0,0,1
196007,0,0,0,0,0,0,0
196556,0,0,0,0,0,0,0
196697,0,0,0,0,0,0,0
196761,0,0,0,0,0,0,0
197814,0,0,0,0,0,0,0
198048,0,0,0,0,0,0,0
203207,0,0,0,0,0,0,0
203756,0,0,0,0,0,0,0
203897,0,0,0,0,0,0,0
203961,0,0,0,0,0,0,0
205014,0,0,0,0,0,0,0
205248,0,0,0,0,0,0,0
210407,0,0,0,0,0,0,0
210956,0,0,0,0,0,0,0
211097,0,0,0,0,0,0,0
211161,0,0,0,0,0,0,0
212214,0,0,0,0,0,0,0
212448,0,0,0,0,0,0,0
217607,0,0,0,0,0,0,0
218156,0,0,0,0,0,0,0
218297,0,0,0,0,0,0,0
218361,0,0,0,0,0,0,0
219414,0,0,0,0,0,0,0
219648,0,0,0,0,0,0,0
224807,0,0,0,0,0,0,0
225356,0,0,0,0,0,0,0
225497,0,0,0,0,0,0,0
225561,0,0,0,0,0,0,0
226614,0,0,0,0,0,0,0
