step,picked,placed_v2,nested_v2,slide_success,tipped
300,0,0,0,0,0
600,0,0,0,0,0
900,0,0,0,0,0
1200,0,0,0,0,0
1500,0,0,0,0,0
1800,0,0,0,0,0
2100,0,0,0,0,0
2400,0,0,0,0,0
2460,0,0,0,0,1
2760,0,0,0,0,0
3060,0,0,0,0,0
3360,0,0,0,0,0
3361,0,0,0,0,1
3661,0,0,0,0,0
3961,0,0,0,0,0
4261,0,0,0,0,0
4561,0,0,0,0,0
4738,0,0,0,0,1
5038,0,0,0,0,0
5338,0,0,0,0,0
5359,0,0,0,0,1
5659,0,0,0,0,0
5959,0,0,0,0,0
6259,0,0,0,0,0
6559,0,0,0,0,0
6859,0,0,0,0,0
7159,0,0,0,0,0
7459,0,0,0,0,0
7759,0,0,0,0,0
8059,0,0,0,0,0
8359,0,0,0,0,0
8659,0,0,0,0,0
8959,0,0,0,0,0
9259,0,0,0,0,0
9559,0,0,0,0,0
9859,0,0,0,0,0
10159,0,0,0,0,0
10459,0,0,0,0,0
10759,0,0,0,0,0
10769,0,0,0,0,1
10786,0,0,0,0,1
11086,0,0,0,0,0
11386,0,0,0,0,0
11686,0,0,0,0,0
11986,0,0,0,0,0
12286,0,0,0,0,0
12586,0,0,0,0,0
12886,0,0,0,0,0
13186,0,0,0,0,0
13258,0,0,0,0,1
13293,1,0,0,0,1
13593,1,1,0,0,0
13893,0,0,0,0,0
14193,0,0,0,0,0
14493,0,0,0,0,0
14793,0,0,0,0,0
15093,0,0,0,0,0
15393,0,0,0,0,0
15693,0,0,0,0,0
15993,0,0,0,0,0
16293,0,0,0,0,0
16593,0,0,0,0,0
16893,0,0,0,0,0
17193,0,0,0,0,0
17252,1,0,0,0,1
17552,0,0,0,0,0
17614,0,0,0,0,1
17914,0,0,0,0,0
18214,0,0,0,0,0
18514,0,0,0,0,0
18814,0,0,0,0,0
19114,0,0,0,0,0
19414,0,0,0,0,0
19714,0,0,0,0,0
19947,1,0,0,0,1
19948,0,0,0,0,1
20248,0,0,0,0,0
20259,0,0,0,0,1
20291,1,0,0,0,1
20320,1,0,0,0,1
20620,0,0,0,0,0
20642,0,0,0,0,1
20677,1,0,0,0,1
20977,0,0,0,0,0
21277,0,0,0,0,0
21307,1,0,0,0,1
21607,0,0,0,0,0
21907,0,0,0,0,0
22207,0,0,0,0,0
22277,1,0,0,0,1
22577,0,0,0,0,0
22877,0,0,0,0,0
23177,0,0,0,0,0
23477,0,0,0,0,0
23777,0,0,0,0,0
23825,1,0,0,0,1
24125,0,0,0,0,0
24222,1,0,0,0,1
24522,0,0,0,0,0
24822,0,0,0,0,0
25122,0,0,0,0,0
25422,0,0,0,0,0
25722,0,0,0,0,0
26022,0,0,0,0,0
26322,0,0,0,0,0
26622,0,0,0,0,0
26636,1,0,0,0,1
26936,0,0,0,0,0
26982,0,0,0,0,1
27001,0,0,0,0,1
27011,0,0,0,0,1
27311,0,0,0,0,0
27611,0,0,0,0,0
27911,0,0,0,0,0
28211,0,0,0,0,0
28511,0,0,0,0,0
28811,0,0,0,0,0
