step,picked,placed_v2,nested_v2,slide_success,tipped
300,0,0,0,0,0
600,0,0,0,0,0
601,0,0,0,0,1
901,0,0,0,0,0
1201,0,0,0,0,0
1501,0,0,0,0,0
1801,0,0,0,0,0
2101,0,0,0,0,0
2401,0,0,0,0,0
2701,0,0,0,0,0
3001,0,0,0,0,0
3156,0,0,0,0,1
3456,0,0,0,0,0
3756,0,0,0,0,0
4056,0,0,0,0,0
4356,0,0,0,0,0
4389,0,0,0,0,1
4689,0,0,0,0,0
4989,0,0,0,0,0
5289,0,0,0,0,0
5589,0,0,0,0,0
5889,0,0,0,0,0
6189,0,0,0,0,0
6489,0,0,0,0,0
6789,0,0,0,0,0
7089,0,0,0,0,0
7389,0,0,0,0,0
7410,0,0,0,0,1
7710,0,0,0,0,0
8010,0,0,0,0,0
8310,0,0,0,0,0
8610,0,0,0,0,0
8804,0,0,0,0,1
9104,0,0,0,0,0
9105,0,0,0,0,1
9159,0,0,0,0,1
9160,0,0,0,0,1
9460,0,0,0,0,0
9760,0,0,0,0,0
10060,0,0,0,0,0
10360,0,0,0,0,0
10660,0,0,0,0,0
10960,0,0,0,0,0
11260,0,0,0,0,0
11560,0,0,0,0,0
11561,0,0,0,0,1
11861,0,0,0,0,0
12161,0,0,0,0,0
12185,0,0,0,0,1
12485,0,0,0,0,0
12785,0,0,0,0,0
13085,0,0,0,0,0
13385,0,0,0,0,0
13685,0,0,0,0,0
13704,0,0,0,0,1
14004,0,0,0,0,0
14304,0,0,0,0,0
14444,0,0,0,0,1
14744,0,0,0,0,0
15044,0,0,0,0,0
15344,0,0,0,0,0
15631,0,0,0,0,1
15931,0,0,0,0,0
15952,0,0,0,0,1
16252,0,0,0,0,0
16552,0,0,0,0,0
16559,0,0,0,0,1
16859,0,0,0,0,0
17159,0,0,0,0,0
17207,0,0,0,0,1
17243,0,0,0,0,1
17543,0,0,0,0,0
17843,0,0,0,0,0
17869,0,0,0,0,1
17909,0,0,0,0,1
17951,1,0,0,0,1
18251,0,0,0,0,0
18320,0,0,0,0,1
18620,0,0,0,0,0
18920,0,0,0,0,0
18938,0,0,0,0,1
19238,0,0,0,0,0
19287,1,0,0,0,1
19587,0,0,0,0,0
19887,0,0,0,0,0
20187,0,0,0,0,0
20487,0,0,0,0,0
20787,0,0,0,0,0
20798,0,0,0,0,1
20808,0,0,0,0,1
20819,0,0,0,0,1
21119,0,0,0,0,0
21128,0,0,0,0,1
21428,0,0,0,0,0
21490,0,0,0,0,1
21790,0,0,0,0,0
21802,0,0,0,0,1
22102,0,0,0,0,0
22402,0,0,0,0,0
22443,0,0,0,0,1
22470,0,0,0,0,1
22481,0,0,0,0,1
22503,0,0,0,0,1
22803,0,0,0,0,0
23103,0,0,0,0,0
23114,0,0,0,0,1
23414,0,0,0,0,0
23714,0,0,0,0,0
24014,0,0,0,0,0
24314,0,0,0,0,0
24614,0,0,0,0,0
24666,0,0,0,0,1
24716,0,0,0,0,1
24836,0,0,0,0,1
24843,0,0,0,0,1
25143,0,0,0,0,0
25370,0,0,0,0,1
