step,picked,placed_v2,nested_v2,slide_success,tipped
11,0,0,0,0,1
311,0,0,0,0,0
321,0,0,0,0,1
621,0,0,0,0,0
921,0,0,0,0,0
1221,0,0,0,0,0
1521,0,0,0,0,0
1821,0,0,0,0,0
2121,0,0,0,0,0
2421,0,0,0,0,0
2721,0,0,0,0,0
3021,0,0,0,0,0
3321,0,0,0,0,0
3380,0,0,0,0,1
3680,0,0,0,0,0
3980,0,0,0,0,0
3981,0,0,0,0,1
4281,0,0,0,0,0
4581,0,0,0,0,0
4881,0,0,0,0,0
5181,0,0,0,0,0
5481,0,0,0,0,0
5781,0,0,0,0,0
6081,0,0,0,0,0
6381,0,0,0,0,0
6681,0,0,0,0,0
6682,0,0,0,0,1
6982,0,0,0,0,0
7282,0,0,0,0,0
7582,0,0,0,0,0
7882,0,0,0,0,0
8182,0,0,0,0,0
8482,0,0,0,0,0
8782,0,0,0,0,0
9082,0,0,0,0,0
9382,0,0,0,0,0
9682,0,0,0,0,0
9982,0,0,0,0,0
10282,0,0,0,0,0
10582,0,0,0,0,0
10882,0,0,0,0,0
11182,0,0,0,0,0
11482,0,0,0,0,0
11782,0,0,0,0,0
12082,0,0,0,0,0
12382,0,0,0,0,0
12682,0,0,0,0,0
12982,0,0,0,0,0
13282,0,0,0,0,0
13582,0,0,0,0,0
13882,0,0,0,0,0
14182,0,0,0,0,0
14482,0,0,0,0,0
14782,0,0,0,0,0
15082,0,0,0,0,0
15382,0,0,0,0,0
15682,0,0,0,0,0
15982,0,0,0,0,0
16282,0,0,0,0,0
16311,0,0,0,0,1
16611,0,0,0,0,0
16638,0,0,0,0,1
16938,0,0,0,0,0
17238,0,0,0,0,0
17538,0,0,0,0,0
17838,0,0,0,0,0
18138,0,0,0,0,0
18438,0,0,0,0,0
18559,1,0,0,0,1
18859,0,0,0,0,0
19159,0,0,0,0,0
19459,0,0,0,0,0
19759,0,0,0,0,0
20059,0,0,0,0,0
20359,0,0,0,0,0
20659,0,0,0,0,0
20959,0,0,0,0,0
21259,0,0,0,0,0
21559,1,1,0,0,0
21580,0,0,0,0,1
21880,0,0,0,0,0
22180,0,0,0,0,0
22480,0,0,0,0,0
22780,0,0,0,0,0
22853,1,0,0,0,1
