ladder,arm,seed,stage,bin_center_step,rate,n_episodes_in_bin
staged,human,958,picked,6250,0.0000,48
staged,human,958,picked,18750,0.1194,67
staged,human,958,picked,31250,0.1636,55
staged,human,958,picked,43750,0.4783,69
staged,human,958,picked,56250,0.5938,64
staged,human,958,picked,68750,0.8136,59
staged,human,958,picked,81250,0.6111,54
staged,human,958,picked,93750,0.4340,53
staged,human,958,picked,106250,,0
staged,human,958,picked,118750,,0
staged,human,958,picked,131250,,0
staged,human,958,picked,143750,,0
staged,human,958,picked,156250,,0
staged,human,958,picked,168750,,0
staged,human,958,picked,181250,,0
staged,human,958,picked,193750,,0
staged,human,958,picked,206250,,0
staged,human,958,picked,218750,,0
staged,human,958,picked,231250,,0
staged,human,958,picked,243750,,0
staged,human,958,picked,256250,,0
staged,human,958,picked,268750,,0
staged,human,958,picked,281250,,0
staged,human,958,picked,293750,,0
staged,human,958,picked,306250,,0
staged,human,958,picked,318750,,0
staged,human,958,picked,331250,,0
staged,human,958,picked,343750,,0
staged,human,958,picked,356250,,0
staged,human,958,picked,368750,,0
staged,human,958,picked,381250,,0
staged,human,958,picked,393750,,0
staged,human,958,picked,406250,,0
staged,human,958,picked,418750,,0
staged,human,958,picked,431250,,0
staged,human,958,picked,443750,,0
staged,human,958,picked,456250,,0
staged,human,958,picked,468750,,0
staged,human,958,picked,481250,,0
staged,human,958,picked,493750,,0
staged,human,959,picked,6250,0.0000,46
staged,human,959,picked,18750,0.2037,54
staged,human,959,picked,31250,0.0690,58
staged,human,959,picked,43750,0.1000,60
staged,human,959,picked,56250,0.4304,79
staged,human,959,picked,68750,0.7763,76
staged,human,959,picked,81250,0.7838,74
staged,human,959,picked,93750,0.7826,69
staged,human,959,picked,106250,,0
staged,human,959,picked,118750,,0
staged,human,959,picked,131250,,0
staged,human,959,picked,143750,,0
staged,human,959,picked,156250,,0
staged,human,959,picked,168750,,0
staged,human,959,picked,181250,,0
staged,human,959,picked,193750,,0
staged,human,959,picked,206250,,0
staged,human,959,picked,218750,,0
staged,human,959,picked,231250,,0
staged,human,959,picked,243750,,0
staged,human,959,picked,256250,,0
staged,human,959,picked,268750,,0
staged,human,959,picked,281250,,0
staged,human,959,picked,293750,,0
staged,human,959,picked,306250,,0
staged,human,959,picked,318750,,0
staged,human,959,picked,331250,,0
staged,human,959,picked,343750,,0
staged,human,959,picked,356250,,0
staged,human,959,picked,368750,,0
staged,human,959,picked,381250,,0
staged,human,959,picked,393750,,0
staged,human,959,picked,406250,,0
staged,human,959,picked,418750,,0
staged,human,959,picked,431250,,0
staged,human,959,picked,443750,,0
staged,human,959,picked,456250,,0
staged,human,959,picked,468750,,0
staged,human,959,picked,481250,,0
staged,human,959,picked,493750,,0
staged,machine,978,picked,6250,0.0000,50
staged,machine,978,picked,18750,0.0308,65
staged,machine,978,picked,31250,0.1739,69
staged,machine,978,picked,43750,0.2419,62
staged,machine,978,picked,56250,0.1111,63
staged,machine,978,picked,68750,0.1803,61
staged,machine,978,picked,81250,0.1207,58
staged,machine,978,picked,93750,0.2000,70
staged,machine,978,picked,106250,,0
staged,machine,978,picked,118750,,0
staged,machine,978,picked,131250,,0
staged,machine,978,picked,143750,,0
staged,machine,978,picked,156250,,0
staged,machine,978,picked,168750,,0
staged,machine,978,picked,181250,,0
staged,machine,978,picked,193750,,0
staged,machine,978,picked,206250,,0
staged,machine,978,picked,218750,,0
staged,machine,978,picked,231250,,0
staged,machine,978,picked,243750,,0
staged,machine,978,picked,256250,,0
staged,machine,978,picked,268750,,0
staged,machine,978,picked,281250,,0
staged,machine,978,picked,293750,,0
staged,machine,978,picked,306250,,0
staged,machine,978,picked,318750,,0
staged,machine,978,picked,331250,,0
staged,machine,978,picked,343750,,0
staged,machine,978,picked,356250,,0
staged,machine,978,picked,368750,,0
staged,machine,978,picked,381250,,0
staged,machine,978,picked,393750,,0
staged,machine,978,picked,406250,,0
staged,machine,978,picked,418750,,0
staged,machine,978,picked,431250,,0
staged,machine,978,picked,443750,,0
staged,machine,978,picked,456250,,0
staged,machine,978,picked,468750,,0
staged,machine,978,picked,481250,,0
staged,machine,978,picked,493750,,0
staged,machine,979,picked,6250,0.0000,42
staged,machine,979,picked,18750,0.0333,60
staged,machine,979,picked,31250,0.1667,60
staged,machine,979,picked,43750,0.3571,70
staged,machine,979,picked,56250,0.4133,75
staged,machine,979,picked,68750,0.1948,77
staged,machine,979,picked,81250,0.3210,81
staged,machine,979,picked,93750,0.5256,78
staged,machine,979,picked,106250,,0
staged,machine,979,picked,118750,,0
staged,machine,979,picked,131250,,0
staged,machine,979,picked,143750,,0
staged,machine,979,picked,156250,,0
staged,machine,979,picked,168750,,0
staged,machine,979,picked,181250,,0
staged,machine,979,picked,193750,,0
staged,machine,979,picked,206250,,0
staged,machine,979,picked,218750,,0
staged,machine,979,picked,231250,,0
staged,machine,979,picked,243750,,0
staged,machine,979,picked,256250,,0
staged,machine,979,picked,268750,,0
staged,machine,979,picked,281250,,0
staged,machine,979,picked,293750,,0
staged,machine,979,picked,306250,,0
staged,machine,979,picked,318750,,0
staged,machine,979,picked,331250,,0
staged,machine,979,picked,343750,,0
staged,machine,979,picked,356250,,0
staged,machine,979,picked,368750,,0
staged,machine,979,picked,381250,,0
staged,machine,979,picked,393750,,0
staged,machine,979,picked,406250,,0
staged,machine,979,picked,418750,,0
staged,machine,979,picked,431250,,0
staged,machine,979,picked,443750,,0
staged,machine,979,picked,456250,,0
staged,machine,979,picked,468750,,0
staged,machine,979,picked,481250,,0
staged,machine,979,picked,493750,,0
staged,human,958,placed_v2,6250,0.0000,48
staged,human,958,placed_v2,18750,0.0000,67
staged,human,958,placed_v2,31250,0.0364,55
staged,human,958,placed_v2,43750,0.0580,69
staged,human,958,placed_v2,56250,0.1875,64
staged,human,958,placed_v2,68750,0.5085,59
staged,human,958,placed_v2,81250,0.2778,54
staged,human,958,placed_v2,93750,0.0377,53
staged,human,958,placed_v2,106250,,0
staged,human,958,placed_v2,118750,,0
staged,human,958,placed_v2,131250,,0
staged,human,958,placed_v2,143750,,0
staged,human,958,placed_v2,156250,,0
staged,human,958,placed_v2,168750,,0
staged,human,958,placed_v2,181250,,0
staged,human,958,placed_v2,193750,,0
staged,human,958,placed_v2,206250,,0
staged,human,958,placed_v2,218750,,0
staged,human,958,placed_v2,231250,,0
staged,human,958,placed_v2,243750,,0
staged,human,958,placed_v2,256250,,0
staged,human,958,placed_v2,268750,,0
staged,human,958,placed_v2,281250,,0
staged,human,958,placed_v2,293750,,0
staged,human,958,placed_v2,306250,,0
staged,human,958,placed_v2,318750,,0
staged,human,958,placed_v2,331250,,0
staged,human,958,placed_v2,343750,,0
staged,human,958,placed_v2,356250,,0
staged,human,958,placed_v2,368750,,0
staged,human,958,placed_v2,381250,,0
staged,human,958,placed_v2,393750,,0
staged,human,958,placed_v2,406250,,0
staged,human,958,placed_v2,418750,,0
staged,human,958,placed_v2,431250,,0
staged,human,958,placed_v2,443750,,0
staged,human,958,placed_v2,456250,,0
staged,human,958,placed_v2,468750,,0
staged,human,958,placed_v2,481250,,0
staged,human,958,placed_v2,493750,,0
staged,human,959,placed_v2,6250,0.0000,46
staged,human,959,placed_v2,18750,0.0185,54
staged,human,959,placed_v2,31250,0.0000,58
staged,human,959,placed_v2,43750,0.0000,60
staged,human,959,placed_v2,56250,0.0380,79
staged,human,959,placed_v2,68750,0.2105,76
staged,human,959,placed_v2,81250,0.3514,74
staged,human,959,placed_v2,93750,0.3478,69
staged,human,959,placed_v2,106250,,0
staged,human,959,placed_v2,118750,,0
staged,human,959,placed_v2,131250,,0
staged,human,959,placed_v2,143750,,0
staged,human,959,placed_v2,156250,,0
staged,human,959,placed_v2,168750,,0
staged,human,959,placed_v2,181250,,0
staged,human,959,placed_v2,193750,,0
staged,human,959,placed_v2,206250,,0
staged,human,959,placed_v2,218750,,0
staged,human,959,placed_v2,231250,,0
staged,human,959,placed_v2,243750,,0
staged,human,959,placed_v2,256250,,0
staged,human,959,placed_v2,268750,,0
staged,human,959,placed_v2,281250,,0
staged,human,959,placed_v2,293750,,0
staged,human,959,placed_v2,306250,,0
staged,human,959,placed_v2,318750,,0
staged,human,959,placed_v2,331250,,0
staged,human,959,placed_v2,343750,,0
staged,human,959,placed_v2,356250,,0
staged,human,959,placed_v2,368750,,0
staged,human,959,placed_v2,381250,,0
staged,human,959,placed_v2,393750,,0
staged,human,959,placed_v2,406250,,0
staged,human,959,placed_v2,418750,,0
staged,human,959,placed_v2,431250,,0
staged,human,959,placed_v2,443750,,0
staged,human,959,placed_v2,456250,,0
staged,human,959,placed_v2,468750,,0
staged,human,959,placed_v2,481250,,0
staged,human,959,placed_v2,493750,,0
staged,machine,978,placed_v2,6250,0.0000,50
staged,machine,978,placed_v2,18750,0.0000,65
staged,machine,978,placed_v2,31250,0.0000,69
staged,machine,978,placed_v2,43750,0.0323,62
staged,machine,978,placed_v2,56250,0.0000,63
staged,machine,978,placed_v2,68750,0.0000,61
staged,machine,978,placed_v2,81250,0.0000,58
staged,machine,978,placed_v2,93750,0.0143,70
staged,machine,978,placed_v2,106250,,0
staged,machine,978,placed_v2,118750,,0
staged,machine,978,placed_v2,131250,,0
staged,machine,978,placed_v2,143750,,0
staged,machine,978,placed_v2,156250,,0
staged,machine,978,placed_v2,168750,,0
staged,machine,978,placed_v2,181250,,0
staged,machine,978,placed_v2,193750,,0
staged,machine,978,placed_v2,206250,,0
staged,machine,978,placed_v2,218750,,0
staged,machine,978,placed_v2,231250,,0
staged,machine,978,placed_v2,243750,,0
staged,machine,978,placed_v2,256250,,0
staged,machine,978,placed_v2,268750,,0
staged,machine,978,placed_v2,281250,,0
staged,machine,978,placed_v2,293750,,0
staged,machine,978,placed_v2,306250,,0
staged,machine,978,placed_v2,318750,,0
staged,machine,978,placed_v2,331250,,0
staged,machine,978,placed_v2,343750,,0
staged,machine,978,placed_v2,356250,,0
staged,machine,978,placed_v2,368750,,0
staged,machine,978,placed_v2,381250,,0
staged,machine,978,placed_v2,393750,,0
staged,machine,978,placed_v2,406250,,0
staged,machine,978,placed_v2,418750,,0
staged,machine,978,placed_v2,431250,,0
staged,machine,978,placed_v2,443750,,0
staged,machine,978,placed_v2,456250,,0
staged,machine,978,placed_v2,468750,,0
staged,machine,978,placed_v2,481250,,0
staged,machine,978,placed_v2,493750,,0
staged,machine,979,placed_v2,6250,0.0000,42
staged,machine,979,placed_v2,18750,0.0000,60
staged,machine,979,placed_v2,31250,0.0000,60
staged,machine,979,placed_v2,43750,0.0000,70
staged,machine,979,placed_v2,56250,0.0133,75
staged,machine,979,placed_v2,68750,0.0519,77
staged,machine,979,placed_v2,81250,0.0494,81
staged,machine,979,placed_v2,93750,0.0769,78
staged,machine,979,placed_v2,106250,,0
staged,machine,979,placed_v2,118750,,0
staged,machine,979,placed_v2,131250,,0
staged,machine,979,placed_v2,143750,,0
staged,machine,979,placed_v2,156250,,0
staged,machine,979,placed_v2,168750,,0
staged,machine,979,placed_v2,181250,,0
staged,machine,979,placed_v2,193750,,0
staged,machine,979,placed_v2,206250,,0
staged,machine,979,placed_v2,218750,,0
staged,machine,979,placed_v2,231250,,0
staged,machine,979,placed_v2,243750,,0
staged,machine,979,placed_v2,256250,,0
staged,machine,979,placed_v2,268750,,0
staged,machine,979,placed_v2,281250,,0
staged,machine,979,placed_v2,293750,,0
staged,machine,979,placed_v2,306250,,0
staged,machine,979,placed_v2,318750,,0
staged,machine,979,placed_v2,331250,,0
staged,machine,979,placed_v2,343750,,0
staged,machine,979,placed_v2,356250,,0
staged,machine,979,placed_v2,368750,,0
staged,machine,979,placed_v2,381250,,0
staged,machine,979,placed_v2,393750,,0
staged,machine,979,placed_v2,406250,,0
staged,machine,979,placed_v2,418750,,0
staged,machine,979,placed_v2,431250,,0
staged,machine,979,placed_v2,443750,,0
staged,machine,979,placed_v2,456250,,0
staged,machine,979,placed_v2,468750,,0
staged,machine,979,placed_v2,481250,,0
staged,machine,979,placed_v2,493750,,0
staged,human,958,nested_v2,6250,0.0000,48
staged,human,958,nested_v2,18750,0.0000,67
staged,human,958,nested_v2,31250,0.0182,55
staged,human,958,nested_v2,43750,0.0000,69
staged,human,958,nested_v2,56250,0.0469,64
staged,human,958,nested_v2,68750,0.1017,59
staged,human,958,nested_v2,81250,0.1296,54
staged,human,958,nested_v2,93750,0.0189,53
staged,human,958,nested_v2,106250,,0
staged,human,958,nested_v2,118750,,0
staged,human,958,nested_v2,131250,,0
staged,human,958,nested_v2,143750,,0
staged,human,958,nested_v2,156250,,0
staged,human,958,nested_v2,168750,,0
staged,human,958,nested_v2,181250,,0
staged,human,958,nested_v2,193750,,0
staged,human,958,nested_v2,206250,,0
staged,human,958,nested_v2,218750,,0
staged,human,958,nested_v2,231250,,0
staged,human,958,nested_v2,243750,,0
staged,human,958,nested_v2,256250,,0
staged,human,958,nested_v2,268750,,0
staged,human,958,nested_v2,281250,,0
staged,human,958,nested_v2,293750,,0
staged,human,958,nested_v2,306250,,0
staged,human,958,nested_v2,318750,,0
staged,human,958,nested_v2,331250,,0
staged,human,958,nested_v2,343750,,0
staged,human,958,nested_v2,356250,,0
staged,human,958,nested_v2,368750,,0
staged,human,958,nested_v2,381250,,0
staged,human,958,nested_v2,393750,,0
staged,human,958,nested_v2,406250,,0
staged,human,958,nested_v2,418750,,0
staged,human,958,nested_v2,431250,,0
staged,human,958,nested_v2,443750,,0
staged,human,958,nested_v2,456250,,0
staged,human,958,nested_v2,468750,,0
staged,human,958,nested_v2,481250,,0
staged,human,958,nested_v2,493750,,0
staged,human,959,nested_v2,6250,0.0000,46
staged,human,959,nested_v2,18750,0.0000,54
staged,human,959,nested_v2,31250,0.0000,58
staged,human,959,nested_v2,43750,0.0000,60
staged,human,959,nested_v2,56250,0.0127,79
staged,human,959,nested_v2,68750,0.0263,76
staged,human,959,nested_v2,81250,0.0811,74
staged,human,959,nested_v2,93750,0.1449,69
staged,human,959,nested_v2,106250,,0
staged,human,959,nested_v2,118750,,0
staged,human,959,nested_v2,131250,,0
staged,human,959,nested_v2,143750,,0
staged,human,959,nested_v2,156250,,0
staged,human,959,nested_v2,168750,,0
staged,human,959,nested_v2,181250,,0
staged,human,959,nested_v2,193750,,0
staged,human,959,nested_v2,206250,,0
staged,human,959,nested_v2,218750,,0
staged,human,959,nested_v2,231250,,0
staged,human,959,nested_v2,243750,,0
staged,human,959,nested_v2,256250,,0
staged,human,959,nested_v2,268750,,0
staged,human,959,nested_v2,281250,,0
staged,human,959,nested_v2,293750,,0
staged,human,959,nested_v2,306250,,0
staged,human,959,nested_v2,318750,,0
staged,human,959,nested_v2,331250,,0
staged,human,959,nested_v2,343750,,0
staged,human,959,nested_v2,356250,,0
staged,human,959,nested_v2,368750,,0
staged,human,959,nested_v2,381250,,0
staged,human,959,nested_v2,393750,,0
staged,human,959,nested_v2,406250,,0
staged,human,959,nested_v2,418750,,0
staged,human,959,nested_v2,431250,,0
staged,human,959,nested_v2,443750,,0
staged,human,959,nested_v2,456250,,0
staged,human,959,nested_v2,468750,,0
staged,human,959,nested_v2,481250,,0
staged,human,959,nested_v2,493750,,0
staged,machine,978,nested_v2,6250,0.0000,50
staged,machine,978,nested_v2,18750,0.0000,65
staged,machine,978,nested_v2,31250,0.0000,69
staged,machine,978,nested_v2,43750,0.0000,62
staged,machine,978,nested_v2,56250,0.0000,63
staged,machine,978,nested_v2,68750,0.0000,61
staged,machine,978,nested_v2,81250,0.0000,58
staged,machine,978,nested_v2,93750,0.0000,70
staged,machine,978,nested_v2,106250,,0
staged,machine,978,nested_v2,118750,,0
staged,machine,978,nested_v2,131250,,0
staged,machine,978,nested_v2,143750,,0
staged,machine,978,nested_v2,156250,,0
staged,machine,978,nested_v2,168750,,0
staged,machine,978,nested_v2,181250,,0
staged,machine,978,nested_v2,193750,,0
staged,machine,978,nested_v2,206250,,0
staged,machine,978,nested_v2,218750,,0
staged,machine,978,nested_v2,231250,,0
staged,machine,978,nested_v2,243750,,0
staged,machine,978,nested_v2,256250,,0
staged,machine,978,nested_v2,268750,,0
staged,machine,978,nested_v2,281250,,0
staged,machine,978,nested_v2,293750,,0
staged,machine,978,nested_v2,306250,,0
staged,machine,978,nested_v2,318750,,0
staged,machine,978,nested_v2,331250,,0
staged,machine,978,nested_v2,343750,,0
staged,machine,978,nested_v2,356250,,0
staged,machine,978,nested_v2,368750,,0
staged,machine,978,nested_v2,381250,,0
staged,machine,978,nested_v2,393750,,0
staged,machine,978,nested_v2,406250,,0
staged,machine,978,nested_v2,418750,,0
staged,machine,978,nested_v2,431250,,0
staged,machine,978,nested_v2,443750,,0
staged,machine,978,nested_v2,456250,,0
staged,machine,978,nested_v2,468750,,0
staged,machine,978,nested_v2,481250,,0
staged,machine,978,nested_v2,493750,,0
staged,machine,979,nested_v2,6250,0.0000,42
staged,machine,979,nested_v2,18750,0.0000,60
staged,machine,979,nested_v2,31250,0.0000,60
staged,machine,979,nested_v2,43750,0.0000,70
staged,machine,979,nested_v2,56250,0.0000,75
staged,machine,979,nested_v2,68750,0.0000,77
staged,machine,979,nested_v2,81250,0.0000,81
staged,machine,979,nested_v2,93750,0.0000,78
staged,machine,979,nested_v2,106250,,0
staged,machine,979,nested_v2,118750,,0
staged,machine,979,nested_v2,131250,,0
staged,machine,979,nested_v2,143750,,0
staged,machine,979,nested_v2,156250,,0
staged,machine,979,nested_v2,168750,,0
staged,machine,979,nested_v2,181250,,0
staged,machine,979,nested_v2,193750,,0
staged,machine,979,nested_v2,206250,,0
staged,machine,979,nested_v2,218750,,0
staged,machine,979,nested_v2,231250,,0
staged,machine,979,nested_v2,243750,,0
staged,machine,979,nested_v2,256250,,0
staged,machine,979,nested_v2,268750,,0
staged,machine,979,nested_v2,281250,,0
staged,machine,979,nested_v2,293750,,0
staged,machine,979,nested_v2,306250,,0
staged,machine,979,nested_v2,318750,,0
staged,machine,979,nested_v2,331250,,0
staged,machine,979,nested_v2,343750,,0
staged,machine,979,nested_v2,356250,,0
staged,machine,979,nested_v2,368750,,0
staged,machine,979,nested_v2,381250,,0
staged,machine,979,nested_v2,393750,,0
staged,machine,979,nested_v2,406250,,0
staged,machine,979,nested_v2,418750,,0
staged,machine,979,nested_v2,431250,,0
staged,machine,979,nested_v2,443750,,0
staged,machine,979,nested_v2,456250,,0
staged,machine,979,nested_v2,468750,,0
staged,machine,979,nested_v2,481250,,0
staged,machine,979,nested_v2,493750,,0
staged,human,958,slide_success,6250,0.0000,48
staged,human,958,slide_success,18750,0.0000,67
staged,human,958,slide_success,31250,0.0000,55
staged,human,958,slide_success,43750,0.0000,69
staged,human,958,slide_success,56250,0.0312,64
staged,human,958,slide_success,68750,0.0000,59
staged,human,958,slide_success,81250,0.0185,54
staged,human,958,slide_success,93750,0.0189,53
staged,human,958,slide_success,106250,,0
staged,human,958,slide_success,118750,,0
staged,human,958,slide_success,131250,,0
staged,human,958,slide_success,143750,,0
staged,human,958,slide_success,156250,,0
staged,human,958,slide_success,168750,,0
staged,human,958,slide_success,181250,,0
staged,human,958,slide_success,193750,,0
staged,human,958,slide_success,206250,,0
staged,human,958,slide_success,218750,,0
staged,human,958,slide_success,231250,,0
staged,human,958,slide_success,243750,,0
staged,human,958,slide_success,256250,,0
staged,human,958,slide_success,268750,,0
staged,human,958,slide_success,281250,,0
staged,human,958,slide_success,293750,,0
staged,human,958,slide_success,306250,,0
staged,human,958,slide_success,318750,,0
staged,human,958,slide_success,331250,,0
staged,human,958,slide_success,343750,,0
staged,human,958,slide_success,356250,,0
staged,human,958,slide_success,368750,,0
staged,human,958,slide_success,381250,,0
staged,human,958,slide_success,393750,,0
staged,human,958,slide_success,406250,,0
staged,human,958,slide_success,418750,,0
staged,human,958,slide_success,431250,,0
staged,human,958,slide_success,443750,,0
staged,human,958,slide_success,456250,,0
staged,human,958,slide_success,468750,,0
staged,human,958,slide_success,481250,,0
staged,human,958,slide_success,493750,,0
staged,human,959,slide_success,6250,0.0000,46
staged,human,959,slide_success,18750,0.0000,54
staged,human,959,slide_success,31250,0.0000,58
staged,human,959,slide_success,43750,0.0000,60
staged,human,959,slide_success,56250,0.0127,79
staged,human,959,slide_success,68750,0.0132,76
staged,human,959,slide_success,81250,0.0541,74
staged,human,959,slide_success,93750,0.0870,69
staged,human,959,slide_success,106250,,0
staged,human,959,slide_success,118750,,0
staged,human,959,slide_success,131250,,0
staged,human,959,slide_success,143750,,0
staged,human,959,slide_success,156250,,0
staged,human,959,slide_success,168750,,0
staged,human,959,slide_success,181250,,0
staged,human,959,slide_success,193750,,0
staged,human,959,slide_success,206250,,0
staged,human,959,slide_success,218750,,0
staged,human,959,slide_success,231250,,0
staged,human,959,slide_success,243750,,0
staged,human,959,slide_success,256250,,0
staged,human,959,slide_success,268750,,0
staged,human,959,slide_success,281250,,0
staged,human,959,slide_success,293750,,0
staged,human,959,slide_success,306250,,0
staged,human,959,slide_success,318750,,0
staged,human,959,slide_success,331250,,0
staged,human,959,slide_success,343750,,0
staged,human,959,slide_success,356250,,0
staged,human,959,slide_success,368750,,0
staged,human,959,slide_success,381250,,0
staged,human,959,slide_success,393750,,0
staged,human,959,slide_success,406250,,0
staged,human,959,slide_success,418750,,0
staged,human,959,slide_success,431250,,0
staged,human,959,slide_success,443750,,0
staged,human,959,slide_success,456250,,0
staged,human,959,slide_success,468750,,0
staged,human,959,slide_success,481250,,0
staged,human,959,slide_success,493750,,0
staged,machine,978,slide_success,6250,0.0000,50
staged,machine,978,slide_success,18750,0.0000,65
staged,machine,978,slide_success,31250,0.0000,69
staged,machine,978,slide_success,43750,0.0000,62
staged,machine,978,slide_success,56250,0.0000,63
staged,machine,978,slide_success,68750,0.0000,61
staged,machine,978,slide_success,81250,0.0000,58
staged,machine,978,slide_success,93750,0.0000,70
staged,machine,978,slide_success,106250,,0
staged,machine,978,slide_success,118750,,0
staged,machine,978,slide_success,131250,,0
staged,machine,978,slide_success,143750,,0
staged,machine,978,slide_success,156250,,0
staged,machine,978,slide_success,168750,,0
staged,machine,978,slide_success,181250,,0
staged,machine,978,slide_success,193750,,0
staged,machine,978,slide_success,206250,,0
staged,machine,978,slide_success,218750,,0
staged,machine,978,slide_success,231250,,0
staged,machine,978,slide_success,243750,,0
staged,machine,978,slide_success,256250,,0
staged,machine,978,slide_success,268750,,0
staged,machine,978,slide_success,281250,,0
staged,machine,978,slide_success,293750,,0
staged,machine,978,slide_success,306250,,0
staged,machine,978,slide_success,318750,,0
staged,machine,978,slide_success,331250,,0
staged,machine,978,slide_success,343750,,0
staged,machine,978,slide_success,356250,,0
staged,machine,978,slide_success,368750,,0
staged,machine,978,slide_success,381250,,0
staged,machine,978,slide_success,393750,,0
staged,machine,978,slide_success,406250,,0
staged,machine,978,slide_success,418750,,0
staged,machine,978,slide_success,431250,,0
staged,machine,978,slide_success,443750,,0
staged,machine,978,slide_success,456250,,0
staged,machine,978,slide_success,468750,,0
staged,machine,978,slide_success,481250,,0
staged,machine,978,slide_success,493750,,0
staged,machine,979,slide_success,6250,0.0000,42
staged,machine,979,slide_success,18750,0.0000,60
staged,machine,979,slide_success,31250,0.0000,60
staged,machine,979,slide_success,43750,0.0000,70
staged,machine,979,slide_success,56250,0.0000,75
staged,machine,979,slide_success,68750,0.0000,77
staged,machine,979,slide_success,81250,0.0000,81
staged,machine,979,slide_success,93750,0.0000,78
staged,machine,979,slide_success,106250,,0
staged,machine,979,slide_success,118750,,0
staged,machine,979,slide_success,131250,,0
staged,machine,979,slide_success,143750,,0
staged,machine,979,slide_success,156250,,0
staged,machine,979,slide_success,168750,,0
staged,machine,979,slide_success,181250,,0
staged,machine,979,slide_success,193750,,0
staged,machine,979,slide_success,206250,,0
staged,machine,979,slide_success,218750,,0
staged,machine,979,slide_success,231250,,0
staged,machine,979,slide_success,243750,,0
staged,machine,979,slide_success,256250,,0
staged,machine,979,slide_success,268750,,0
staged,machine,979,slide_success,281250,,0
staged,machine,979,slide_success,293750,,0
staged,machine,979,slide_success,306250,,0
staged,machine,979,slide_success,318750,,0
staged,machine,979,slide_success,331250,,0
staged,machine,979,slide_success,343750,,0
staged,machine,979,slide_success,356250,,0
staged,machine,979,slide_success,368750,,0
staged,machine,979,slide_success,381250,,0
staged,machine,979,slide_success,393750,,0
staged,machine,979,slide_success,406250,,0
staged,machine,979,slide_success,418750,,0
staged,machine,979,slide_success,431250,,0
staged,machine,979,slide_success,443750,,0
staged,machine,979,slide_success,456250,,0
staged,machine,979,slide_success,468750,,0
staged,machine,979,slide_success,481250,,0
staged,machine,979,slide_success,493750,,0
staged,human,958,tipped,6250,0.1875,48
staged,human,958,tipped,18750,0.4328,67
staged,human,958,tipped,31250,0.3455,55
staged,human,958,tipped,43750,0.5652,69
staged,human,958,tipped,56250,0.4844,64
staged,human,958,tipped,68750,0.4237,59
staged,human,958,tipped,81250,0.2593,54
staged,human,958,tipped,93750,0.3396,53
staged,human,958,tipped,106250,,0
staged,human,958,tipped,118750,,0
staged,human,958,tipped,131250,,0
staged,human,958,tipped,143750,,0
staged,human,958,tipped,156250,,0
staged,human,958,tipped,168750,,0
staged,human,958,tipped,181250,,0
staged,human,958,tipped,193750,,0
staged,human,958,tipped,206250,,0
staged,human,958,tipped,218750,,0
staged,human,958,tipped,231250,,0
staged,human,958,tipped,243750,,0
staged,human,958,tipped,256250,,0
staged,human,958,tipped,268750,,0
staged,human,958,tipped,281250,,0
staged,human,958,tipped,293750,,0
staged,human,958,tipped,306250,,0
staged,human,958,tipped,318750,,0
staged,human,958,tipped,331250,,0
staged,human,958,tipped,343750,,0
staged,human,958,tipped,356250,,0
staged,human,958,tipped,368750,,0
staged,human,958,tipped,381250,,0
staged,human,958,tipped,393750,,0
staged,human,958,tipped,406250,,0
staged,human,958,tipped,418750,,0
staged,human,958,tipped,431250,,0
staged,human,958,tipped,443750,,0
staged,human,958,tipped,456250,,0
staged,human,958,tipped,468750,,0
staged,human,958,tipped,481250,,0
staged,human,958,tipped,493750,,0
staged,human,959,tipped,6250,0.1304,46
staged,human,959,tipped,18750,0.2778,54
staged,human,959,tipped,31250,0.3448,58
staged,human,959,tipped,43750,0.4000,60
staged,human,959,tipped,56250,0.5570,79
staged,human,959,tipped,68750,0.6316,76
staged,human,959,tipped,81250,0.5135,74
staged,human,959,tipped,93750,0.4203,69
staged,human,959,tipped,106250,,0
staged,human,959,tipped,118750,,0
staged,human,959,tipped,131250,,0
staged,human,959,tipped,143750,,0
staged,human,959,tipped,156250,,0
staged,human,959,tipped,168750,,0
staged,human,959,tipped,181250,,0
staged,human,959,tipped,193750,,0
staged,human,959,tipped,206250,,0
staged,human,959,tipped,218750,,0
staged,human,959,tipped,231250,,0
staged,human,959,tipped,243750,,0
staged,human,959,tipped,256250,,0
staged,human,959,tipped,268750,,0
staged,human,959,tipped,281250,,0
staged,human,959,tipped,293750,,0
staged,human,959,tipped,306250,,0
staged,human,959,tipped,318750,,0
staged,human,959,tipped,331250,,0
staged,human,959,tipped,343750,,0
staged,human,959,tipped,356250,,0
staged,human,959,tipped,368750,,0
staged,human,959,tipped,381250,,0
staged,human,959,tipped,393750,,0
staged,human,959,tipped,406250,,0
staged,human,959,tipped,418750,,0
staged,human,959,tipped,431250,,0
staged,human,959,tipped,443750,,0
staged,human,959,tipped,456250,,0
staged,human,959,tipped,468750,,0
staged,human,959,tipped,481250,,0
staged,human,959,tipped,493750,,0
staged,machine,978,tipped,6250,0.2000,50
staged,machine,978,tipped,18750,0.4308,65
staged,machine,978,tipped,31250,0.5072,69
staged,machine,978,tipped,43750,0.4516,62
staged,machine,978,tipped,56250,0.4127,63
staged,machine,978,tipped,68750,0.3934,61
staged,machine,978,tipped,81250,0.3966,58
staged,machine,978,tipped,93750,0.5571,70
