source,learner,phase,run,arm,seed,cell,action_mode,statistic,k,n,n_expected,bank_version,bank_sha,evaluator,path,extra
cluster:dp,DiffusionPolicy,pick,dDP_DP_s10,dDP,10,020000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s10/sweep/020000/sweep.json,wave=dp_final;ckpt=020000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s10,dDP,10,040000/sel,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s10/sweep/040000/sweep.json,wave=dp_final;ckpt=040000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s10,dDP,10,060000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s10/sweep/060000/sweep.json,wave=dp_final;ckpt=060000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s10,dDP,10,080000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s10/sweep/080000/sweep.json,wave=dp_final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s10,dDP,10,100000/sel,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s10/sweep/100000/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s10,dDP,10,selected/hold,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s10/sweep/selected/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s10,dDP,10,selected/rnd,sample,picked,16,30,30,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s10/sweep/selected/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s11,dDP,11,020000/sel,sample,picked,8,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s11/sweep/020000/sweep.json,wave=dp_final;ckpt=020000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s11,dDP,11,040000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s11/sweep/040000/sweep.json,wave=dp_final;ckpt=040000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s11,dDP,11,060000/sel,sample,picked,11,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s11/sweep/060000/sweep.json,wave=dp_final;ckpt=060000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s11,dDP,11,080000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s11/sweep/080000/sweep.json,wave=dp_final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s11,dDP,11,100000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s11/sweep/100000/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s11,dDP,11,selected/hold,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s11/sweep/selected/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s11,dDP,11,selected/rnd,sample,picked,18,30,30,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s11/sweep/selected/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s12,dDP,12,020000/sel,sample,picked,12,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s12/sweep/020000/sweep.json,wave=dp_final;ckpt=020000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s12,dDP,12,040000/sel,sample,picked,12,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s12/sweep/040000/sweep.json,wave=dp_final;ckpt=040000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s12,dDP,12,060000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s12/sweep/060000/sweep.json,wave=dp_final;ckpt=060000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s12,dDP,12,080000/sel,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s12/sweep/080000/sweep.json,wave=dp_final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s12,dDP,12,100000/sel,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s12/sweep/100000/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s12,dDP,12,selected/hold,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s12/sweep/selected/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s12,dDP,12,selected/rnd,sample,picked,16,30,30,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s12/sweep/selected/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s13,dDP,13,020000/sel,sample,picked,11,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s13/sweep/020000/sweep.json,wave=dp_final;ckpt=020000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s13,dDP,13,040000/sel,sample,picked,12,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s13/sweep/040000/sweep.json,wave=dp_final;ckpt=040000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s13,dDP,13,060000/sel,sample,picked,12,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s13/sweep/060000/sweep.json,wave=dp_final;ckpt=060000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s13,dDP,13,080000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s13/sweep/080000/sweep.json,wave=dp_final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s13,dDP,13,100000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s13/sweep/100000/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s13,dDP,13,selected/hold,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s13/sweep/selected/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s13,dDP,13,selected/rnd,sample,picked,17,30,30,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s13/sweep/selected/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s14,dDP,14,020000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s14/sweep/020000/sweep.json,wave=dp_final;ckpt=020000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s14,dDP,14,040000/sel,sample,picked,12,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s14/sweep/040000/sweep.json,wave=dp_final;ckpt=040000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s14,dDP,14,060000/sel,sample,picked,12,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s14/sweep/060000/sweep.json,wave=dp_final;ckpt=060000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s14,dDP,14,080000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s14/sweep/080000/sweep.json,wave=dp_final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s14,dDP,14,100000/sel,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s14/sweep/100000/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s14,dDP,14,selected/hold,sample,picked,11,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s14/sweep/selected/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s14,dDP,14,selected/rnd,sample,picked,16,30,30,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s14/sweep/selected/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s19,dDP,19,020000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s19/sweep/020000/sweep.json,wave=dp_final;ckpt=020000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s19,dDP,19,040000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s19/sweep/040000/sweep.json,wave=dp_final;ckpt=040000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s19,dDP,19,060000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s19/sweep/060000/sweep.json,wave=dp_final;ckpt=060000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s19,dDP,19,080000/sel,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s19/sweep/080000/sweep.json,wave=dp_final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s19,dDP,19,100000/sel,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s19/sweep/100000/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s19,dDP,19,selected/hold,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s19/sweep/selected/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s19,dDP,19,selected/rnd,sample,picked,15,30,30,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_final/dDP_DP_s19/sweep/selected/sweep.json,wave=dp_final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s20,dDP,20,020000/sel,sample,picked,12,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s20/sweep/020000/sweep.json,wave=dp_w2final;ckpt=020000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s20,dDP,20,040000/sel,sample,picked,11,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s20/sweep/040000/sweep.json,wave=dp_w2final;ckpt=040000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s20,dDP,20,060000/sel,sample,picked,12,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s20/sweep/060000/sweep.json,wave=dp_w2final;ckpt=060000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s20,dDP,20,080000/sel,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s20/sweep/080000/sweep.json,wave=dp_w2final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s20,dDP,20,100000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s20/sweep/100000/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s20,dDP,20,final/hold,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s20/sweep/final/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s20,dDP,20,final/rnd,sample,picked,17,30,30,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s20/sweep/final/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s20,dDP,20,final_spots60/spots60,sample,picked,55,60,60,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s20/sweep/final_spots60/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s20,dDP,20,selected/hold,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s20/sweep/selected/sweep.json,wave=dp_w2final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s20,dDP,20,selected/rnd,sample,picked,15,30,30,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s20/sweep/selected/sweep.json,wave=dp_w2final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s20,dDP,20,selected_spots60/spots60,sample,picked,50,60,60,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s20/sweep/selected_spots60/sweep.json,wave=dp_w2final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s21,dDP,21,020000/sel,sample,picked,11,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s21/sweep/020000/sweep.json,wave=dp_w2final;ckpt=020000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s21,dDP,21,040000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s21/sweep/040000/sweep.json,wave=dp_w2final;ckpt=040000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s21,dDP,21,060000/sel,sample,picked,12,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s21/sweep/060000/sweep.json,wave=dp_w2final;ckpt=060000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s21,dDP,21,080000/sel,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s21/sweep/080000/sweep.json,wave=dp_w2final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s21,dDP,21,100000/sel,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s21/sweep/100000/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s21,dDP,21,selected/hold,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s21/sweep/selected/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s21,dDP,21,selected/rnd,sample,picked,14,30,30,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s21/sweep/selected/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s21,dDP,21,selected_spots60/spots60,sample,picked,53,60,60,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s21/sweep/selected_spots60/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s22,dDP,22,020000/sel,sample,picked,10,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s22/sweep/020000/sweep.json,wave=dp_w2final;ckpt=020000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s22,dDP,22,040000/sel,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s22/sweep/040000/sweep.json,wave=dp_w2final;ckpt=040000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s22,dDP,22,060000/sel,sample,picked,12,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s22/sweep/060000/sweep.json,wave=dp_w2final;ckpt=060000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s22,dDP,22,080000/sel,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s22/sweep/080000/sweep.json,wave=dp_w2final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s22,dDP,22,100000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s22/sweep/100000/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s22,dDP,22,final/hold,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s22/sweep/final/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s22,dDP,22,final/rnd,sample,picked,13,30,30,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s22/sweep/final/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s22,dDP,22,final_spots60/spots60,sample,picked,51,60,60,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s22/sweep/final_spots60/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s22,dDP,22,selected/hold,sample,picked,12,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s22/sweep/selected/sweep.json,wave=dp_w2final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s22,dDP,22,selected/rnd,sample,picked,14,30,30,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s22/sweep/selected/sweep.json,wave=dp_w2final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s22,dDP,22,selected_spots60/spots60,sample,picked,49,60,60,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s22/sweep/selected_spots60/sweep.json,wave=dp_w2final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s23,dDP,23,020000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s23/sweep/020000/sweep.json,wave=dp_w2final;ckpt=020000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s23,dDP,23,040000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s23/sweep/040000/sweep.json,wave=dp_w2final;ckpt=040000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s23,dDP,23,060000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s23/sweep/060000/sweep.json,wave=dp_w2final;ckpt=060000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s23,dDP,23,080000/sel,sample,picked,12,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s23/sweep/080000/sweep.json,wave=dp_w2final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s23,dDP,23,100000/sel,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s23/sweep/100000/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s23,dDP,23,selected/hold,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s23/sweep/selected/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s23,dDP,23,selected/rnd,sample,picked,15,30,30,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s23/sweep/selected/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s23,dDP,23,selected_spots60/spots60,sample,picked,55,60,60,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s23/sweep/selected_spots60/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s24,dDP,24,020000/sel,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s24/sweep/020000/sweep.json,wave=dp_w2final;ckpt=020000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s24,dDP,24,040000/sel,sample,picked,10,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s24/sweep/040000/sweep.json,wave=dp_w2final;ckpt=040000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s24,dDP,24,060000/sel,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s24/sweep/060000/sweep.json,wave=dp_w2final;ckpt=060000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s24,dDP,24,080000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s24/sweep/080000/sweep.json,wave=dp_w2final;ckpt=080000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s24,dDP,24,100000/sel,sample,picked,13,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s24/sweep/100000/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s24,dDP,24,final/hold,sample,picked,14,15,15,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s24/sweep/final/sweep.json,wave=dp_w2final;ckpt=100000
cluster:dp,DiffusionPolicy,pick,dDP_DP_s24,dDP,24,final/rnd,sample,picked,12,30,30,,,eval_sweep.sh/wandb_eval.py,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s24/sweep/final/sweep.json,wave=dp_w2final;ckpt=100000
