comparison,arm_role,arm,seed,k,n,cell,statistic,action_mode,source,path
pick_spots60_dp_asrecorded,human,dH,21,58,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s21/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,human,dH,22,52,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s22/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,human,dH,23,53,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s23/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,human,dH,24,52,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s24/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,human,dH,25,53,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s25/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,human,dH,26,51,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s26/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,human,dH,27,55,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s27/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,human,dH,28,50,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s28/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,human,dH,29,50,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s29/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,machine,dDP,20,50,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s20/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,machine,dDP,21,53,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s21/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,machine,dDP,22,49,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s22/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,machine,dDP,23,55,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s23/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,machine,dDP,24,52,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s24/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,machine,dDP,25,53,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s25/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,machine,dDP,26,54,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s26/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,machine,dDP,27,55,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s27/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,machine,dDP,28,52,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s28/sweep/selected_spots60/sweep.json
pick_spots60_dp_asrecorded,machine,dDP,29,51,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dDP_DP_s29/sweep/selected_spots60/sweep.json
pick_spots60_rlpd,human,dHv2raw,60,58,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dHv2raw_s60/sweep/final_det_spots60/sweep.json
pick_spots60_rlpd,human,dHv2raw,61,59,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dHv2raw_s61/sweep/final_det_spots60/sweep.json
pick_spots60_rlpd,human,dHv2raw,62,58,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dHv2raw_s62/sweep/final_det_spots60/sweep.json
pick_spots60_rlpd,human,dHv2raw,63,60,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dHv2raw_s63/sweep/final_det_spots60/sweep.json
pick_spots60_rlpd,human,dHv2raw,64,59,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dHv2raw_s64/sweep/final_det_spots60/sweep.json
pick_spots60_rlpd,human,dHv2raw,65,3,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dHv2raw_s65/sweep/final_det_spots60/sweep.json
pick_spots60_rlpd,human,dHv2raw,66,60,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dHv2raw_s66/sweep/final_det_spots60/sweep.json
pick_spots60_rlpd,human,dHv2raw,67,59,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dHv2raw_s67/sweep/final_det_spots60/sweep.json
pick_spots60_rlpd,machine,dDPv2,50,59,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dDPv2_s50/sweep/final_det_spots60/sweep.json
pick_spots60_rlpd,machine,dDPv2,51,60,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dDPv2_s51/sweep/final_det_spots60/sweep.json
pick_spots60_rlpd,machine,dDPv2,52,58,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dDPv2_s52/sweep/final_det_spots60/sweep.json
pick_spots60_rlpd,machine,dDPv2,53,60,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dDPv2_s53/sweep/final_det_spots60/sweep.json
pick_spots60_rlpd,machine,dDPv2,54,58,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dDPv2_s54/sweep/final_det_spots60/sweep.json
pick_spots60_rlpd,machine,dDPv2,55,2,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dDPv2_s55/sweep/final_det_spots60/sweep.json
pick_spots60_rlpd,machine,dDPv2,56,59,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dDPv2_s56/sweep/final_det_spots60/sweep.json
pick_spots60_rlpd,machine,dDPv2,57,59,60,final_det_spots60/spots60,picked,mode,cluster:rlpd,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/rl/checkpoints/rlpd_g99v2fullw3_dDPv2_s57/sweep/final_det_spots60/sweep.json
prune_dp_rnd30,human,dH,20,18,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s20/sweep/selected/sweep.json
prune_dp_rnd30,human,dH,21,19,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s21/sweep/selected/sweep.json
prune_dp_rnd30,human,dH,22,18,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s22/sweep/selected/sweep.json
prune_dp_rnd30,human,dH,23,14,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s23/sweep/selected/sweep.json
prune_dp_rnd30,human,dH,24,13,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s24/sweep/selected/sweep.json
prune_dp_rnd30,human,dH,25,15,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s25/sweep/selected/sweep.json
prune_dp_rnd30,human,dH,26,16,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s26/sweep/selected/sweep.json
prune_dp_rnd30,human,dH,27,16,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s27/sweep/selected/sweep.json
prune_dp_rnd30,human,dH,28,18,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s28/sweep/selected/sweep.json
prune_dp_rnd30,human,dH,29,17,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s29/sweep/selected/sweep.json
prune_dp_rnd30,machine,dHv2raw,50,9,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s50/sweep/selected/sweep.json
prune_dp_rnd30,machine,dHv2raw,51,9,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s51/sweep/selected/sweep.json
prune_dp_rnd30,machine,dHv2raw,52,7,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s52/sweep/selected/sweep.json
prune_dp_rnd30,machine,dHv2raw,53,5,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s53/sweep/selected/sweep.json
prune_dp_rnd30,machine,dHv2raw,54,10,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s54/sweep/selected/sweep.json
prune_dp_rnd30,machine,dHv2raw,55,5,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s55/sweep/selected/sweep.json
prune_dp_rnd30,machine,dHv2raw,56,5,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s56/sweep/selected/sweep.json
prune_dp_rnd30,machine,dHv2raw,57,7,30,selected/rnd,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s57/sweep/selected/sweep.json
prune_dp_spots60,human,dH,20,53,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s20/sweep/selected_spots60/sweep.json
prune_dp_spots60,human,dH,21,58,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s21/sweep/selected_spots60/sweep.json
prune_dp_spots60,human,dH,22,52,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s22/sweep/selected_spots60/sweep.json
prune_dp_spots60,human,dH,23,53,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s23/sweep/selected_spots60/sweep.json
prune_dp_spots60,human,dH,24,52,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s24/sweep/selected_spots60/sweep.json
prune_dp_spots60,human,dH,25,53,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s25/sweep/selected_spots60/sweep.json
prune_dp_spots60,human,dH,26,51,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s26/sweep/selected_spots60/sweep.json
prune_dp_spots60,human,dH,27,55,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s27/sweep/selected_spots60/sweep.json
prune_dp_spots60,human,dH,28,50,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s28/sweep/selected_spots60/sweep.json
prune_dp_spots60,human,dH,29,50,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_w2final/dH_DP_s29/sweep/selected_spots60/sweep.json
prune_dp_spots60,machine,dHv2raw,50,40,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s50/sweep/selected_spots60/sweep.json
prune_dp_spots60,machine,dHv2raw,51,44,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s51/sweep/selected_spots60/sweep.json
prune_dp_spots60,machine,dHv2raw,52,45,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s52/sweep/selected_spots60/sweep.json
prune_dp_spots60,machine,dHv2raw,53,35,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s53/sweep/selected_spots60/sweep.json
prune_dp_spots60,machine,dHv2raw,54,48,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s54/sweep/selected_spots60/sweep.json
prune_dp_spots60,machine,dHv2raw,55,40,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s55/sweep/selected_spots60/sweep.json
prune_dp_spots60,machine,dHv2raw,56,38,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s56/sweep/selected_spots60/sweep.json
prune_dp_spots60,machine,dHv2raw,57,40,60,selected_spots60/spots60,picked,sample,cluster:dp,/cluster/tufts/shortlab/jstale02/genesis_pickaplace/baselines/outputs/dp_v2fullw3/dHv2raw_DP_s57/sweep/selected_spots60/sweep.json
place_r2d,human,dH,0,113,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s0/fresh_eval_polE_mode_v2/metrics.json
place_r2d,human,dH,1,88,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s1/fresh_eval_polE_mode_v2/metrics.json
place_r2d,human,dH,2,112,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s2/fresh_eval_polE_mode_v2/metrics.json
place_r2d,human,dH,3,112,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s3/fresh_eval_polE_mode_v2/metrics.json
place_r2d,human,dH,4,84,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s4/fresh_eval_polE_mode_v2/metrics.json
place_r2d,human,dH,5,108,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s5/fresh_eval_polE_mode_v2/metrics.json
place_r2d,human,dH,6,114,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s6/fresh_eval_polE_mode_v2/metrics.json
place_r2d,human,dH,7,116,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s7/fresh_eval_polE_mode_v2/metrics.json
place_r2d,machine,dDP,0,107,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s0/fresh_eval_polE_mode_v2/metrics.json
place_r2d,machine,dDP,1,91,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s1/fresh_eval_polE_mode_v2/metrics.json
place_r2d,machine,dDP,2,104,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s2/fresh_eval_polE_mode_v2/metrics.json
place_r2d,machine,dDP,3,111,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s3/fresh_eval_polE_mode_v2/metrics.json
place_r2d,machine,dDP,4,92,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s4/fresh_eval_polE_mode_v2/metrics.json
place_r2d,machine,dDP,5,87,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s5/fresh_eval_polE_mode_v2/metrics.json
place_r2d,machine,dDP,6,91,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s6/fresh_eval_polE_mode_v2/metrics.json
place_r2d,machine,dDP,7,89,148,polE_v2,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s7/fresh_eval_polE_mode_v2/metrics.json
place_r2d_asrecorded,human,dH,0,113,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s0/fresh_eval_polE_mode/metrics.json
place_r2d_asrecorded,human,dH,1,86,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s1/fresh_eval_polE_mode/metrics.json
place_r2d_asrecorded,human,dH,2,112,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s2/fresh_eval_polE_mode/metrics.json
place_r2d_asrecorded,human,dH,3,112,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s3/fresh_eval_polE_mode/metrics.json
place_r2d_asrecorded,human,dH,4,82,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s4/fresh_eval_polE_mode/metrics.json
place_r2d_asrecorded,human,dH,5,99,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s5/fresh_eval_polE_mode/metrics.json
place_r2d_asrecorded,human,dH,6,110,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s6/fresh_eval_polE_mode/metrics.json
place_r2d_asrecorded,human,dH,7,118,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s7/fresh_eval_polE_mode/metrics.json
place_r2d_asrecorded,machine,dDP,0,109,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s0/fresh_eval_polE_mode/metrics.json
place_r2d_asrecorded,machine,dDP,1,79,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s1/fresh_eval_polE_mode/metrics.json
place_r2d_asrecorded,machine,dDP,2,111,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s2/fresh_eval_polE_mode/metrics.json
place_r2d_asrecorded,machine,dDP,3,105,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s3/fresh_eval_polE_mode/metrics.json
place_r2d_asrecorded,machine,dDP,4,90,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s4/fresh_eval_polE_mode/metrics.json
place_r2d_asrecorded,machine,dDP,5,79,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s5/fresh_eval_polE_mode/metrics.json
place_r2d_asrecorded,machine,dDP,6,95,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s6/fresh_eval_polE_mode/metrics.json
place_r2d_asrecorded,machine,dDP,7,98,148,polE,placed_v2,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s7/fresh_eval_polE_mode/metrics.json
place_r2d_sample,human,dH,0,109,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s0/fresh_eval_polE_sample_v2/metrics.json
place_r2d_sample,human,dH,1,91,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s1/fresh_eval_polE_sample_v2/metrics.json
place_r2d_sample,human,dH,2,109,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s2/fresh_eval_polE_sample_v2/metrics.json
place_r2d_sample,human,dH,3,113,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s3/fresh_eval_polE_sample_v2/metrics.json
place_r2d_sample,human,dH,4,81,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s4/fresh_eval_polE_sample_v2/metrics.json
place_r2d_sample,human,dH,5,109,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s5/fresh_eval_polE_sample_v2/metrics.json
place_r2d_sample,human,dH,6,112,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s6/fresh_eval_polE_sample_v2/metrics.json
place_r2d_sample,human,dH,7,114,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s7/fresh_eval_polE_sample_v2/metrics.json
place_r2d_sample,machine,dDP,0,107,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s0/fresh_eval_polE_sample_v2/metrics.json
