comparison,arm_role,arm,seed,k,n,cell,statistic,action_mode,source,path
place_r2d_sample,machine,dDP,1,85,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s1/fresh_eval_polE_sample_v2/metrics.json
place_r2d_sample,machine,dDP,2,110,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s2/fresh_eval_polE_sample_v2/metrics.json
place_r2d_sample,machine,dDP,3,111,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s3/fresh_eval_polE_sample_v2/metrics.json
place_r2d_sample,machine,dDP,4,89,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s4/fresh_eval_polE_sample_v2/metrics.json
place_r2d_sample,machine,dDP,5,89,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s5/fresh_eval_polE_sample_v2/metrics.json
place_r2d_sample,machine,dDP,6,90,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s6/fresh_eval_polE_sample_v2/metrics.json
place_r2d_sample,machine,dDP,7,91,148,polE_v2,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s7/fresh_eval_polE_sample_v2/metrics.json
place_r2d_sample_asrecorded,human,dH,0,113,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s0/fresh_eval_polE_sample/metrics.json
place_r2d_sample_asrecorded,human,dH,1,82,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s1/fresh_eval_polE_sample/metrics.json
place_r2d_sample_asrecorded,human,dH,2,110,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s2/fresh_eval_polE_sample/metrics.json
place_r2d_sample_asrecorded,human,dH,3,109,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s3/fresh_eval_polE_sample/metrics.json
place_r2d_sample_asrecorded,human,dH,4,77,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s4/fresh_eval_polE_sample/metrics.json
place_r2d_sample_asrecorded,human,dH,5,103,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s5/fresh_eval_polE_sample/metrics.json
place_r2d_sample_asrecorded,human,dH,6,111,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s6/fresh_eval_polE_sample/metrics.json
place_r2d_sample_asrecorded,human,dH,7,109,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dH_bnormclamp1ent5_s7/fresh_eval_polE_sample/metrics.json
place_r2d_sample_asrecorded,machine,dDP,0,104,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s0/fresh_eval_polE_sample/metrics.json
place_r2d_sample_asrecorded,machine,dDP,1,92,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s1/fresh_eval_polE_sample/metrics.json
place_r2d_sample_asrecorded,machine,dDP,2,112,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s2/fresh_eval_polE_sample/metrics.json
place_r2d_sample_asrecorded,machine,dDP,3,104,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s3/fresh_eval_polE_sample/metrics.json
place_r2d_sample_asrecorded,machine,dDP,4,97,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s4/fresh_eval_polE_sample/metrics.json
place_r2d_sample_asrecorded,machine,dDP,5,88,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s5/fresh_eval_polE_sample/metrics.json
place_r2d_sample_asrecorded,machine,dDP,6,101,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s6/fresh_eval_polE_sample/metrics.json
place_r2d_sample_asrecorded,machine,dDP,7,100,148,polE,placed_v2,sample,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_place_state_dDP_bnormclamp1ent5_n39_s7/fresh_eval_polE_sample/metrics.json
place_dp,human,pl_dp_dH_s0,0,92,148,fresh_eval_polE_sample,placed_v2,sample,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/outputs/dp_place/pl_dp_dH_s0/fresh_eval_polE_sample/metrics.json
place_dp,human,pl_dp_dH_s1,1,89,148,fresh_eval_polE_sample,placed_v2,sample,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/outputs/dp_place/pl_dp_dH_s1/fresh_eval_polE_sample/metrics.json
place_dp,human,pl_dp_dH_s2,2,96,148,fresh_eval_polE_sample,placed_v2,sample,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/outputs/dp_place/pl_dp_dH_s2/fresh_eval_polE_sample/metrics.json
place_dp,human,pl_dp_dH_s3,3,91,148,fresh_eval_polE_sample,placed_v2,sample,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/outputs/dp_place/pl_dp_dH_s3/fresh_eval_polE_sample/metrics.json
place_dp,human,pl_dp_dH_s4,4,94,148,fresh_eval_polE_sample,placed_v2,sample,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/outputs/dp_place/pl_dp_dH_s4/fresh_eval_polE_sample/metrics.json
place_dp,human,pl_dp_dH_s5,5,89,148,fresh_eval_polE_sample,placed_v2,sample,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/outputs/dp_place/pl_dp_dH_s5/fresh_eval_polE_sample/metrics.json
place_dp,human,pl_dp_dH_s6,6,84,148,fresh_eval_polE_sample,placed_v2,sample,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/outputs/dp_place/pl_dp_dH_s6/fresh_eval_polE_sample/metrics.json
place_dp,human,pl_dp_dH_s7,7,94,148,fresh_eval_polE_sample,placed_v2,sample,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/outputs/dp_place/pl_dp_dH_s7/fresh_eval_polE_sample/metrics.json
place_dp,machine,pl_dp_dDP_s0,0,75,148,fresh_eval_polE_sample,placed_v2,sample,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/outputs/dp_place/pl_dp_dDP_s0/fresh_eval_polE_sample/metrics.json
place_dp,machine,pl_dp_dDP_s1,1,72,148,fresh_eval_polE_sample,placed_v2,sample,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/outputs/dp_place/pl_dp_dDP_s1/fresh_eval_polE_sample/metrics.json
place_dp,machine,pl_dp_dDP_s2,2,68,148,fresh_eval_polE_sample,placed_v2,sample,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/outputs/dp_place/pl_dp_dDP_s2/fresh_eval_polE_sample/metrics.json
place_rlpd,human,pl_rlpd_dH_s0,0,129,148,fresh_eval_polE_mode,placed_v2,mode,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/rl/checkpoints/place/pl_rlpd_dH_s0/fresh_eval_polE_mode/metrics.json
place_rlpd,human,pl_rlpd_dH_s1,1,30,148,fresh_eval_polE_mode,placed_v2,mode,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/rl/checkpoints/place/pl_rlpd_dH_s1/fresh_eval_polE_mode/metrics.json
place_rlpd,human,pl_rlpd_dH_s2,2,130,148,fresh_eval_polE_mode,placed_v2,mode,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/rl/checkpoints/place/pl_rlpd_dH_s2/fresh_eval_polE_mode/metrics.json
place_rlpd,human,pl_rlpd_dH_s3,3,126,148,fresh_eval_polE_mode,placed_v2,mode,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/rl/checkpoints/place/pl_rlpd_dH_s3/fresh_eval_polE_mode/metrics.json
place_rlpd,human,pl_rlpd_dH_s4,4,4,148,fresh_eval_polE_mode,placed_v2,mode,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/rl/checkpoints/place/pl_rlpd_dH_s4/fresh_eval_polE_mode/metrics.json
place_rlpd,human,pl_rlpd_dH_s5,5,129,148,fresh_eval_polE_mode,placed_v2,mode,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/rl/checkpoints/place/pl_rlpd_dH_s5/fresh_eval_polE_mode/metrics.json
place_rlpd,human,pl_rlpd_dH_s6,6,124,148,fresh_eval_polE_mode,placed_v2,mode,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/rl/checkpoints/place/pl_rlpd_dH_s6/fresh_eval_polE_mode/metrics.json
place_rlpd,human,pl_rlpd_dH_s7,7,119,148,fresh_eval_polE_mode,placed_v2,mode,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/rl/checkpoints/place/pl_rlpd_dH_s7/fresh_eval_polE_mode/metrics.json
place_rlpd,machine,pl_rlpd_dDP_s0,0,125,148,fresh_eval_polE_mode,placed_v2,mode,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/rl/checkpoints/place/pl_rlpd_dDP_s0/fresh_eval_polE_mode/metrics.json
place_rlpd,machine,pl_rlpd_dDP_s1,1,126,148,fresh_eval_polE_mode,placed_v2,mode,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/rl/checkpoints/place/pl_rlpd_dDP_s1/fresh_eval_polE_mode/metrics.json
place_rlpd,machine,pl_rlpd_dDP_s2,2,127,148,fresh_eval_polE_mode,placed_v2,mode,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/rl/checkpoints/place/pl_rlpd_dDP_s2/fresh_eval_polE_mode/metrics.json
place_rlpd,machine,pl_rlpd_dDP_s3,3,125,148,fresh_eval_polE_mode,placed_v2,mode,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/rl/checkpoints/place/pl_rlpd_dDP_s3/fresh_eval_polE_mode/metrics.json
place_rlpd,machine,pl_rlpd_dDP_s4,4,131,148,fresh_eval_polE_mode,placed_v2,mode,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/rl/checkpoints/place/pl_rlpd_dDP_s4/fresh_eval_polE_mode/metrics.json
place_rlpd,machine,pl_rlpd_dDP_s5,5,127,148,fresh_eval_polE_mode,placed_v2,mode,cluster:phase_clone,/cluster/tufts/shortlab/jstale02/gp_place/baselines/rl/checkpoints/place/pl_rlpd_dDP_s5/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,human,dH,0,95,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s0/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,human,dH,1,91,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s1/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,human,dH,2,79,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s2/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,human,dH,3,117,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s3/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,human,dH,4,101,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s4/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,human,dH,5,88,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s5/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,human,dH,6,76,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s6/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,human,dH,7,112,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s7/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,machine,dDP,0,103,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s0/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,machine,dDP,1,91,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s1/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,machine,dDP,2,94,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s2/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,machine,dDP,3,92,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s3/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,machine,dDP,4,100,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s4/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,machine,dDP,5,115,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s5/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,machine,dDP,6,85,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s6/fresh_eval_polE_mode/metrics.json
contact_r2d_bare,machine,dDP,7,90,160,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s7/fresh_eval_polE_mode/metrics.json
contact_r2d_push,human,dH,0,46,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s0/fresh_eval_polE_mode_cp/metrics.json
contact_r2d_push,human,dH,1,49,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s1/fresh_eval_polE_mode_cp/metrics.json
contact_r2d_push,human,dH,2,54,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s2/fresh_eval_polE_mode_cp/metrics.json
contact_r2d_push,human,dH,3,61,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s3/fresh_eval_polE_mode_cp/metrics.json
contact_r2d_push,human,dH,4,59,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s4/fresh_eval_polE_mode_cp/metrics.json
contact_r2d_push,human,dH,5,60,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s5/fresh_eval_polE_mode_cp/metrics.json
contact_r2d_push,human,dH,6,52,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s6/fresh_eval_polE_mode_cp/metrics.json
contact_r2d_push,human,dH,7,62,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s7/fresh_eval_polE_mode_cp/metrics.json
contact_r2d_push,machine,dDP,0,64,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s0/fresh_eval_polE_mode_cp/metrics.json
contact_r2d_push,machine,dDP,1,62,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s1/fresh_eval_polE_mode_cp/metrics.json
contact_r2d_push,machine,dDP,2,57,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s2/fresh_eval_polE_mode_cp/metrics.json
contact_r2d_push,machine,dDP,3,60,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s3/fresh_eval_polE_mode_cp/metrics.json
contact_r2d_push,machine,dDP,4,61,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s4/fresh_eval_polE_mode_cp/metrics.json
contact_r2d_push,machine,dDP,5,63,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s5/fresh_eval_polE_mode_cp/metrics.json
contact_r2d_push,machine,dDP,6,49,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s6/fresh_eval_polE_mode_cp/metrics.json
contact_r2d_push,machine,dDP,7,52,160,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_contact_state_dDP_bnormclamp1ent5_n11_s7/fresh_eval_polE_mode_cp/metrics.json
carry_r2d_bare,human,dH,0,116,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s0/fresh_eval_polE_mode/metrics.json
carry_r2d_bare,human,dH,1,124,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s1/fresh_eval_polE_mode/metrics.json
carry_r2d_bare,human,dH,2,120,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s2/fresh_eval_polE_mode/metrics.json
carry_r2d_bare,human,dH,3,120,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s3/fresh_eval_polE_mode/metrics.json
carry_r2d_bare,human,dH,4,115,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s4/fresh_eval_polE_mode/metrics.json
carry_r2d_bare,human,dH,5,121,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s5/fresh_eval_polE_mode/metrics.json
carry_r2d_bare,human,dH,6,123,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s6/fresh_eval_polE_mode/metrics.json
carry_r2d_bare,human,dH,7,116,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s7/fresh_eval_polE_mode/metrics.json
carry_r2d_bare,machine,dDP,0,117,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s0/fresh_eval_polE_mode/metrics.json
carry_r2d_bare,machine,dDP,1,119,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s1/fresh_eval_polE_mode/metrics.json
carry_r2d_bare,machine,dDP,2,114,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s2/fresh_eval_polE_mode/metrics.json
carry_r2d_bare,machine,dDP,3,119,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s3/fresh_eval_polE_mode/metrics.json
carry_r2d_bare,machine,dDP,4,123,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s4/fresh_eval_polE_mode/metrics.json
carry_r2d_bare,machine,dDP,5,115,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s5/fresh_eval_polE_mode/metrics.json
carry_r2d_bare,machine,dDP,6,116,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s6/fresh_eval_polE_mode/metrics.json
carry_r2d_bare,machine,dDP,7,119,148,polE,contact,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s7/fresh_eval_polE_mode/metrics.json
carry_r2d_push,human,dH,0,81,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s0/fresh_eval_polE_mode_cp/metrics.json
carry_r2d_push,human,dH,1,27,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s1/fresh_eval_polE_mode_cp/metrics.json
carry_r2d_push,human,dH,2,38,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s2/fresh_eval_polE_mode_cp/metrics.json
carry_r2d_push,human,dH,3,35,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s3/fresh_eval_polE_mode_cp/metrics.json
carry_r2d_push,human,dH,4,46,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s4/fresh_eval_polE_mode_cp/metrics.json
carry_r2d_push,human,dH,5,43,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s5/fresh_eval_polE_mode_cp/metrics.json
carry_r2d_push,human,dH,6,45,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s6/fresh_eval_polE_mode_cp/metrics.json
carry_r2d_push,human,dH,7,23,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dH_bnormclamp1ent5_s7/fresh_eval_polE_mode_cp/metrics.json
carry_r2d_push,machine,dDP,0,24,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s0/fresh_eval_polE_mode_cp/metrics.json
carry_r2d_push,machine,dDP,1,48,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s1/fresh_eval_polE_mode_cp/metrics.json
carry_r2d_push,machine,dDP,2,32,148,polE_cp,contact_push,mode,cluster:wm,/cluster/tufts/shortlab/jstale02/wm_fix_2026-09-03/runs/s2_r2d_carrycontact_state_dDP_bnormclamp1ent5_n21_s2/fresh_eval_polE_mode_cp/metrics.json
