run,cell,arm,episodes,ep_diff,moved,structural_only,cols_changed,structural_cols,orig_host,orig_cores,orig_isa,rescore_host,rescore_cores,rescore_isa
s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s5,fresh_eval_polE_mode,human,160,44,1,0,contact,,pax070,36,avx2,,,
s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s5,fresh_eval_polE_sample,human,160,47,1,0,contact|nested|placed,placed,pax070,36,avx2,,,
s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s6,fresh_eval_holdE_mode,human,11,0,0,0,,,pax118,48,avx512,,,
s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s6,fresh_eval_holdE_sample,human,11,0,0,0,,,pax118,48,avx512,,,
s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s6,fresh_eval_polE_mode,human,160,0,0,0,,,pax118,48,avx512,,,
s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s6,fresh_eval_polE_sample,human,160,0,0,0,,,pax118,48,avx512,,,
s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s7,fresh_eval_holdE_mode,human,11,0,0,0,,,pax113,64,avx512,,,
s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s7,fresh_eval_holdE_sample,human,11,0,0,0,,,pax113,64,avx512,,,
s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s7,fresh_eval_polE_mode,human,160,16,1,0,,,pax070,36,avx2,,,
s2_r2d_contact_state_dH_bnormclamp1ent5_subfloor_s7,fresh_eval_polE_sample,human,160,28,1,0,contact,,pax070,36,avx2,,,
